Tenor,spread_1m_2m,spread_1m_3m,spread_7m_8m,spread_8m_9m,spread_9m_10m,spread_10m_11m,spread_11m_1y,spread_1y_14m,fly_1m_2m_3m,fly_2m_3m_4m,fly_3m_4m_5m,fly_4m_5m_6m,fly_5m_6m_7m,fly_6m_7m_8m,fly_7m_8m_9m,fly_8m_9m_10m,fly_9m_10m_11m,fly_10m_11m_1y,fly_11m_1y_14m,fly_14m_2y_3y
2018-08-27,5.069999999999997,17.42999999999997,17.75000000000002,16.54999999999998,12.84000000000001,12.33000000000004,14.00999999999994,23.02000000000008,7.290000000000063,3.829999999999956,1.27000000000006,0.4500000000000171,-3.260000000000041,3.100000000000058,-1.200000000000045,-3.710000000000058,-0.5099999999998772,1.679999999999993,9.01000000000014,-2.720000000000056
2018-08-28,7.960000000000012,22.75,15.49000000000005,15.43000000000001,13.07999999999998,12.66999999999996,12.66000000000007,22.71000000000001,6.829999999999892,1.919999999999966,1.05000000000004,-0.5899999999998684,0.3699999999998482,-2.049999999999841,-0.0600000000000378,-2.35000000000003,-0.4099999999999326,-0.009999999999799059,10.05000000000003,0.1599999999999824
2018-08-29,6.400000000000006,20.24000000000008,15.12000000000002,14.83999999999996,13.21000000000003,12.65999999999998,12.57000000000001,22.94999999999989,7.440000000000069,1.900000000000013,2.079999999999949,4.959999999999987,-11.31000000000011,3.65000000000002,-0.280000000000058,-1.629999999999932,-0.5499999999999616,-0.08999999999996788,10.37999999999979,0.05999999999986017
2018-08-30,9.039999999999981,29.0,17.3,15.39999999999999,18.22999999999997,12.13999999999995,13.39000000000006,24.76000000000003,10.92000000000013,-1.950000000000074,-1.52000000000001,11.49999999999984,-11.90999999999995,1.219999999999999,-1.900000000000013,2.829999999999977,-6.090000000000018,1.249999999999929,11.36999999999979,-4.380000000000095
2018-08-31,8.04999999999998,29.57999999999998,19.97999999999998,17.3,13.62000000000005,13.46999999999996,13.93000000000004,24.46999999999999,13.48000000000003,-4.359999999999964,3.219999999999956,9.429999999999872,-26.16999999999994,16.32999999999996,-2.679999999999971,-3.67999999999995,-0.1500000000001833,0.4599999999999937,10.53999999999995,-0.6900000000001683
2018-09-03,8.359999999999967,28.91000000000004,16.08999999999998,16.07000000000003,15.19000000000004,13.74999999999993,11.03000000000005,29.58999999999996,12.19000000000019,-0.2000000000000668,0.9099999999998332,1.410000000000089,-3.850000000000087,-2.730000000000032,-0.01999999999995339,-0.8799999999999031,-1.440000000000197,-2.720000000000056,18.55999999999973,-4.14999999999992
2018-09-04,8.469999999999978,31.25999999999998,20.11000000000003,16.94000000000004,16.27000000000001,12.82999999999994,14.62000000000003,26.28000000000004,14.32000000000002,-5.39000000000005,0.259999999999927,8.410000000000117,-6.580000000000119,0.6199999999999761,-3.170000000000073,-0.6700000000000372,-3.440000000000154,1.790000000000092,11.65999999999983,-5.300000000000082
2018-09-05,9.980000000000011,31.36000000000001,18.42999999999995,17.98000000000002,15.52999999999995,12.97000000000015,12.85999999999987,28.96000000000001,11.40000000000008,-1.639999999999908,2.089999999999925,-0.5400000000001626,-2.249999999999908,-0.6099999999999994,-0.4499999999998394,-2.450000000000152,-2.559999999999718,-0.1100000000000989,16.10000000000014,-0.700000000000145
2018-09-06,7.240000000000002,26.06000000000002,17.95,16.52000000000005,16.69,15.77999999999991,3.800000000000026,24.77,11.58000000000001,-2.989999999999959,1.210000000000022,4.940000000000033,-5.969999999999942,1.940000000000097,-1.430000000000042,0.1699999999999591,-0.9100000000001884,-11.97999999999979,20.9699999999998,-3.020000000000067
2018-09-10,7.089999999999996,22.32000000000003,15.14999999999995,14.85000000000003,13.59000000000004,12.47999999999996,12.2300000000001,25.79999999999991,8.140000000000036,0.2399999999999736,5.219999999999914,-2.750000000000163,-3.019999999999889,0.2299999999999969,-0.3000000000000114,-1.259999999999906,-1.110000000000078,-0.2499999999997726,13.56999999999964,-0.7899999999995799
2018-09-11,8.46,25.66999999999995,15.72000000000005,14.84999999999994,13.22000000000001,12.45000000000003,13.00000000000008,25.70999999999994,8.750000000000036,-0.5299999999998306,1.589999999999847,-0.4199999999999093,-3.270000000000195,1.140000000000185,-0.870000000000104,-1.629999999999932,-0.7699999999999818,0.5500000000001393,12.70999999999987,-0.8599999999997721
2018-09-12,11.90999999999995,30.61999999999996,16.23999999999999,14.97000000000002,13.28999999999994,13.01000000000005,12.14000000000004,25.09999999999994,6.799999999999962,-4.939999999999856,2.349999999999852,0.4399999999998627,-1.759999999999984,1.439999999999841,-1.269999999999882,-1.68000000000017,-0.2799999999998803,-0.8699999999999264,12.95999999999999,5.020000000000024
2018-09-13,16.23000000000001,31.48,17.41000000000001,16.23999999999999,15.13,14.30999999999996,12.62000000000008,25.44000000000004,-0.9800000000000253,3.990000000000116,-0.2500000000001279,-3.940000000000055,1.489999999999903,0.8699999999999264,-1.170000000000115,-1.1099999999999,-0.8200000000000429,-1.689999999999969,12.81999999999996,13.3300000000002
2018-09-14,12.52999999999993,31.67,17.09999999999994,15.50000000000002,12.26000000000003,16.34999999999991,14.65000000000014,26.14000000000001,6.610000000000049,-0.1000000000001222,-0.7499999999998508,-2.989999999999959,-0.140000000000029,1.93999999999992,-1.600000000000001,-3.23999999999991,4.089999999999883,-1.699999999999591,11.48999999999987,-3.770000000000095
