,Mexico
2019-04-12,108.72034415131992
2019-04-15,108.74338703524012
2019-04-16,108.76979234702881
2019-04-17,108.81904031375637
2019-04-22,108.80208154322588
2019-04-23,108.69131664709863
2019-04-24,109.02066523052419
2019-04-25,108.96996824412876
2019-04-26,108.79468587833033
2019-04-29,108.76227162478571
2019-04-30,108.55266179406597
2019-05-02,108.51922631919389
2019-05-03,108.61393439697973
2019-05-06,108.73469979004493
2019-05-07,108.86112571105471
2019-05-08,108.6720444852439
2019-05-09,108.73910905562869
2019-05-10,108.82635329644725
2019-05-13,108.68546937057906
2019-05-14,108.62780593432859
2019-05-15,108.44686101167362
2019-05-16,108.34673458600545
2019-05-17,108.65220706554031
2019-05-20,108.94244555159153
2019-05-21,108.77451389499468
2019-05-22,108.87118399920983
2019-05-23,108.82411435874673
2019-05-24,108.77636209577501
2019-05-27,108.36486820978833
2019-05-28,108.27868301633117
2019-05-29,108.40526869609606
2019-05-30,108.6613882679615
2019-05-31,108.02162980913215
2019-06-03,108.24158207916767
2019-06-04,107.87562304192788
2019-06-05,108.13028196553418
2019-06-06,108.00287019086947
2019-06-07,108.57238848132592
2019-06-10,107.83510472631059
2019-06-11,108.28291420710401
2019-06-12,108.31923940244555
2019-06-13,107.73670919408526
2019-06-14,107.15829170667064
2019-06-17,107.51056126679602
2019-06-18,106.50131568008561
2019-06-19,106.65382654717064
2019-06-20,106.80511415764275
2019-06-21,106.38157151380665
2019-06-24,107.52382058461143
2019-06-25,107.41591197806879
2019-06-26,107.55070946195882
2019-06-27,107.2289272420409
2019-06-28,107.2385451408917
2019-07-01,107.5394637273851
2019-07-02,106.80844810305547
2019-07-03,105.90939527030048
2019-07-05,105.79493073318757
2019-07-08,105.75387901213749
2019-07-09,106.42996911434686
2019-07-10,106.13670354555981
2019-07-11,106.74549015042938
2019-07-12,106.0301713439772
2019-07-15,106.99055473747
2019-07-16,107.11497341657856
2019-07-17,106.55440868376911
2019-07-18,106.07828569903488
2019-07-19,106.27673686063073
2019-07-22,106.51221122300998
2019-07-23,106.68806597306664
2019-07-24,107.03058636460752
2019-07-25,106.88641552355662
2019-07-26,106.79381412811037
2019-07-29,106.72788743451984
2019-07-30,106.81034084446763
2019-07-31,106.95685193782849
2019-08-01,106.81714968891383
2019-08-02,107.5192598515182
2019-08-05,107.44375657013224
2019-08-06,107.62981805939211
2019-08-07,107.85027083457166
2019-08-08,108.13926549848031
2019-08-09,108.2464743965764
2019-08-12,108.41291626015617
2019-08-13,108.44389402866648
2019-08-14,108.72711056070887
2019-08-15,109.34178128782523
2019-08-16,109.30394433767276
2019-08-19,109.24512326045016
2019-08-20,109.16824806848122
2019-08-21,109.02280827367348
2019-08-22,109.12654505996657
2019-08-23,109.33872121512455
2019-08-26,109.38367541143721
2019-08-27,109.40020379481172
2019-08-28,109.305290593681
2019-08-29,109.30569999157113
2019-08-30,109.08212600285412
2019-09-02,109.0816728099639
2019-09-03,109.04521662069035
2019-09-04,109.04466203398357
2019-09-05,109.11411745393207
2019-09-06,109.18100945011912
2019-09-09,109.12212767544833
2019-09-10,108.84241232074652
2019-09-11,109.21237475489647
2019-09-12,109.64307395726397
2019-09-13,109.7301981638366
2019-09-16,109.66477789857672
2019-09-17,109.57551512948622
2019-09-18,109.84243894699834
2019-09-19,109.80665337703257
2019-09-20,109.82440580497372
2019-09-23,109.83728155943786
2019-09-24,109.92780724362261
2019-09-25,109.99621841117133
2019-09-26,110.38809089756259
2019-09-27,110.26181483128485
2019-09-30,110.0389189068732
2019-10-01,109.86221658411084
2019-10-02,109.752348228165
2019-10-03,109.28472042752637
2019-10-04,109.35076791610105
2019-10-07,109.26230702555921
2019-10-08,109.11789084547819
2019-10-09,109.06665863522748
2019-10-10,109.12785742384852
2019-10-11,109.31702135059015
2019-10-14,109.04692616836805
2019-10-15,109.26547899340899
2019-10-16,109.41745876342195
2019-10-17,109.55619164013773
2019-10-18,109.68767610735391
2019-10-21,109.98798622642487
2019-10-22,109.9103327347533
2019-10-23,109.86646174315639
2019-10-24,109.53024183971824
2019-10-25,109.39180389239934
2019-10-28,109.35243664582195
2019-10-29,109.44400134039107
2019-10-30,109.48960101673035
2019-10-31,109.3573393852608
2019-11-01,109.30477966771105
2019-11-04,109.40447337111286
2019-11-05,109.25768552753124
2019-11-06,109.31520056081392
2019-11-07,109.40659337118042
2019-11-08,109.4769606832084
2019-11-11,109.31710474006033
2019-11-12,109.57465569138063
2019-11-13,110.21195444981092
2019-11-14,110.21635143535968
2019-11-15,110.11511762606838
2019-11-18,110.17799706191049
2019-11-19,110.31769132268596
2019-11-20,109.89555142709551
2019-11-21,109.56933836337848
2019-11-22,109.7931490475714
2019-11-25,109.23151883091455
2019-11-26,109.1576007204197
2019-11-27,109.13935308555787
2019-11-29,109.05989998102903
2019-12-02,109.06413533365213
2019-12-03,109.09984780752802
2019-12-04,109.00470428756933
2019-12-05,109.04102999901129
2019-12-06,108.9751415747242
2019-12-09,109.25448122318926
2019-12-10,109.32067520921238
2019-12-11,109.53823033659683
2019-12-12,109.53809107744041
2019-12-13,109.40614773217865
2019-12-16,109.40052568118772
2019-12-17,109.08144113761968
2019-12-18,109.19442073794099
2019-12-19,109.35107679609783
2019-12-20,110.10585345893315
2019-12-23,110.2508068902071
2019-12-24,110.2093393450868
2019-12-25,110.25481611257261
2019-12-26,109.98678682122186
2019-12-27,110.47987439094919
2019-12-30,110.45310003040841
2019-12-31,110.62985633024871
2020-01-02,110.00397522945089
2020-01-03,109.94609124565649
2020-01-06,110.14082222080546
2020-01-07,110.00704521729902
2020-01-08,110.00339196616531
2020-01-09,110.03643523469427
2020-01-10,109.73729159600964
2020-01-13,109.92100409203344
2020-01-14,110.25123728308124
2020-01-15,109.7397432038252
2020-01-16,110.0018855048798
2020-01-17,109.91796105030414
2020-01-20,110.01148253862966
2020-01-21,109.87505585589025
2020-01-22,110.04871315850848
2020-01-23,110.13345137077415
2020-01-24,110.0834746421068
2020-01-27,110.16731044161654
2020-01-28,110.38482004003416
2020-01-29,110.45748688915675
2020-01-30,110.45294108364847
2020-01-31,110.41708630261154
2020-02-03,110.41704071102414
2020-02-04,110.29803487861346
2020-02-05,110.15492062924861
2020-02-06,109.65684236586742
2020-02-07,109.55827513137528
2020-02-10,109.43041867698531
2020-02-11,109.68622964634672
2020-02-12,110.00162481682824
2020-02-13,110.22472660450251
2020-02-14,110.49378953340918
2020-02-17,110.48987093040475
2020-02-18,110.47336305650867
2020-02-19,110.64088054058543
2020-02-20,110.59221998261613
2020-02-21,110.59965065967975
2020-02-24,110.56250521062896
2020-02-25,110.40692965720427
2020-02-26,110.53775610688407
2020-02-27,110.56841437583704
2020-02-28,111.03845089916575
2020-03-02,111.92751026248935
2020-03-03,111.79596004548966
2020-03-04,111.39656286845216
2020-03-05,111.22743895026935
2020-03-06,111.01611886354644
2020-03-09,111.27547932930455
2020-03-10,110.74255850600451
2020-03-11,111.413299422684
2020-03-12,109.93064535556248
2020-03-13,109.65378777669798
2020-03-16,109.69718872455641
2020-03-17,109.1114351602597
2020-03-18,109.31721628908701
2020-03-19,108.12096182488335
2020-03-20,108.97567665306656
2020-03-23,110.66613946225301
2020-03-24,110.89370875714368
2020-03-25,111.01599832245222
2020-03-26,111.56784021564279
2020-03-27,111.41491637341612
2020-03-30,111.89875760610451
2020-03-31,111.91476579684922
2020-04-01,112.25224163227449
2020-04-02,112.46739838982924
2020-04-03,113.17341862176677
2020-04-06,113.575067359746
2020-04-07,113.76892124966159
2020-04-08,113.7901566414125
2020-04-13,113.68076544266339
2020-04-14,113.65139056171978
2020-04-15,113.80834594328377
2020-04-16,113.65412779966594
2020-04-17,113.04510047194161
2020-04-20,113.03612376444056
2020-04-21,112.60051039300465
2020-04-22,112.04590388546802
2020-04-23,112.1811853440126
2020-04-24,112.16620024143626
2020-04-27,112.34441107203965
2020-04-28,112.29195402143218
2020-04-29,112.24938719524661
2020-04-30,112.20017827835389
2020-05-04,112.3656735836738
2020-05-05,112.47116167594528
2020-05-06,112.39033782064745
2020-05-07,112.07800853798389
2020-05-08,112.24481500297219
2020-05-11,111.89787363414798
2020-05-12,112.07857152734945
2020-05-13,112.06017567732192
2020-05-14,112.02860681984157
2020-05-15,112.21478055863142
2020-05-18,112.3160940171329
2020-05-19,112.32801015268635
2020-05-20,112.48967407972768
2020-05-21,112.52477014635869
2020-05-22,112.41799726275012
2020-05-25,112.33916056027451
2020-05-26,112.72741940121156
2020-05-27,112.71159207400558
2020-05-28,112.66826199087929
2020-05-29,112.9755397494523
2020-06-01,112.96725799700236
2020-06-02,112.85787283496349
2020-06-03,112.60890853116928
2020-06-04,112.37960501021422
2020-06-05,112.53670179106912
2020-06-08,112.42373250057565
2020-06-09,112.59227298652725
2020-06-10,112.38086454547272
2020-06-11,112.52540597857008
2020-06-12,112.60080477917072
2020-06-15,112.57393643571648
2020-06-16,112.85766941287861
2020-06-17,112.95412446542954
2020-06-18,113.16465311880204
2020-06-19,113.19676757302524
2020-06-22,113.55644732095342
2020-06-23,114.06502352131763
2020-06-24,113.89959540910564
2020-06-25,114.118370266639
2020-06-26,113.7777100972805
2020-06-29,113.95280205119114
2020-06-30,114.04465436083451
2020-07-01,114.47222628992024
2020-07-02,114.88749762569084
2020-07-06,115.22795439132787
2020-07-07,115.3226803313117
2020-07-08,115.4801077457601
2020-07-09,115.61490656811426
2020-07-10,115.95090296183719
2020-07-13,115.94230176079958
2020-07-14,115.91811711467177
2020-07-15,115.56038930534778
2020-07-16,115.23986373540379
2020-07-17,115.17876762085217
2020-07-20,114.9715235482478
2020-07-21,114.7494534648629
2020-07-22,114.99418288608634
2020-07-23,115.15642496150669
2020-07-24,115.23563008686493
2020-07-27,115.3743541914275
2020-07-28,115.21561134347387
2020-07-29,115.42366179467423
2020-07-30,115.63421350675141
2020-07-31,115.97382197515851
2020-08-03,115.81389564872701
2020-08-04,116.01253211435196
2020-08-05,115.76872736261392
2020-08-06,115.94159081003869
2020-08-07,115.84400038776053
2020-08-10,116.04396750431236
2020-08-11,116.07314737579037
2020-08-12,116.02365031806723
2020-08-13,115.89128240966873
2020-08-14,116.12814304245332
2020-08-17,116.08691011932923
2020-08-18,116.40610125391207
2020-08-19,116.31344334823741
2020-08-20,116.39026973843167
2020-08-21,116.35690667954124
2020-08-24,116.04178569014356
2020-08-25,116.23747560340938
2020-08-26,116.3957988700775
2020-08-27,116.57596602648232
2020-08-28,116.50307069233644
2020-08-31,116.78224935898487
2020-09-01,116.4850620327456
2020-09-02,116.40397894453294
2020-09-03,116.05887786770516
2020-09-04,116.29361196878601
2020-09-07,116.20667187587792
2020-09-08,116.26969186638183
2020-09-09,116.1970103107457
2020-09-10,116.11718914428238
2020-09-11,116.11798000436846
2020-09-14,116.07396105522002
2020-09-15,116.12925702751879
2020-09-16,116.1657950763249
2020-09-17,116.27471704778935
2020-09-18,116.04304678612192
2020-09-21,116.06357565058099
2020-09-22,115.99558825483452
2020-09-23,115.66698166806005
2020-09-24,115.63260753662486
2020-09-25,115.92888942453155
2020-09-28,115.69998757511246
2020-09-29,115.85729433713831
2020-09-30,115.77499949116374
2020-10-01,115.8473377220871
2020-10-02,115.82912909072914
2020-10-05,115.74784901325688
2020-10-06,115.37368037652134
2020-10-07,115.11464806101735
2020-10-08,115.20514431201303
2020-10-09,114.82269704037216
2020-10-12,114.53789943667859
2020-10-13,115.17041204332435
2020-10-14,114.65204708349563
2020-10-15,114.55081077972487
2020-10-16,114.58763721158701
2020-10-19,114.49631536794993
2020-10-20,114.43678335462492
2020-10-21,114.41418563140874
2020-10-22,114.56192868340626
2020-10-23,114.48241175069369
2020-10-26,114.29575479220608
2020-10-27,114.16209079808355
2020-10-28,114.360651326291
2020-10-29,114.08641276223317
2020-10-30,114.80492271310898
2020-11-02,114.69331913818364
2020-11-03,114.74569497265973
2020-11-04,113.7881534009046
2020-11-05,113.95931618774817
2020-11-06,113.85857874550625
2020-11-09,113.34308783572216
2020-11-10,113.44637291024561
2020-11-11,113.44478152441286
2020-11-12,113.85894685711419
2020-11-13,114.32998753595014
2020-11-16,114.3712512700366
2020-11-17,114.5633657969048
2020-11-18,114.57623598121025
2020-11-19,114.59707975131721
2020-11-20,114.17359500287859
2020-11-23,114.17801423093759
2020-11-24,113.50112071197292
2020-11-25,113.51763168151605
2020-11-27,113.58973315754002
2020-11-30,113.24417434442415
2020-12-01,113.48708580803479
2020-12-02,113.62644158408064
2020-12-03,114.42286551547892
2020-12-04,114.83231533845255
2020-12-07,114.97794315757668
2020-12-08,115.13178170738108
2020-12-09,114.94457437755572
2020-12-10,115.17059275484038
2020-12-11,115.18699936007042
2020-12-14,115.07504101695748
2020-12-15,114.92422159023783
2020-12-16,114.90326926806205
2020-12-17,114.77681482838085
2020-12-18,115.10853073279304
2020-12-21,114.77189870221265
2020-12-22,114.94231218015842
2020-12-23,114.79601952115065
2020-12-24,115.0691762459235
2020-12-25,115.40482574186916
2020-12-28,114.99990660093964
2020-12-29,115.14906303793731
2020-12-30,114.97124423026332
2020-12-31,114.89444646659683
2021-01-01,114.89408547142897
2021-01-04,114.98059379827758
2021-01-05,114.7353066240979
2021-01-06,114.55299574130883
2021-01-07,113.95682126753388
2021-01-08,113.30686927552338
2021-01-11,113.49851733322708
2021-01-12,113.26544022904754
2021-01-13,113.96486454822679
2021-01-14,114.1397920895314
2021-01-15,113.92407784906185
2021-01-18,114.06724191788953
2021-01-19,114.09402686159098
2021-01-20,114.18199968314812
2021-01-21,114.38821585852317
2021-01-22,114.39700731844668
2021-01-25,114.23228091374934
2021-01-26,114.1856663668632
2021-01-27,114.03392371305925
2021-01-28,113.929451676079
2021-01-29,113.98201246562229
2021-02-01,113.98196499119825
2021-02-02,114.17068276477202
2021-02-03,114.21809142194262
2021-02-04,114.27348932896362
2021-02-05,114.3067171016549
2021-02-08,114.42831670012185
2021-02-09,114.46692361447704
2021-02-10,114.33564886828587
2021-02-11,114.7080506089269
2021-02-12,114.52192481026692
2021-02-16,114.80640050802091
2021-02-17,115.18091084670556
2021-02-18,115.03525197351152
2021-02-19,115.27332934034871
2021-02-22,115.1963129403177
2021-02-23,114.76074923112205
2021-02-24,115.15326699296399
2021-02-25,115.3987933659558
2021-02-26,115.29950226060588
2021-03-01,115.14403249430008
2021-03-02,114.93493341477705
2021-03-03,114.80977861380428
2021-03-04,115.37394922753515
2021-03-05,115.14140782717597
2021-03-08,114.14297243806264
2021-03-09,113.66577774009681
2021-03-10,113.77519485204898
2021-03-11,113.91910106383531
2021-03-12,114.28742157547822
2021-03-16,114.94540962038944
2021-03-17,115.19911455514453
2021-03-18,114.99947081624926
2021-03-19,114.85430847733294
2021-03-22,114.19563557736296
2021-03-23,114.21832100529659
2021-03-24,113.46474793737326
2021-03-25,113.20380511134522
