,EU
2017-03-24,105.85379115193196
2017-03-27,106.00316946557338
2017-03-28,106.08663921279648
2017-03-29,106.77841651510785
2017-03-30,106.66699167827069
2017-03-31,106.5860886300763
2017-04-03,106.4494910374298
2017-04-04,106.42252166625397
2017-04-05,106.28682749163647
2017-04-06,106.32648524690549
2017-04-07,106.27728106799887
2017-04-10,106.13899168118446
2017-04-11,106.28666447797981
2017-04-12,106.25638845992724
2017-04-13,106.03830298307
2017-04-18,106.14546433353797
2017-04-19,106.36832776769248
2017-04-20,106.50906235206112
2017-04-21,106.79802795489121
2017-04-24,106.76342260609744
2017-04-25,106.47550773695957
2017-04-26,106.46718972970308
2017-04-27,106.94056260126297
2017-04-28,107.1130559673153
2017-05-02,107.08006197478326
2017-05-03,106.93830223046893
2017-05-04,107.3182148256409
2017-05-05,107.02336078572326
2017-05-08,107.20464072879807
2017-05-09,107.31398545771422
2017-05-10,107.24317495592129
2017-05-11,107.25436107533078
2017-05-12,107.11498466026596
2017-05-15,107.3874572074057
2017-05-16,107.35419842050253
2017-05-17,107.75231552249842
2017-05-18,107.81608002970104
2017-05-19,107.81608002970104
2017-05-22,107.7835421374944
2017-05-23,107.84200344565352
2017-05-24,107.84200344565352
2017-05-25,107.84200344565352
2017-05-26,107.84200344565352
2017-05-29,107.80928398084934
2017-05-30,107.72411175246765
2017-05-31,107.5296113850366
2017-06-01,107.68249259305158
2017-06-02,107.68249259305158
2017-06-05,107.68249259305158
2017-06-06,107.64863345664435
2017-06-07,107.82379284281485
2017-06-08,107.72046941754405
2017-06-09,107.68404424229149
2017-06-12,107.81374801514949
2017-06-13,107.81374801514949
2017-06-14,107.81374801514949
2017-06-15,107.7721042230125
2017-06-16,107.97519294852445
2017-06-19,107.97519294852445
2017-06-20,107.93346903257898
2017-06-21,108.30742927307114
2017-06-22,108.26610631706212
2017-06-23,108.38284781226699
2017-06-26,108.35724566225431
2017-06-27,107.49133355748735
2017-06-28,107.6310952412529
2017-06-29,107.32510391206762
2017-06-30,107.37713254455277
2017-07-03,107.62211758363418
2017-07-04,107.6989168039964
2017-07-05,107.67333112648971
2017-07-06,107.63432387587204
2017-07-07,107.74372750903073
2017-07-10,107.70478766154756
2017-07-11,107.83653977750048
2017-07-12,107.64967018466042
2017-07-13,107.62923022104877
2017-07-14,107.31039684554926
2017-07-17,107.41050262200777
2017-07-18,107.45739370341228
2017-07-19,107.64839868462228
2017-07-20,107.72332607355241
2017-07-21,108.21354582016636
2017-07-24,108.21354582016636
2017-07-25,108.17447856952825
2017-07-26,108.22177302887373
2017-07-27,108.22177302887373
2017-07-28,108.17944955510424
2017-07-31,108.47316426134608
2017-08-01,108.15489161602872
2017-08-02,108.07396198086177
2017-08-03,108.17309303940503
2017-08-04,108.02768914028977
2017-08-07,108.04709967622502
2017-08-08,107.86714746399701
2017-08-09,107.91215771418116
2017-08-10,107.85869997493194
2017-08-11,107.81222971440145
2017-08-14,107.8956233877384
2017-08-15,107.8956233877384
2017-08-16,107.8956233877384
2017-08-17,107.8956233877384
2017-08-18,107.84934970831364
2017-08-21,108.11368149963046
2017-08-22,108.11368149963046
2017-08-23,108.06841955075362
2017-08-24,108.11278152021477
2017-08-25,107.99691292251022
2017-08-28,107.74738038509537
2017-08-29,107.5935209099615
2017-08-30,107.814967389051
2017-08-31,107.88696564644458
2017-09-01,107.88696564644458
2017-09-04,107.84112073735874
2017-09-05,108.07673816850041
2017-09-06,108.17056110705524
2017-09-07,108.14668195381718
2017-09-08,108.14668195381718
2017-09-11,108.10102777582917
2017-09-12,107.86366902496098
2017-09-13,107.8729961904904
2017-09-14,107.82601458893386
2017-09-15,107.4743979261967
2017-09-18,107.27043768777304
2017-09-19,107.54857098580055
2017-09-20,107.40135506499928
2017-09-21,106.9556273962162
2017-09-22,106.8890313599969
2017-09-25,107.34616879684866
2017-09-26,107.3283045332726
2017-09-27,107.09529340209497
2017-09-28,107.13300445262479
2017-09-29,107.13300445262479
2017-10-02,107.13300445262479
2017-10-03,107.07457006787946
2017-10-04,107.05154570891216
2017-10-05,107.1401167373652
2017-10-06,106.9631642392841
2017-10-09,106.90493833183845
2017-10-10,107.16084209226176
2017-10-11,106.863955889161
2017-10-12,107.24760841320857
2017-10-13,107.49550250716379
2017-10-16,107.62182981700445
2017-10-17,107.53923047566782
2017-10-18,107.53923047566782
2017-10-19,107.47796171545775
2017-10-20,107.20036513960767
2017-10-23,107.13915498048843
2017-10-24,106.77663377296398
2017-10-25,106.71539814672235
2017-10-26,107.51257826480996
2017-10-27,107.80264954811096
2017-10-30,107.79202457243807
2017-10-31,107.70355203559885
2017-11-01,107.60069928349962
2017-11-02,107.54125514807448
2017-11-03,107.51345010809845
2017-11-06,107.45379342612034
2017-11-07,107.49506362733783
2017-11-08,107.42888798445
2017-11-09,107.51504173194853
2017-11-10,107.16553640682143
2017-11-13,107.10789652072665
2017-11-14,107.26861585176735
2017-11-15,107.26861585176735
2017-11-16,107.20867532940575
2017-11-17,107.20330761302235
2017-11-20,107.0806168821235
2017-11-21,107.28615789272185
2017-11-22,107.66599571899673
2017-11-23,107.91764182484664
2017-11-24,107.84224963706448
2017-11-27,108.18878540695248
2017-11-28,108.0169923081652
2017-11-29,107.71488977443452
2017-11-30,107.6801289128119
2017-12-01,107.75546840480355
2017-12-04,107.67419458983092
2017-12-05,107.61178628304972
2017-12-06,107.64147286157369
2017-12-07,107.62156422032187
2017-12-08,108.18773831535944
2017-12-11,108.18773831535944
2017-12-12,108.18773831535944
2017-12-13,108.18773831535944
2017-12-14,108.18773831535944
2017-12-15,108.18773831535944
2017-12-18,108.12335681540328
2017-12-19,107.50802729920612
2017-12-20,107.11556469117171
2017-12-21,106.31694328312
2017-12-22,106.22011227111534
2017-12-27,105.72087933043488
2017-12-28,105.75646542706735
2017-12-29,105.72117577194497
2018-01-02,106.32018236378215
2018-01-03,106.86178640073922
2018-01-04,106.86178640073922
2018-01-05,106.80653033870313
2018-01-08,106.8652942337578
2018-01-09,106.80966661159393
2018-01-10,106.53034710500229
2018-01-11,106.53034710500229
2018-01-12,106.4794508367745
2018-01-15,106.37971218884668
2018-01-16,106.3284339143721
2018-01-17,106.67570806253126
2018-01-18,106.76770478925157
2018-01-19,106.59252959298506
2018-01-22,106.68126577733037
2018-01-23,106.75080152739882
2018-01-24,106.92393535268532
2018-01-25,108.38445346567802
2018-01-26,107.65593004040188
2018-01-29,107.7238191480032
2018-01-30,107.46147252930835
2018-01-31,107.68414559401987
2018-02-01,107.39284191276977
2018-02-02,107.32930924761676
2018-02-05,106.83683558345987
2018-02-06,106.81420428519857
2018-02-07,106.91266449635046
2018-02-08,106.87236437747241
2018-02-09,106.79759139344529
2018-02-12,106.84569021036114
2018-02-13,106.61504591568604
2018-02-14,106.59945480421229
2018-02-15,106.82060257305817
2018-02-16,106.53701060528522
2018-02-19,106.52648706851475
2018-02-20,106.46220976714883
2018-02-21,106.56075395350683
2018-02-22,106.56075395350683
2018-02-23,106.56075395350683
2018-02-26,106.56075395350683
2018-02-27,106.56075395350683
2018-02-28,106.56075395350683
2018-03-01,106.52406204007625
2018-03-02,106.68809455391393
2018-03-05,106.58769384411175
2018-03-06,106.55210312632377
2018-03-07,106.64339538793415
2018-03-08,106.56923979922605
2018-03-09,106.62376753288719
2018-03-12,106.58795375900493
2018-03-13,106.59465083102452
2018-03-14,106.55892680301665
2018-03-15,106.5219143923332
2018-03-16,106.58586125874085
2018-03-19,106.55017389827496
2018-03-20,106.4398997052713
2018-03-21,106.62759092580141
2018-03-22,106.25577785813086
2018-03-23,106.33889108630387
2018-03-26,106.30278470112029
2018-03-27,106.76265680647083
2018-03-28,106.7265062755021
2018-03-29,106.51922048113474
2018-04-03,106.53547814936924
2018-04-04,106.49918562805128
2018-04-05,106.61622947232696
2018-04-06,106.61622947232696
2018-04-09,106.61622947232696
2018-04-10,106.57989743134615
2018-04-11,106.55983616783249
2018-04-12,106.52142176165644
2018-04-13,106.52835734830725
2018-04-16,106.52835734830725
2018-04-17,106.48915602302691
2018-04-18,106.65572930948525
2018-04-19,107.14203539971237
2018-04-20,107.10405058205139
2018-04-23,107.14495803355888
2018-04-24,107.04379986232144
2018-04-25,107.35591650870239
2018-04-26,107.31048841735094
2018-04-27,107.18540544294525
2018-04-30,107.55417952525137
2018-05-02,107.55417952525137
2018-05-03,107.5048710709546
2018-05-04,107.38321004304355
2018-05-07,107.38112878253226
2018-05-08,107.32910365075494
2018-05-09,107.40499312045868
2018-05-10,107.40499312045868
2018-05-11,107.3535627799681
2018-05-14,106.86272726787732
2018-05-15,106.81287308621918
2018-05-16,106.25034953246615
2018-05-17,106.5889025152406
2018-05-18,106.91007389644149
2018-05-21,107.18181373649558
2018-05-22,107.13392502010987
2018-05-23,106.48783606588907
2018-05-24,106.43088455185456
2018-05-25,105.71906577383933
2018-05-28,105.24665834991123
2018-05-29,103.95594022390388
2018-05-30,104.6040834202214
2018-05-31,105.2156391227316
2018-06-01,105.66175619916356
2018-06-04,105.62895570358913
2018-06-05,105.69640226854247
2018-06-06,105.1873519534522
2018-06-07,105.11851555186172
2018-06-08,105.08733508878451
2018-06-11,105.5093583882846
2018-06-12,105.7368888650074
2018-06-13,105.7368888650074
2018-06-14,105.70692853224335
2018-06-15,106.17303371843447
2018-06-18,106.57598226230216
2018-06-19,106.57598226230216
2018-06-20,106.57598226230216
2018-06-21,106.57598226230216
2018-06-22,106.57598226230216
2018-06-25,106.57598226230216
2018-06-26,106.54670792398117
2018-06-27,106.47610839235588
2018-06-28,106.59133750786216
2018-06-29,106.69502840860481
2018-07-02,106.44903766910714
2018-07-03,106.69529270726896
2018-07-04,106.66597343741999
2018-07-05,106.55873391292884
2018-07-06,106.56717892978278
2018-07-09,106.68727888735772
2018-07-10,106.4938353893796
2018-07-11,106.55329885438105
2018-07-12,106.50424563196448
2018-07-13,106.69012293493765
2018-07-16,106.5809049030626
2018-07-17,106.65209439135708
2018-07-18,106.61521043049869
2018-07-19,106.64253546848693
2018-07-20,106.54163963583802
2018-07-23,106.45454432813206
2018-07-24,106.42462360473823
2018-07-25,106.3743961400147
2018-07-26,106.3445666232679
2018-07-27,106.43944948977449
2018-07-30,106.43944948977449
2018-07-31,106.40942589641827
2018-08-01,106.53313291505752
2018-08-02,106.38960283236199
2018-08-03,106.25341150892353
2018-08-06,106.14877873285458
2018-08-07,106.08075594305126
2018-08-08,105.96850348665086
2018-08-09,105.83548024436044
2018-08-10,105.60530638610308
2018-08-13,105.58492259694306
2018-08-14,105.5678535114097
2018-08-15,105.49254070297782
2018-08-16,105.684357085325
2018-08-17,105.53303569740409
2018-08-20,105.64551088769267
2018-08-21,105.64551088769267
2018-08-22,105.64551088769267
2018-08-23,105.64551088769267
2018-08-24,105.60919641984623
2018-08-27,105.59236754171204
2018-08-28,105.72064008038431
2018-08-29,105.67896982011553
2018-08-30,105.86254542847351
2018-08-31,105.9728355293047
2018-09-03,105.93426523703326
2018-09-04,105.77914654411191
2018-09-05,105.49834486861151
2018-09-06,105.55561494954728
2018-09-07,105.33109011920597
2018-09-10,105.61592870867422
2018-09-11,105.61592870867422
2018-09-12,105.55935053853402
2018-09-13,105.1983248301221
2018-09-14,105.40504725692807
2018-09-17,105.40504725692807
2018-09-18,105.34435816234623
2018-09-19,105.39187580212777
2018-09-20,105.33866464539601
2018-09-21,105.27726051576325
2018-09-24,106.49447005572593
2018-09-25,106.49447005572593
2018-09-26,106.49447005572593
2018-09-27,106.44242398128065
2018-09-28,107.1923498904301
2018-10-01,107.1428893147387
2018-10-02,107.59686884888808
2018-10-03,107.54922922676451
2018-10-04,108.29206175882324
2018-10-05,108.27544448720398
2018-10-08,108.00892936921478
2018-10-09,107.9635606283935
2018-10-10,108.16065767691403
2018-10-11,108.13062470129027
2018-10-12,108.08530099754148
2018-10-15,107.80992636383888
2018-10-16,107.62466875943568
2018-10-17,107.3699433225458
2018-10-18,107.31881557620886
2018-10-19,108.11700091237914
2018-10-22,108.07707521029614
2018-10-23,108.11580244260502
2018-10-24,107.67458566972303
2018-10-25,107.92384255072287
2018-10-26,107.88575008260936
2018-10-29,108.04275459111705
2018-10-30,107.9795961988947
2018-10-31,108.11831133382725
2018-11-01,108.19480219503339
2018-11-02,107.84110146748228
2018-11-05,108.14516040216928
2018-11-06,108.141938898817
2018-11-07,108.2019969464985
2018-11-08,108.32631374914139
2018-11-09,108.13206876819166
2018-11-12,107.88661773200926
2018-11-13,107.84868215098106
2018-11-14,107.67993427008777
2018-11-15,107.64245018717928
2018-11-16,107.59926867696356
2018-11-19,107.56738895737652
2018-11-20,107.53002445498734
2018-11-21,107.59610914525648
2018-11-22,107.59610914525648
2018-11-23,107.55850918289478
2018-11-26,107.44475253701862
2018-11-27,107.66132050017347
2018-11-28,107.6156373536411
2018-11-29,107.95856117285139
2018-11-30,108.00737757276573
2018-12-03,108.00737757276573
2018-12-04,107.96978687129537
2018-12-05,108.19893465028396
2018-12-06,108.19893465028396
2018-12-07,108.1612664142954
2018-12-10,108.1142333631832
2018-12-11,107.99735041032554
2018-12-12,108.29557600059584
2018-12-13,108.13994103276687
2018-12-14,107.78945118247323
2018-12-17,107.92592407832127
2018-12-18,107.9713869691929
2018-12-19,107.9713869691929
2018-12-20,107.93123880061404
2018-12-21,107.52672551809918
2018-12-27,107.27290111187749
2018-12-28,107.05612288606578
2019-01-02,106.65991677469522
2019-01-03,106.63484205322771
2019-01-04,106.98645839912137
2019-01-07,107.04309472877182
2019-01-08,107.04309472877182
2019-01-09,107.04309472877182
2019-01-10,107.04309472877182
2019-01-11,106.99890292381049
2019-01-14,107.33331512081277
2019-01-15,107.33331512081277
2019-01-16,107.33331512081277
2019-01-17,107.29018711198839
2019-01-18,107.83817164559713
2019-01-21,107.95028609649195
2019-01-22,108.03777585223725
2019-01-23,108.02048418557806
2019-01-24,108.10697297021163
2019-01-25,107.47902985366046
2019-01-28,107.6140438230325
2019-01-29,107.82047143183031
2019-01-30,107.48413751932733
2019-01-31,107.8105763410526
2019-02-01,107.68101893782456
2019-02-04,107.51295509445076
2019-02-05,107.45022514068646
2019-02-06,107.38285104485055
2019-02-07,107.88608073780999
2019-02-08,107.95647970427152
2019-02-11,107.96296314659388
2019-02-12,107.85142438219837
2019-02-13,107.64754596681834
2019-02-14,107.2701801781123
2019-02-15,107.1889803231409
2019-02-18,107.4812746386637
2019-02-19,107.39435155249708
2019-02-20,107.60473272541806
2019-02-21,107.0623753184177
2019-02-22,107.39872727729507
2019-02-25,107.29632679449648
2019-02-26,107.46250712222188
2019-02-27,107.02096354751146
2019-02-28,107.04261783365531
2019-03-01,107.04644961901634
2019-03-04,107.02394957244779
2019-03-05,107.01917147084252
2019-03-06,107.26689563844064
2019-03-07,107.62171805146261
2019-03-08,106.8670194801012
2019-03-11,106.86336786434556
2019-03-12,106.83863676962015
2019-03-13,107.00804815867839
2019-03-14,106.78228784067979
2019-03-15,106.95270381980582
2019-03-18,106.94696238004559
2019-03-19,106.84801827162846
2019-03-20,106.87793375087693
2019-03-21,106.83395455276828
2019-03-22,106.50897748997087
2019-03-25,106.37290131556405
2019-03-26,106.21248858572744
2019-03-27,106.21248858572744
2019-03-28,106.17267825980339
2019-03-29,106.4607888359738
2019-04-01,106.4607888359738
2019-04-02,106.4607888359738
2019-04-03,106.4607888359738
2019-04-04,106.42012961650144
2019-04-05,106.17543423816444
2019-04-08,106.27909837146159
2019-04-09,106.1248088255026
2019-04-10,105.77816558386057
2019-04-11,105.9362968695601
2019-04-12,106.15017086045472
2019-04-15,106.17392768452376
2019-04-16,106.17392768452376
2019-04-17,106.13034987398689
2019-04-18,105.87760916633738
2019-04-23,105.87760916633738
2019-04-24,105.83458000722221
2019-04-25,105.84030800310687
2019-04-26,105.84030800310687
2019-04-29,105.79548299761147
2019-04-30,105.96829632810147
2019-05-02,105.83772826855578
2019-05-03,105.79179462202595
2019-05-06,105.71625418722984
2019-05-07,105.71625418722984
2019-05-08,105.67130500361745
2019-05-09,105.75183282792393
2019-05-10,105.90338122474476
2019-05-13,105.90338122474476
2019-05-14,105.85769648284649
2019-05-15,105.90160968472935
2019-05-16,105.8556839946037
2019-05-17,105.71705423920234
2019-05-20,105.87071388095555
2019-05-21,105.82751289836325
2019-05-22,105.82751289836325
2019-05-23,105.78093684659278
2019-05-24,105.5910270479092
2019-05-27,105.32354021501509
2019-05-28,105.5111988307906
2019-05-29,105.57374172109625
2019-05-30,105.6758178395962
2019-05-31,105.50624968028764
2019-06-03,105.37496882224953
2019-06-04,105.32622309656658
2019-06-05,106.21758136268014
2019-06-06,106.69754789414428
2019-06-07,106.69522874347362
2019-06-10,106.0969104915292
2019-06-11,106.23368537357341
2019-06-12,106.18855296073197
2019-06-13,106.42762951736637
2019-06-14,106.3826905453488
2019-06-17,106.27533869092036
2019-06-18,105.48669076770648
2019-06-19,106.04066756219332
2019-06-20,106.05730804695854
2019-06-21,106.22823125297711
2019-06-24,106.27321619474743
2019-06-25,106.33804879086739
2019-06-26,106.2967594171057
2019-06-27,106.13599529707527
2019-06-28,105.89973354099425
2019-07-01,105.85361910178226
2019-07-02,105.73547324399513
2019-07-03,105.10942597890127
2019-07-04,104.82024554024014
2019-07-05,104.96260063871745
2019-07-08,104.58669926405754
2019-07-09,104.66134343451876
2019-07-10,104.65533219254333
2019-07-11,104.65533219254333
2019-07-12,104.61239811122134
2019-07-15,104.72352168175082
2019-07-16,104.75972942624072
2019-07-17,104.68188268156405
2019-07-18,104.43214645827004
2019-07-19,104.18290341570429
2019-07-22,104.18290341570429
2019-07-23,104.18290341570429
2019-07-24,104.14109354335224
2019-07-25,104.33013701601996
2019-07-26,104.33013701601996
2019-07-29,104.2890106375984
2019-07-30,104.18809548715078
2019-07-31,104.18809548715078
2019-08-01,104.18809548715078
2019-08-02,104.14815074342647
2019-08-05,104.08818807837687
2019-08-06,104.0742974989325
2019-08-07,104.13704350515378
2019-08-08,103.73794119623274
2019-08-09,103.70060250665176
2019-08-12,103.91651636872099
2019-08-13,104.2207206571307
2019-08-14,104.75145962095375
2019-08-15,104.81292965200456
2019-08-16,105.06883367635433
2019-08-19,105.0317748264025
2019-08-20,105.04326532376847
2019-08-21,105.47346365643449
2019-08-22,105.47346365643449
2019-08-23,105.47346365643449
2019-08-26,105.47346365643449
2019-08-27,105.43699187069188
2019-08-28,105.74518348572764
2019-08-29,105.3031621952278
2019-08-30,105.06176712182678
2019-09-02,105.01815275435975
2019-09-03,105.26814045897048
2019-09-04,105.07739945685344
2019-09-05,104.20393139102504
2019-09-06,104.59616903461236
2019-09-09,104.23145586489476
2019-09-10,104.20978208393257
2019-09-11,104.2828943508872
2019-09-12,104.81659409204799
2019-09-13,105.25370927775705
2019-09-16,105.21911217751307
2019-09-17,105.06406129342743
2019-09-18,105.06406129342743
2019-09-19,105.03019803452185
2019-09-20,104.94784320385118
2019-09-23,104.74705737054472
2019-09-24,104.54779909140414
2019-09-25,104.51439205850266
2019-09-26,104.81257870308151
2019-09-27,104.5839553366882
2019-09-30,104.43351252585265
2019-10-01,104.30251341982073
2019-10-02,104.2726296623488
2019-10-03,104.28767173970344
2019-10-04,104.28767173970344
2019-10-07,104.28767173970344
2019-10-08,104.28767173970344
2019-10-09,104.2530481065961
2019-10-10,104.35678836600934
2019-10-11,104.35678836600934
2019-10-14,104.32261802029623
2019-10-15,104.40176849598926
2019-10-16,104.40176849598926
2019-10-17,104.36827329662385
2019-10-18,104.31287032481593
2019-10-21,104.65946661142138
2019-10-22,104.31826413186917
2019-10-23,104.20754408263662
2019-10-24,104.20754408263662
2019-10-25,104.20754408263662
2019-10-28,104.20754408263662
2019-10-29,104.17410252220571
2019-10-30,104.16059322413027
2019-10-31,104.20962437172233
2019-11-01,104.17570624747299
2019-11-04,104.39662599128536
2019-11-05,104.3624391189655
2019-11-06,104.47480938409326
2019-11-07,104.47480938409326
2019-11-08,104.47480938409326
2019-11-11,104.47480938409326
2019-11-12,104.43983558492636
2019-11-13,104.59454811562534
2019-11-14,104.55816963107041
2019-11-15,104.631202437966
2019-11-18,104.64090364783347
2019-11-19,104.60350252487616
2019-11-20,104.76695485906843
2019-11-21,104.89363882404608
2019-11-22,104.85621615705276
2019-11-25,105.00239310743684
2019-11-26,105.04927776687924
2019-11-27,104.87693682729787
2019-11-28,104.87693682729787
2019-11-29,104.83767077371891
2019-12-02,104.87047600940484
2019-12-03,104.69291068678284
2019-12-04,104.73150454961058
2019-12-05,104.99450153984067
2019-12-06,105.22692904316983
2019-12-09,105.22692904316983
2019-12-10,105.17812283674431
2019-12-11,105.33933340622137
2019-12-12,105.33933340622137
2019-12-13,105.28799925044446
2019-12-16,105.40568649264752
2019-12-17,105.40568649264752
2019-12-18,105.35223452580496
2019-12-19,105.26895930866131
2019-12-20,105.26566979419063
2019-12-23,105.21948822125353
2019-12-27,105.21948822125353
2019-12-30,105.21948822125353
2020-01-02,105.16417559339732
2020-01-03,105.15572053623062
2020-01-06,104.87456798628428
2020-01-07,104.6835278885079
2020-01-08,105.00411259352602
2020-01-09,105.00411259352602
2020-01-10,104.95086291724127
2020-01-13,105.05499660578579
2020-01-14,104.83877464649119
2020-01-15,104.8567617143915
2020-01-16,105.12979014384098
2020-01-17,105.12713544671324
2020-01-20,105.02590281053186
2020-01-21,104.89504484604669
2020-01-22,105.02018634244585
2020-01-23,105.3221954868383
2020-01-24,105.17362660495797
2020-01-27,105.18633111854861
2020-01-28,104.9832659814052
2020-01-29,104.91677624797727
2020-01-30,105.02633983713832
2020-01-31,104.94097167994387
2020-02-03,105.00209501536992
2020-02-04,105.18265076361526
2020-02-05,105.18265076361526
2020-02-06,105.1119572592407
2020-02-07,104.94393716356218
2020-02-10,104.94393716356218
2020-02-11,104.94393716356218
2020-02-12,104.94393716356218
2020-02-13,104.94393716356218
2020-02-14,104.86980146812984
2020-02-17,104.85607256208269
2020-02-18,105.07970789746493
2020-02-19,105.0046185686341
2020-02-20,105.52198149016128
2020-02-21,106.1426674200336
2020-02-24,105.85745610040729
2020-02-25,105.97018537151048
2020-02-26,105.73647747116557
2020-02-27,105.91899310011357
2020-02-28,106.61472692206058
2020-03-02,106.27390964243621
2020-03-03,106.19587379858612
2020-03-04,106.0419016974294
2020-03-05,105.96472234975514
2020-03-06,106.92967742267936
2020-03-09,107.89243127879746
2020-03-10,108.62735274336445
2020-03-11,108.41613605503657
2020-03-12,109.93064847284346
2020-03-13,109.1838203730396
2020-03-16,109.34168036796119
2020-03-17,109.11398816155116
2020-03-18,109.39523949961247
2020-03-19,109.09848011849694
2020-03-20,108.55801342463091
2020-03-23,109.00171271611931
2020-03-24,109.00171271611931
2020-03-25,109.00171271611931
2020-03-26,109.00171271611931
2020-03-27,108.96745376192692
2020-03-30,108.92892725699849
2020-03-31,109.02147916266019
2020-04-01,108.87179155026531
2020-04-02,108.97371046111937
2020-04-03,108.96145589491823
2020-04-06,109.26400564390242
2020-04-07,109.1200061127781
2020-04-08,108.97646036059498
2020-04-09,109.04114321752844
2020-04-14,108.9759814987787
2020-04-15,108.91756483480464
2020-04-16,109.22332827943546
2020-04-17,109.24577280318779
2020-04-20,109.25712080930394
2020-04-21,109.27074347308705
2020-04-22,109.3230285498866
2020-04-23,109.29194150218152
2020-04-24,109.38495894763325
2020-04-27,109.20603860657204
2020-04-28,109.20603860657204
2020-04-29,109.20603860657204
2020-04-30,109.1722355898286
2020-05-04,109.23765193135341
2020-05-05,109.23765193135341
2020-05-06,109.20386709185101
2020-05-07,109.04927468335022
2020-05-08,109.16205687063274
2020-05-11,109.1285921028706
2020-05-12,109.19257474060417
2020-05-13,109.15925537761926
2020-05-14,109.29207590522496
2020-05-15,108.92623671269331
2020-05-18,108.8812400450535
2020-05-19,108.84910550796035
2020-05-20,108.80424527441303
2020-05-21,108.91951584232436
2020-05-22,108.88996940916978
2020-05-25,108.85968417195538
2020-05-26,108.82753802445792
2020-05-27,108.64269031215983
2020-05-28,108.95864426936694
2020-05-29,108.98120082534584
2020-06-01,109.07738918885607
2020-06-02,108.86956145667651
2020-06-03,108.83065489263319
2020-06-04,108.83065489263319
2020-06-05,108.79681319734775
2020-06-08,108.6229063687527
2020-06-09,108.64429536097103
2020-06-10,109.06139926215006
2020-06-11,108.80927913072983
2020-06-12,108.84648977028368
2020-06-15,108.97997295872675
2020-06-16,109.04064050232142
2020-06-17,108.99887022309616
2020-06-18,109.39572063932627
2020-06-19,109.35948493844757
2020-06-22,109.31669079328394
2020-06-23,109.18564818143366
2020-06-24,109.13878417485712
2020-06-25,109.31596556660391
2020-06-26,109.51756590099491
2020-06-29,109.56510756162459
2020-06-30,109.66102681576444
2020-07-01,109.65064934394483
2020-07-02,109.39785265671276
2020-07-03,109.6046410480989
2020-07-06,109.35638024792173
2020-07-07,109.60948179618026
2020-07-08,109.84985382085574
2020-07-09,109.68784138394929
2020-07-10,109.61410532630018
2020-07-13,109.83149358829071
2020-07-14,109.68700562368883
2020-07-15,109.79996763971775
2020-07-16,109.59114733529908
2020-07-17,109.86437409646453
2020-07-20,109.60103096211544
2020-07-21,109.62247777156703
2020-07-22,109.6065114380395
2020-07-23,109.91411083283222
2020-07-24,109.96979760425647
2020-07-27,110.00736773856504
2020-07-28,110.14758960130114
2020-07-29,110.39735814747299
2020-07-30,110.50403047142157
2020-07-31,110.41297791460163
2020-08-03,110.51722432995714
2020-08-04,110.47723975252792
2020-08-05,110.87472028703414
2020-08-06,110.73899278462792
2020-08-07,110.67189760905201
2020-08-10,110.54755832854735
2020-08-11,110.63334193402613
2020-08-12,110.35994444973238
2020-08-13,110.52114593640177
2020-08-14,110.69361959536492
2020-08-17,110.43877123569028
2020-08-18,110.7597151934339
2020-08-19,110.67057570266887
2020-08-20,111.08929512999606
2020-08-21,111.00938122536581
2020-08-24,111.02816996098828
2020-08-25,110.96153110756421
2020-08-26,110.85568720835508
2020-08-27,110.7129416497993
2020-08-28,110.83932244064852
2020-08-31,110.77323743191225
2020-09-01,110.70290359442228
2020-09-02,110.70290359442228
2020-09-03,110.70290359442228
2020-09-04,110.70290359442228
2020-09-07,110.6458030874637
2020-09-08,110.72964038851171
2020-09-09,110.70482486491606
2020-09-10,110.6462742637389
2020-09-11,110.55241962966925
2020-09-14,109.99299526295712
2020-09-15,110.01836767149283
2020-09-16,109.5315700141694
2020-09-17,109.64254526210004
2020-09-18,109.2987806023945
2020-09-21,108.80168959679449
2020-09-22,109.14189194995598
2020-09-23,109.3377528955827
2020-09-24,109.28649870546636
2020-09-25,109.39528167109422
2020-09-28,109.28286705118433
2020-09-29,109.23259940755791
2020-09-30,109.23259940755791
2020-10-01,109.18052015255411
2020-10-02,109.3757783582336
2020-10-05,109.00081328378018
2020-10-06,108.9512278804291
2020-10-07,108.72788147016948
2020-10-08,108.68065568988814
2020-10-09,108.76323245105101
2020-10-12,108.78891089890004
2020-10-13,108.84163678202921
2020-10-14,108.71973027220592
2020-10-15,108.69327823120642
2020-10-16,108.41911862103433
2020-10-19,108.36373653443611
2020-10-20,108.11293453370871
2020-10-21,108.33009021938958
2020-10-22,108.1458772647639
2020-10-23,108.44426815760846
2020-10-26,108.46257484272574
2020-10-27,108.06359437300164
2020-10-28,108.01579432473952
2020-10-29,107.54807398167485
2020-10-30,107.18795483772081
2020-11-02,107.14197316653384
2020-11-03,107.12140577423447
2020-11-04,107.21010992292392
2020-11-05,107.16728216307307
2020-11-06,107.02532808168601
2020-11-09,106.98614987034651
2020-11-10,106.74621703754022
2020-11-11,106.48832111852946
2020-11-12,106.4465166789024
2020-11-13,106.63997853530584
2020-11-16,106.69629910125357
2020-11-17,106.61246959685803
2020-11-18,106.82425683752473
2020-11-19,106.81100579469935
2020-11-20,106.7120424890113
2020-11-23,106.6499545658764
2020-11-24,106.59212561707155
