,US
2020-07-14,101.22205810909144
2020-07-15,101.37300614729328
2020-07-16,101.39658047030187
2020-07-17,101.39658047030187
2020-07-20,101.35970227383172
2020-07-21,101.45659042815245
2020-07-22,101.4197462873633
2020-07-23,101.305330418248
2020-07-24,101.4188221204769
2020-07-27,101.51924283115217
2020-07-28,101.51924283115217
2020-07-29,101.51924283115217
2020-07-30,101.51924283115217
2020-07-31,101.51924283115217
2020-08-03,101.51924283115217
2020-08-04,101.51924283115217
2020-08-05,101.51924283115217
2020-08-06,101.51924283115217
2020-08-07,101.47982082573293
2020-08-10,101.24430370753106
2020-08-11,100.92303921236547
2020-08-12,100.93656020235962
2020-08-13,100.75891887172106
2020-08-14,100.31030666917925
2020-08-17,100.53057181912537
2020-08-18,100.64460306833574
2020-08-19,100.47746919600331
2020-08-20,100.70019283808726
2020-08-21,100.80245100392308
2020-08-24,100.80245100392308
2020-08-25,100.76170222947314
2020-08-26,100.57226607909169
2020-08-27,100.15579223473485
2020-08-28,99.76955162440177
2020-08-31,100.10061019960037
2020-09-01,100.34347524798761
2020-09-02,100.57259342741256
2020-09-03,100.53367564280147
2020-09-04,100.7895982657986
2020-09-07,100.75748145278172
2020-09-08,100.82722554895878
2020-09-09,100.82722554895878
2020-09-10,100.82722554895878
2020-09-11,100.82722554895878
2020-09-14,100.78050874156605
2020-09-15,100.80769653862905
2020-09-16,100.88047325375669
2020-09-17,100.67252882283348
2020-09-18,100.85905826652564
2020-09-21,100.64969362744552
2020-09-22,100.72381758792915
2020-09-23,100.74219792048456
2020-09-24,100.5874480277662
2020-09-25,100.65701984124533
2020-09-28,100.73510460772634
2020-09-29,100.81984528208197
2020-09-30,100.7679068552578
2020-10-01,100.66437781763311
2020-10-02,100.78756845856292
2020-10-05,101.24934956756731
2020-10-06,101.24934956756731
2020-10-07,101.24934956756731
2020-10-08,101.19479707428758
2020-10-09,101.25385010644055
2020-10-13,101.19918101043228
2020-10-14,101.2575345825341
2020-10-15,101.35704780223725
2020-10-16,101.33036635072972
2020-10-19,101.5189396742374
2020-10-20,101.73946144783352
2020-10-21,101.6841100324211
2020-10-22,101.2956000676452
2020-10-23,101.58535981835541
2020-10-26,101.82982851829108
2020-10-27,101.9986562326202
2020-10-28,101.9986562326202
2020-10-29,101.9986562326202
2020-10-30,101.94759703093487
2020-11-02,102.2964588143604
2020-11-03,101.69786548075382
2020-11-04,102.60112743376655
2020-11-05,102.54273047479975
2020-11-06,102.81821324306908
2020-11-09,102.81821324306908
2020-11-10,102.77504403535642
2020-11-11,102.8630087659336
2020-11-12,102.5939293194395
2020-11-13,102.56359827624661
2020-11-16,102.51921148291392
2020-11-17,102.7687623403637
2020-11-18,102.7687623403637
2020-11-19,102.72507472329889
2020-11-20,102.4070015532674
2020-11-23,102.694324376632
2020-11-24,103.09004384653903
2020-11-25,103.09004384653903
2020-11-26,103.09004384653903
2020-11-27,103.09004384653903
2020-11-30,103.04476959182121
2020-12-01,103.62237326070955
2020-12-02,103.5777336533603
2020-12-03,103.77566581206028
2020-12-04,103.73311961875406
2020-12-07,103.73601573394441
2020-12-08,103.97886757520236
2020-12-09,103.81635241936682
2020-12-10,104.16597221942061
2020-12-11,104.12410965701422
2020-12-14,104.03753609799986
2020-12-15,103.97471396398726
2020-12-16,103.83577950989664
2020-12-17,103.78426939418742
2020-12-18,103.62491032980394
2020-12-21,103.85580919228398
2020-12-22,103.85580919228398
2020-12-23,103.8141652231726
2020-12-24,103.85926413892592
2020-12-28,103.81778348040444
2020-12-29,103.8120842215019
2020-12-30,103.77062240838286
2020-12-31,103.80625990288237
2021-01-04,103.59786216995694
2021-01-05,103.5287495678886
2021-01-06,103.03373600471465
2021-01-07,103.10345540914298
2021-01-08,103.06229077091034
2021-01-11,102.96256930205048
2021-01-12,102.8788286362163
2021-01-13,102.85340244087212
2021-01-14,103.24207074049141
2021-01-15,103.24207074049141
2021-01-19,103.20178595784581
2021-01-20,103.37798907133893
2021-01-21,102.99530493254913
2021-01-22,102.99301785408628
2021-01-25,103.24500673563517
2021-01-26,103.29845042538696
2021-01-27,103.43239266638342
2021-01-28,103.23057075480735
2021-01-29,102.86602838846677
2021-02-01,102.82388214479772
2021-02-02,102.76065426669932
2021-02-03,102.52993350186348
2021-02-04,102.31821014618396
2021-02-05,101.84326966383199
2021-02-08,102.10307602483071
2021-02-09,102.19969110714062
2021-02-10,102.22551865324519
2021-02-11,102.0109217321786
2021-02-12,101.75973602393111
2021-02-16,101.42209767651993
2021-02-17,101.37736964209336
2021-02-18,101.56865724782125
2021-02-19,101.79915637417322
2021-02-22,101.72233632369831
2021-02-23,102.0405876129562
2021-02-24,101.99327518035182
2021-02-25,99.85545228287616
2021-02-26,99.63077459939768
2021-03-01,100.31127275653692
2021-03-02,100.48451063517851
2021-03-03,100.51112752436644
2021-03-04,100.57884515253588
2021-03-05,100.31737356543091
2021-03-08,99.75952464189123
2021-03-09,99.60222478337658
2021-03-10,99.68683360609546
2021-03-11,99.82845302579732
2021-03-12,100.14459942849503
2021-03-15,100.12277751638344
2021-03-16,100.15477874728363
2021-03-17,100.92232669985715
2021-03-18,100.92232669985715
2021-03-19,100.89483551055774
2021-03-22,100.7572882626088
2021-03-23,100.54874817185791
2021-03-24,100.52149311960044
2021-03-25,100.60950230887724
2021-03-26,100.724106314108
2021-03-29,100.65992220079865
2021-03-30,100.42513062824139
2021-03-31,100.27215373472795
2021-04-01,100.04876472896953
2021-04-02,99.53464546267486
2021-04-05,99.85677308267611
2021-04-06,100.14371881879134
2021-04-07,100.33348084049645
2021-04-08,100.33348084049645
2021-04-09,100.33348084049645
2021-04-12,100.33348084049645
2021-04-13,100.33348084049645
2021-04-14,100.33348084049645
2021-04-15,100.33348084049645
2021-04-16,100.33348084049645
2021-04-19,100.30805748412155
2021-04-20,100.33197293389524
2021-04-21,100.3786096785318
2021-04-22,100.49541458362813
2021-04-23,100.68676891074806
2021-04-26,100.68676891074806
2021-04-27,100.68676891074806
2021-04-28,100.68676891074806
2021-04-29,100.68676891074806
2021-04-30,100.68676891074806
2021-05-03,100.66101657568419
2021-05-04,100.71048828888397
2021-05-05,100.67549962761568
2021-05-06,100.83083267040489
2021-05-07,100.80556924987596
2021-05-10,100.58327154557027
2021-05-11,100.56749731787676
2021-05-12,100.76194974524564
2021-05-13,100.83211255184725
2021-05-14,100.84800152316163
2021-05-17,100.93160652982395
2021-05-18,100.90625371608589
2021-05-19,101.03807710467775
2021-05-20,101.03807710467775
2021-05-21,101.03807710467775
2021-05-24,101.03807710467775
2021-05-25,101.03807710467775
2021-05-26,101.03807710467775
2021-05-27,101.00507112087813
2021-05-28,101.04621556193104
2021-06-01,101.12537261205384
2021-06-02,101.12779818129826
2021-06-03,101.09455876029689
2021-06-04,101.25475460959403
2021-06-07,101.25475460959403
2021-06-08,101.25475460959403
2021-06-09,101.21970615128211
2021-06-10,101.27583601605004
2021-06-11,101.59358677828621
2021-06-14,101.43428375824155
2021-06-15,101.40119835188759
2021-06-16,100.27300073118641
2021-06-17,99.67171020028213
2021-06-18,99.1005816077908
2021-06-21,99.68516525728295
2021-06-22,99.68792974651556
2021-06-23,99.49834497672192
2021-06-24,99.27095547574154
2021-06-25,99.44923644455834
2021-06-28,99.20458623509099
2021-06-29,99.28738917993056
2021-06-30,99.1425891821307
2021-07-01,99.0295157243508
2021-07-02,99.2004433915483
2021-07-06,99.21065431611171
2021-07-07,99.21065431611171
2021-07-08,99.21065431611171
2021-07-09,99.21065431611171
2021-07-12,99.21065431611171
2021-07-13,99.21065431611171
2021-07-14,99.21065431611171
2021-07-15,99.21065431611171
2021-07-16,99.21065431611171
2021-07-19,99.17668796582836
2021-07-20,98.28417796984188
2021-07-21,98.3025673390063
2021-07-22,98.191590795715
2021-07-23,98.22322697171856
2021-07-26,98.2285719436638
2021-07-27,98.41434734950954
2021-07-28,98.40886047010059
2021-07-29,98.4256335748885
2021-07-30,98.4256335748885
2021-08-02,98.3948514910328
2021-08-03,98.38681691551758
2021-08-04,98.73244927952335
2021-08-05,98.70198403323732
2021-08-06,98.87459897679139
2021-08-09,98.84232001847518
2021-08-10,98.64486301893714
2021-08-11,98.66921774491796
2021-08-12,98.65105963950704
2021-08-13,98.5277130439026
2021-08-16,98.66849315690199
2021-08-17,98.64413612573864
2021-08-18,98.57306168545986
2021-08-19,98.32675147778313
2021-08-20,98.25130175203046
2021-08-23,98.4264263778377
2021-08-24,98.4690474131288
2021-08-25,98.59490011277079
2021-08-26,98.3477340693002
2021-08-27,98.53837759542714
2021-08-30,98.69369175144453
2021-08-31,98.66221506271276
2021-09-01,98.71430613228081
2021-09-02,98.74111422928557
2021-09-03,98.6215752943716
2021-09-07,98.58710768549646
2021-09-08,98.71891151283035
2021-09-09,98.8643030778672
2021-09-10,98.8643030778672
2021-09-13,98.8643030778672
2021-09-14,98.83232467303843
2021-09-15,98.914769771793
2021-09-16,98.87789035239933
2021-09-17,98.85554919350395
2021-09-20,98.70086222874494
2021-09-21,98.69886503919703
2021-09-22,97.97010665087494
2021-09-23,98.11923046591615
2021-09-24,98.63852678230549
2021-09-27,98.39134233378087
2021-09-28,98.72146589013668
2021-09-29,98.97206544803473
2021-09-30,98.8575716696422
2021-10-01,99.13352458319275
2021-10-04,99.13352458319275
2021-10-05,99.09624129066906
2021-10-06,99.33082344019853
2021-10-07,99.19829672737245
2021-10-08,99.28381994400101
2021-10-12,99.28381994400101
2021-10-13,99.28381994400101
2021-10-14,99.24667895109162
2021-10-15,99.61649381332872
2021-10-18,99.37316362773852
2021-10-19,99.33470260325494
2021-10-20,99.13513872239736
2021-10-21,99.5668139266949
2021-10-22,99.75100204451536
2021-10-25,99.36147784786658
2021-10-26,99.6434762462997
2021-10-27,99.79689825531985
2021-10-28,99.4992700104824
2021-10-29,99.6060865021962
2021-11-01,99.73772516810247
2021-11-02,99.77807508973463
2021-11-03,99.74123454679314
2021-11-04,99.68848360451332
2021-11-05,99.90239213584968
2021-11-08,99.90239213584968
2021-11-09,99.90239213584968
2021-11-10,99.90239213584968
2021-11-11,99.86966232075706
2021-11-12,100.45167281823784
2021-11-15,100.45167281823784
2021-11-16,100.45167281823784
2021-11-17,100.42023348500739
2021-11-18,100.58062300382285
2021-11-19,100.54986903587118
2021-11-22,100.45849801355344
2021-11-23,100.61212655895342
2021-11-24,100.20792454022941
2021-11-25,100.24912428272523
2021-11-26,100.47996027613486
2021-11-29,100.72703810872721
2021-11-30,100.69671335767158
2021-12-01,100.79965398936508
2021-12-02,101.00248176713906
2021-12-03,101.02955264662963
2021-12-06,100.96341380550776
2021-12-07,101.05741609433467
2021-12-08,100.96299097066894
2021-12-09,100.93257971128165
2021-12-10,100.83740368985539
2021-12-13,100.95556035277771
2021-12-14,100.95556035277771
2021-12-15,100.92488336779559
2021-12-16,100.38746631696394
2021-12-17,100.61721952285151
2021-12-20,100.4102139374419
2021-12-21,100.55240408981419
2021-12-22,100.68695192276817
2021-12-23,100.5047383255729
2021-12-27,100.55138947128415
2021-12-28,100.43631497124517
2021-12-29,100.2859397724398
2021-12-30,100.43176141865993
2021-12-31,100.45491347329359
2022-01-03,100.39623693981035
2022-01-04,100.2269957883594
2022-01-05,100.34905582767357
2022-01-06,100.57858107029828
2022-01-07,100.57858107029828
2022-01-10,100.57858107029828
2022-01-11,100.57858107029828
2022-01-12,100.54649306858519
2022-01-13,100.38829717993553
2022-01-14,100.45511275365368
2022-01-18,100.64499676566221
2022-01-19,100.6990875697489
2022-01-20,100.47856810332141
2022-01-21,100.66082816595897
2022-01-24,100.32512574492137
2022-01-25,100.31837285754067
2022-01-26,100.44514275589522
2022-01-27,100.5591231995153
2022-01-28,100.17418670457707
2022-01-31,99.83305291656261
2022-02-01,100.01177169761925
2022-02-02,100.00953578694745
2022-02-03,100.21337480894805
2022-02-04,100.1604788482671
2022-02-07,100.21155054547633
2022-02-08,100.17193138201957
2022-02-09,100.3302002876496
2022-02-10,99.92666780893433
2022-02-11,100.00011545294689
2022-02-14,99.98692386834101
2022-02-15,99.5673144697687
2022-02-16,99.59745250552443
2022-02-17,99.35618768105023
2022-02-18,99.57656868870333
2022-02-22,99.68660219007286
2022-02-23,99.43725216259476
2022-02-24,99.17506587900141
2022-02-25,99.43254335555307
2022-02-28,99.58237170223467
2022-03-01,99.58237170223467
2022-03-02,99.54029847787857
2022-03-03,99.68738737865834
2022-03-04,99.76696228305767
2022-03-07,99.95149180511072
2022-03-08,99.84010790161318
2022-03-09,99.55919290641812
2022-03-10,99.91827863818504
2022-03-11,100.08029689384932
2022-03-14,100.11381636378023
2022-03-15,100.07970024696442
2022-03-16,100.07970024696442
2022-03-17,100.040713658772
2022-03-18,100.04905669567654
2022-03-21,100.42588602932886
2022-03-22,100.30640632977588
2022-03-23,100.45805679509392
2022-03-24,100.48405486176229
2022-03-25,101.30002506458091
2022-03-28,101.26115048213234
2022-03-29,100.91925333225456
2022-03-30,100.82480366321307
2022-03-31,101.30439652188232
2022-04-01,101.90667008640342
2022-04-04,101.7427644326528
2022-04-05,101.7427644326528
2022-04-06,101.70972932038285
2022-04-07,101.36771506020948
2022-04-08,101.33491224452473
2022-04-11,100.80283772804424
2022-04-12,100.36246853857227
2022-04-13,100.24442541229092
2022-04-14,100.21346639190926
2022-04-18,100.08621964620292
2022-04-19,100.39986281985342
2022-04-20,100.3708503749765
2022-04-21,100.08813204049692
2022-04-22,100.6496799357389
2022-04-25,100.70293040982914
2022-04-26,100.67503752201807
2022-04-27,100.97326389092191
2022-04-28,100.97326389092191
2022-04-29,100.9453770019665
2022-05-02,101.1188968840412
2022-05-03,101.09096600942544
2022-05-04,101.76239080383765
2022-05-05,101.60948950515835
2022-05-06,101.50145647543695
2022-05-09,101.50145647543695
2022-05-10,101.47511768198191
2022-05-11,101.79465521331801
2022-05-12,101.66940663350941
2022-05-13,101.44121377697202
2022-05-16,101.16925439677811
2022-05-17,101.45371625418029
2022-05-18,101.72107081954636
2022-05-19,101.72107081954636
2022-05-20,101.6956641735574
2022-05-23,101.66886535566452
2022-05-24,101.85408805343829
2022-05-25,102.05139601756336
2022-05-26,102.17394208292936
2022-05-27,101.98445830752246
2022-05-31,102.27054813266136
2022-06-01,102.24504682199662
2022-06-02,102.37493455109498
2022-06-03,102.37493455109498
2022-06-06,102.349343304732
2022-06-07,102.15710000970404
2022-06-08,102.18656448613454
2022-06-09,102.09343626393633
2022-06-10,102.0680688650302
2022-06-13,101.53903584539401
2022-06-14,101.67042494560819
2022-06-15,101.53749182178422
2022-06-16,101.6119056732735
2022-06-17,101.71518406532132
2022-06-21,101.35025793047473
2022-06-22,101.35064258183155
2022-06-23,101.12429421699373
2022-06-24,101.14391057287936
2022-06-27,101.14391057287936
2022-06-28,101.14391057287936
2022-06-29,101.14391057287936
2022-06-30,101.14391057287936
2022-07-01,101.14391057287936
2022-07-05,101.14391057287936
2022-07-06,101.14391057287936
2022-07-07,101.14391057287936
2022-07-08,101.14391057287936
2022-07-11,101.14391057287936
2022-07-12,101.14391057287936
2022-07-13,101.1160856675708
2022-07-14,101.55818220429002
2022-07-15,101.53091896349855
2022-07-18,101.57304342435509
2022-07-19,101.60782339426859
2022-07-20,101.58037351132201
2022-07-21,102.02756951209832
2022-07-22,101.97283072550395
2022-07-25,102.14602259612957
2022-07-26,102.11630044829153
2022-07-27,102.37392584279725
2022-07-28,102.37392584279725
2022-07-29,102.34398838699859
2022-08-01,102.89640975522889
2022-08-02,102.86851319607764
2022-08-03,102.83288850636309
2022-08-04,102.9027400139052
2022-08-05,103.0291229349007
2022-08-08,103.0291229349007
2022-08-09,102.99948550208187
2022-08-10,103.27929536442788
2022-08-11,103.24999597125239
2022-08-12,103.39560716781142
2022-08-15,103.29083229604925
2022-08-16,103.59412530842131
2022-08-17,103.59412530842131
2022-08-18,103.56393672832152
2022-08-19,103.93273982940639
2022-08-22,103.93273982940639
2022-08-23,103.90303786558752
2022-08-24,103.98214265884285
2022-08-25,103.98214265884285
2022-08-26,103.95419511729216
2022-08-29,104.10433723336978
2022-08-30,104.0691704586316
2022-08-31,104.08349410927855
2022-09-01,104.3284794316087
2022-09-02,104.75246113035364
2022-09-06,104.7379001212726
2022-09-07,104.84006836229571
2022-09-08,104.81719915224998
2022-09-09,104.70973811957688
2022-09-12,105.07053416799914
2022-09-13,105.07053416799914
2022-09-14,105.07053416799914
2022-09-15,105.07053416799914
2022-09-16,105.07053416799914
2022-09-19,105.07053416799914
2022-09-20,105.0415145494002
2022-09-21,104.7037120430559
2022-09-22,104.67494179660738
2022-09-23,103.99224626436845
2022-09-26,103.88692166884334
2022-09-27,104.03399831892648
2022-09-28,104.655703028481
2022-09-29,104.50034297190017
2022-09-30,104.05652837447026
2022-10-03,104.20464160876428
2022-10-04,104.41447831101665
2022-10-05,104.64119068514599
2022-10-06,104.54247165313252
2022-10-07,104.31733180374837
2022-10-11,104.75845724425739
2022-10-12,104.79667107708094
2022-10-13,104.77092776893603
2022-10-14,104.75934468477244
2022-10-17,104.51446025653792
2022-10-18,104.57095599543773
2022-10-19,104.56443522856249
2022-10-20,104.38365651559577
2022-10-21,103.54445267943942
2022-10-24,103.49939277047953
2022-10-25,103.90417589598167
2022-10-26,104.16181170076091
2022-10-27,104.16181170076091
2022-10-28,104.16181170076091
2022-10-31,104.13727266867758
2022-11-01,104.45149247777334
2022-11-02,104.4268210500936
2022-11-03,104.50444040490503
2022-11-04,104.1064007865811
2022-11-07,103.98767168718643
2022-11-08,104.04357027427773
2022-11-09,103.84202686692984
2022-11-10,103.77675983440888
2022-11-11,103.77466531679553
2022-11-14,103.79882797374738
2022-11-15,103.77829201614051
2022-11-16,104.11873763182949
2022-11-17,104.09384192582989
2022-11-18,104.1736692703895
2022-11-21,104.325618564714
2022-11-22,104.325618564714
2022-11-23,104.325618564714
2022-11-24,104.325618564714
2022-11-25,104.29896718122396
2022-11-28,104.52272290981676
2022-11-29,104.79474049422532
2022-11-30,104.76916436060857
2022-12-01,105.13622532806497
2022-12-02,105.38771212235416
2022-12-05,105.65304564719729
2022-12-06,105.93333402528245
2022-12-07,106.02447917878655
2022-12-08,105.77751560057852
2022-12-09,106.23111708933631
2022-12-12,106.31043172432678
2022-12-13,106.26725162203252
2022-12-14,106.44877988509276
2022-12-15,106.15675250149951
2022-12-16,106.28731903143706
2022-12-19,106.43161606554345
2022-12-20,106.34718352817775
2022-12-21,106.34481337003633
2022-12-22,106.29765169716407
2022-12-23,106.45310192383204
2022-12-27,106.76958225061341
2022-12-28,106.74212593683323
2022-12-29,106.25129759743221
2022-12-30,106.42460710890037
2023-01-03,106.08611248968889
2023-01-04,106.28403952573437
2023-01-05,105.94893456632346
2023-01-06,106.4105795549087
2023-01-09,106.4105795549087
2023-01-10,106.4105795549087
2023-01-11,106.4105795549087
2023-01-12,106.38409976644108
2023-01-13,106.6006326922298
2023-01-17,106.25231257612413
2023-01-18,106.28241376141021
2023-01-19,106.56604650491326
2023-01-20,106.56604650491326
2023-01-23,106.53826833820621
2023-01-24,106.40711608646005
2023-01-25,106.61744921411345
2023-01-26,106.61050672692191
2023-01-27,106.44954802608304
2023-01-30,106.29154119981546
2023-01-31,106.44084350492228
2023-02-01,106.52138623526591
2023-02-02,106.62250611677655
2023-02-03,106.31056765647861
2023-02-06,105.69516775012985
2023-02-07,106.16657877927717
2023-02-08,106.13919094340207
2023-02-09,106.16527675626767
2023-02-10,106.3667698274082
2023-02-13,106.33985583268486
2023-02-14,105.84919154586265
2023-02-15,106.10752709904006
2023-02-16,106.45817898178147
2023-02-17,106.44333522333156
2023-02-21,106.44832081323254
2023-02-22,106.4221637534166
2023-02-23,106.33897902553002
2023-02-24,106.099085136371
2023-02-27,106.32515674954168
2023-02-28,106.32515674954168
2023-03-01,106.29902437826641
2023-03-02,106.35137543948797
2023-03-03,106.02979631025926
2023-03-06,106.0721101521224
2023-03-07,105.79812016827574
2023-03-08,105.79812016827574
2023-03-09,105.79812016827574
2023-03-10,105.77089326723319
2023-03-13,105.5084053477821
2023-03-14,106.00516348618223
2023-03-15,105.86827103192928
2023-03-16,105.71463474637378
2023-03-17,106.10938141813352
2023-03-20,106.12888140004277
2023-03-21,106.10322520846611
2023-03-22,106.70463840850972
2023-03-23,106.70463840850972
2023-03-24,106.67884446318561
2023-03-27,106.90246337983444
2023-03-28,106.90246337983444
2023-03-29,106.90246337983444
2023-03-30,106.90246337983444
2023-03-31,106.90246337983444
2023-04-03,106.87647429837148
2023-04-04,106.69944947633144
2023-04-05,106.69944947633144
2023-04-06,106.67297902951525
2023-04-07,106.98637045983072
2023-04-10,106.97864406731452
2023-04-11,106.99597609138026
2023-04-12,106.84635660848323
2023-04-13,106.65845501673661
2023-04-14,106.88130798115971
2023-04-17,106.88130798115971
2023-04-18,106.85335200865423
2023-04-19,106.88078147037339
2023-04-20,106.82158061004476
2023-04-21,106.82158061004476
2023-04-24,106.79296173043957
2023-04-25,107.0296426495722
2023-04-26,107.0296426495722
2023-04-27,107.00122593048336
2023-04-28,107.10485476651854
2023-05-01,106.91154054158878
2023-05-02,106.5429449001741
2023-05-03,105.95805637043125
2023-05-04,106.13936780458214
2023-05-05,106.1112711740411
2023-05-08,106.1670936807505
2023-05-09,106.0614911860717
2023-05-10,105.80457512826742
2023-05-11,106.151586780114
2023-05-12,106.20145262478881
2023-05-15,105.92965537671748
2023-05-16,106.14718180335441
2023-05-17,106.33834746465209
2023-05-18,106.33834746465209
2023-05-19,106.30781473153117
2023-05-22,106.52964668893297
2023-05-23,106.52964668893297
2023-05-24,106.52964668893297
2023-05-25,106.52964668893297
2023-05-26,106.4992801171801
2023-05-30,106.65805094956798
2023-05-31,106.65805094956798
2023-06-01,106.65805094956798
2023-06-02,106.65805094956798
2023-06-05,106.65805094956798
2023-06-06,106.62733641515561
2023-06-07,106.58729673749012
2023-06-08,106.55521277170072
2023-06-09,106.93764395767258
2023-06-12,106.93511766019648
2023-06-13,107.14355171741423
2023-06-14,107.38977330062365
2023-06-15,107.1783157742465
2023-06-16,107.57709468337924
2023-06-20,107.54442919011163
2023-06-21,107.5602139216302
2023-06-22,107.45384043971926
2023-06-23,107.22525597158344
2023-06-26,107.59919403016436
2023-06-27,107.40748116976044
2023-06-28,107.45149295693402
2023-06-29,107.4156379576565
2023-06-30,106.86688225355776
2023-07-03,106.67873982630589
2023-07-05,106.81672259003334
2023-07-06,106.80623276500638
2023-07-07,107.01568630506706
2023-07-10,107.93455636882294
2023-07-11,107.79895063591516
2023-07-12,108.28913468126939
2023-07-13,108.28913468126939
2023-07-14,108.28913468126939
2023-07-17,108.28913468126939
2023-07-18,108.25606038539348
2023-07-19,108.42344970140057
2023-07-20,108.65791336754079
2023-07-21,108.65791336754079
2023-07-24,108.6252707039133
2023-07-25,108.61505235563367
2023-07-26,108.91544651546441
2023-07-27,108.91544651546441
2023-07-28,108.91544651546441
2023-07-31,108.88260049304867
2023-08-01,108.4552097179015
2023-08-02,108.16736853412938
2023-08-03,108.13422908684115
2023-08-04,107.94959974417111
2023-08-07,107.73471538828846
2023-08-08,107.88947323914645
2023-08-09,108.38038048182688
2023-08-10,108.27231925407344
2023-08-11,108.2395928230793
2023-08-14,108.12676888855357
2023-08-15,108.12111125286287
2023-08-16,108.19040989717811
2023-08-17,108.37477575138941
2023-08-18,108.45703468257497
2023-08-21,108.51843184613192
2023-08-22,108.08154755317534
2023-08-23,107.82708400421713
2023-08-24,107.9677810194521
2023-08-25,107.81484475160627
2023-08-28,107.81484475160627
2023-08-29,107.81484475160627
2023-08-30,107.81484475160627
2023-08-31,107.81484475160627
2023-09-01,107.81484475160627
2023-09-05,107.78151891046764
2023-09-06,108.07477914565888
2023-09-07,108.06609489869183
2023-09-08,108.06609489869183
2023-09-11,108.06609489869183
2023-09-12,108.06609489869183
2023-09-13,108.06609489869183
2023-09-14,108.03262191280866
2023-09-15,108.101395094444
2023-09-18,108.101395094444
2023-09-19,108.06667415323732
2023-09-20,107.93101885502179
2023-09-21,107.8978790549175
2023-09-22,107.8975841844187
2023-09-25,107.86504358529704
2023-09-26,107.67027148692343
2023-09-27,107.7477744248625
2023-09-28,107.43021139777575
2023-09-29,107.32706517931479
2023-10-02,107.15411575773564
2023-10-03,106.76460821636896
2023-10-04,106.78102559795033
2023-10-05,106.74769696191417
2023-10-06,106.40213922752906
2023-10-10,106.60332283360721
2023-10-11,107.55332637316191
2023-10-12,107.55332637316191
2023-10-13,107.52199242016023
2023-10-16,107.75977652666735
2023-10-17,107.36244304867022
2023-10-18,107.42964011468897
2023-10-19,107.88767731815207
2023-10-20,108.17009976931895
2023-10-23,108.21704930730773
2023-10-24,107.70731935762818
2023-10-25,108.06520216140463
2023-10-26,108.19333251844878
2023-10-27,108.19333251844878
2023-10-30,108.19333251844878
2023-10-31,108.19333251844878
2023-11-01,108.1633519664423
2023-11-02,108.99377382685505
2023-11-03,108.9656747741997
2023-11-06,109.07427806072982
2023-11-07,109.39026025743033
2023-11-08,109.39026025743033
2023-11-09,109.39026025743033
2023-11-10,109.36288064636564
2023-11-13,109.52129715485401
2023-11-14,109.49414910793611
2023-11-15,109.34463146633986
2023-11-16,109.37547542849985
2023-11-17,109.57488666664888
2023-11-20,109.6995371462535
2023-11-21,109.5541425407119
2023-11-22,109.73903631218809
2023-11-23,109.69074064479982
2023-11-24,109.66191776159005
2023-11-27,109.63442791813127
2023-11-28,109.23037625240455
2023-11-29,109.42164506481818
2023-11-30,109.42164506481818
2023-12-01,109.42164506481818
2023-12-04,109.39477366278263
2023-12-05,109.11025550243308
2023-12-06,108.87694268173416
2023-12-07,108.92008568450815
2023-12-08,108.70039008915184
2023-12-11,108.6086622902967
2023-12-12,108.62193634594344
2023-12-13,108.93689176223585
2023-12-14,108.35963381831132
2023-12-15,108.38689946624518
2023-12-18,108.34155013097106
2023-12-19,108.26734042747069
2023-12-20,108.28092789987534
2023-12-21,108.5403397906334
2023-12-22,108.63965424307978
2023-12-26,108.53261333108198
2023-12-27,108.43667979557033
2023-12-28,108.46902430093847
2023-12-29,108.67549886338554
2024-01-02,108.48247325090918
2024-01-03,108.54852406676976
2024-01-04,108.52142070367921
2024-01-05,108.68907792734804
2024-01-08,108.6526084760632
2024-01-09,108.68438851094075
2024-01-10,108.68438851094075
2024-01-11,108.68438851094075
2024-01-12,108.65386931326486
2024-01-16,108.94374284234476
2024-01-17,108.50983928899353
2024-01-18,108.70133805672613
2024-01-19,108.48432398514535
2024-01-22,108.65656761846753
2024-01-23,108.62590065371083
2024-01-24,108.6589579158928
2024-01-25,108.84148681079391
2024-01-26,108.84148681079391
2024-01-29,108.84148681079391
2024-01-30,108.84148681079391
2024-01-31,108.8095297583964
2024-02-01,108.97883974054847
2024-02-02,108.97883974054847
2024-02-05,108.94262269641818
2024-02-06,109.08510413045407
2024-02-07,109.1948171897292
2024-02-08,109.15619853423719
2024-02-09,109.14865836569356
2024-02-12,109.14865836569356
2024-02-13,109.10917749342386
2024-02-14,109.27857161495152
2024-02-15,109.27857161495152
2024-02-16,109.23835895948568
2024-02-20,109.49011360144438
2024-02-21,109.58261934743716
2024-02-22,109.54262891305146
2024-02-23,109.22010151973598
2024-02-26,109.1802279474119
2024-02-27,109.02537975170344
2024-02-28,108.87360409361939
2024-02-29,108.97078348956025
2024-03-01,108.9293194811537
2024-03-04,108.97007138897851
2024-03-05,109.04893835982956
2024-03-06,109.42337603646726
2024-03-07,109.04918390481888
2024-03-08,108.76294870591833
2024-03-11,108.99287350925229
2024-03-12,109.05819932538688
2024-03-13,109.22243495987476
2024-03-14,109.17992314338198
2024-03-15,108.87388258928281
2024-03-18,108.92964778449672
2024-03-19,109.17102335763103
2024-03-20,109.68699093980831
2024-03-21,109.49820718892045
2024-03-22,109.50389063456481
2024-03-25,109.50389063456481
