,US
2017-05-04,98.48659270477718
2017-05-05,98.45376712350672
2017-05-08,98.11545499122029
2017-05-09,98.03564312051125
2017-05-10,98.04450727871816
2017-05-11,98.12580496155752
2017-05-12,98.34622501300616
2017-05-15,98.31366561995677
2017-05-16,98.35836877687777
2017-05-17,98.32651983119204
2017-05-18,98.52646173672298
2017-05-22,98.67849366820857
2017-05-23,98.93939962985164
2017-05-24,98.90620420348083
2017-05-25,99.10471214594904
2017-05-26,99.01309029820551
2017-05-30,99.01127160825129
2017-05-31,99.02279001436295
2017-06-01,99.22955321624029
2017-06-02,99.24328709063023
2017-06-05,99.2385779954563
2017-06-06,99.12934205686179
2017-06-07,99.28645529105904
2017-06-08,99.30233172991717
2017-06-09,99.35414541417839
2017-06-12,99.33020079132318
2017-06-13,99.43990132716438
2017-06-14,99.1762952106975
2017-06-15,99.03694493740917
2017-06-16,99.02559551858924
2017-06-19,99.1096629223074
2017-06-20,99.13083522714103
2017-06-21,99.07957259495898
2017-06-22,99.00891097653036
2017-06-23,99.15620512789314
2017-06-26,99.15620512789314
2017-06-27,99.11265094575477
2017-06-28,98.96828685042665
2017-06-29,98.91330247541352
2017-06-30,98.81610281843251
2017-07-03,98.6971545947256
2017-07-05,98.61736802198745
2017-07-06,98.56093309182235
2017-07-07,98.57392233000954
2017-07-10,98.53772755269853
2017-07-11,98.67624494639747
2017-07-12,98.85397193778111
2017-07-13,98.80641420065055
2017-07-14,98.64284700112343
2017-07-17,98.74009703797938
2017-07-18,98.90133008893423
2017-07-19,98.85084330263214
2017-07-20,98.97066645941892
2017-07-21,98.97066645941892
2017-07-24,98.97066645941892
2017-07-25,98.97066645941892
2017-07-26,98.97066645941892
2017-07-27,98.97066645941892
2017-07-28,98.9113525467757
2017-08-01,98.98411278771415
2017-08-02,98.95443812719654
2017-08-03,98.89544604501313
2017-08-04,99.21459876856439
2017-08-07,99.21459876856439
2017-08-08,99.15684837551554
2017-08-09,99.28703304963524
2017-08-10,99.50383602643086
2017-08-11,99.36903270031209
2017-08-14,99.63726724324233
2017-08-15,99.57619739027743
2017-08-16,99.6777802533699
2017-08-18,99.6777802533699
2017-08-21,99.60853636523377
2017-08-24,99.46318944327334
2017-08-28,99.59721443982097
2017-08-29,99.36384031918347
2017-08-30,99.4811619047566
2017-08-31,99.55130065193998
2017-09-01,99.95236749042576
2017-09-05,99.87901538550219
2017-09-07,99.75737356425206
2017-09-08,99.73384733101337
2017-09-11,100.0434402227165
2017-09-13,99.97014844481437
2017-09-14,99.84717577670537
2017-09-15,100.1024199545539
2017-09-18,99.83521993783103
2017-09-19,99.46882736907392
2017-09-20,99.41958427960454
2017-09-22,99.33113615592997
2017-09-25,99.41148218639144
2017-09-26,99.28974425114255
2017-09-28,98.95423417698659
2017-10-03,98.72323362338813
2017-10-04,98.57273475556121
2017-10-05,98.63717538340444
2017-10-06,98.5193712827069
2017-10-10,98.5064764922537
2017-10-11,98.44618855389335
2017-10-12,98.6283534247427
2017-10-13,98.58795874313047
2017-10-16,98.58003284937003
2017-10-17,98.54127022115959
2017-10-18,98.71771759913052
2017-10-19,98.66426102671275
2017-10-20,98.58885543951702
2017-10-23,98.44597630651661
2017-10-24,98.1431672710214
2017-10-25,97.89816905557441
2017-10-26,97.90063464980715
2017-10-27,97.89482341957299
2017-10-30,98.09872713185669
2017-10-31,98.09872713185669
2017-11-01,98.0220926312113
2017-11-07,98.3486148853224
2017-11-08,98.3147173197753
2017-11-09,98.47927636666907
2017-11-10,98.91055324516054
2017-11-13,98.91055324516054
2017-11-14,98.91055324516054
2017-11-15,98.8370170945672
2017-11-16,99.11818248680994
2017-11-17,99.01137165639818
2017-11-20,98.89338128842836
2017-11-21,98.7910179579239
2017-11-22,98.71394651655207
2017-11-24,98.72022673915369
2017-11-27,98.71934310095588
2017-11-28,98.7134084853889
2017-11-29,99.00309794905827
2017-11-30,99.00309794905827
2017-12-01,98.92160744058857
2017-12-04,98.95220592229943
2017-12-05,98.87149697266267
2017-12-06,98.77095514475064
2017-12-07,98.91247811068014
2017-12-08,99.20228740093229
2017-12-11,99.29414967350114
2017-12-12,99.13955218629648
2017-12-18,99.23993943881896
2017-12-19,99.15870580261402
2017-12-20,98.86465757780617
2017-12-22,99.24949824764677
2017-12-26,98.9697734742962
2017-12-27,99.1649658806896
2017-12-28,99.24478240473415
2017-12-29,98.882111161103
2018-01-02,98.5342271772478
2018-01-04,99.11486125287998
2018-01-05,99.22416334628498
2018-01-08,99.06276414024533
2018-01-09,98.97858727236172
2018-01-10,98.73852045581081
2018-01-11,99.20408704644609
2018-01-12,99.1237226724308
2018-01-16,99.27734221227786
2018-01-17,99.29248898636502
2018-01-18,99.21876851848128
2018-01-19,98.76959560278249
2018-01-22,99.11648364834278
2018-01-23,99.28262965788915
2018-01-24,99.20694000392467
2018-01-25,99.36226626094657
2018-01-26,99.28681578015687
2018-01-29,99.23602901141942
2018-01-30,99.11183488312703
2018-01-31,99.27197770748035
2018-02-01,99.57008965745511
2018-02-02,99.26613070160398
2018-02-05,98.45722106187779
2018-02-06,98.38937012523465
2018-02-07,98.27876971792111
2018-02-08,97.9426968128128
2018-02-09,97.77985896183348
2018-02-12,97.66902753804465
2018-02-13,97.90127128683454
2018-02-14,97.83429187847244
2018-02-15,97.88596274327324
2018-02-16,97.90832343064667
2018-02-20,98.15993645101832
2018-02-21,98.57846396191376
2018-02-22,97.96227506505673
2018-02-23,97.96227506505673
2018-02-26,97.89548421221531
2018-02-27,97.56267960598508
2018-02-28,97.62174362602666
2018-03-01,98.10176074682184
2018-03-02,98.03840031164326
2018-03-05,97.75318008680782
2018-03-06,97.65393189532784
2018-03-07,97.80575198919465
2018-03-08,97.83198375024136
2018-03-09,97.71847180130995
2018-03-12,97.61239547680785
2018-03-13,97.43780209351898
2018-03-14,97.31434766907132
2018-03-15,97.78873061078808
2018-03-16,97.72847839222045
2018-03-19,97.6820582011754
2018-03-20,97.53402567853546
2018-03-22,97.65280470186849
2018-03-23,97.8230504305682
2018-03-26,97.66152104294767
2018-03-27,97.84405599804141
2018-03-28,97.8241501067353
2018-03-29,97.95953789341378
2018-04-02,97.96847228996103
2018-04-03,97.85293656380205
2018-04-04,97.68490568046259
2018-04-05,97.98341963426455
2018-04-06,97.94441944594953
2018-04-09,97.93466090367015
2018-04-10,97.99900809385993
2018-04-11,97.9606365661793
2018-04-12,97.80339829652378
2018-04-13,97.80339829652378
2018-04-16,97.73782055542195
2018-04-17,97.73712396851771
2018-04-18,97.8174732411513
2018-04-19,98.07123280677676
2018-04-20,98.09433823223749
2018-04-23,98.17090166943247
2018-04-24,98.01091798616488
2018-04-25,98.0266007459677
2018-04-26,98.00230039627138
2018-04-27,97.90806790293286
2018-05-01,97.88051675623694
2018-05-02,97.71590847882396
2018-05-07,97.41607935185161
2018-05-08,97.6088878100079
2018-05-09,97.77452548765699
2018-05-10,97.79873020298557
2018-05-11,97.6918010277363
2018-05-14,97.36679146979805
2018-05-15,97.50827820954831
2018-05-16,97.68041164060165
2018-05-17,97.47121884576376
2018-05-18,96.95277822064267
2018-05-21,96.92317774045033
2018-05-22,97.07987665336995
2018-05-23,97.00851779621125
2018-05-24,97.19214906656515
2018-05-25,97.24670909981631
2018-05-29,98.04180440122721
2018-05-31,97.58572802437335
2018-06-01,97.62783794989639
2018-06-04,97.3266363203281
2018-06-05,97.56570285911916
2018-06-06,97.55780495298012
2018-06-08,97.48517325770007
2018-06-11,97.56625858704766
2018-06-12,97.51979357751821
2018-06-13,97.51979357751821
2018-06-14,97.4463895514978
2018-06-15,97.62587075429762
2018-06-18,97.62587075429762
2018-06-19,97.62587075429762
2018-06-20,97.55338309495885
2018-06-21,97.45020149750577
2018-06-22,97.45020149750577
2018-06-25,97.45020149750577
2018-06-26,97.45020149750577
2018-06-27,97.37195647998959
2018-06-28,97.49320055924335
2018-06-29,97.49320055924335
2018-07-02,97.49320055924335
2018-07-03,97.49320055924335
2018-07-05,97.49320055924335
2018-07-06,97.41634839421425
2018-07-09,97.40377609982745
2018-07-10,97.14504959212078
2018-07-11,97.35882961546201
2018-07-12,97.28157343318887
2018-07-13,97.07683644990519
2018-07-16,97.00011368138253
2018-07-17,97.2185363009129
2018-07-18,97.27879304921191
2018-07-19,97.19876062719023
2018-07-20,97.12111149479877
2018-07-24,97.27304048652286
2018-07-25,97.40019992944899
2018-07-27,96.74127772527056
2018-07-31,96.88574702435724
2018-08-01,96.83874276468998
2018-08-02,96.80921450415909
2018-08-06,96.36519132690523
2018-08-09,96.36519132690523
2018-08-10,96.29242459013581
2018-08-13,96.17275140138938
2018-08-15,96.45575148079067
2018-08-17,96.38988503744378
2018-08-27,96.38988503744378
2018-08-28,96.31812999136922
2018-08-29,96.17478162640518
2018-08-30,96.42154283075148
2018-08-31,96.715995256295
2018-09-04,96.49578109251584
2018-09-05,96.67353761889407
2018-09-06,97.04410449843039
2018-09-07,96.66880466997884
2018-09-10,96.59684748267779
2018-09-11,96.6020879674591
2018-09-12,96.74613725820403
2018-09-13,96.67365485147134
2018-09-14,96.88106740083826
2018-09-18,96.8098565821759
2018-09-19,96.72330334415946
2018-09-20,96.64456118645641
2018-09-21,96.78289837391915
2018-09-26,96.96210697298532
2018-10-01,97.25600210424032
2018-10-02,97.12454435336349
2018-10-03,97.01394818839613
2018-10-04,96.91473396142494
2018-10-05,96.67484841477264
2018-10-09,96.80667885629003
2018-10-10,96.34693153210598
2018-10-11,96.89807932989174
2018-10-12,97.1871429402965
2018-10-15,97.1107026860197
2018-10-16,97.10478723856588
2018-10-17,97.10478723856588
2018-10-18,97.10478723856588
2018-10-19,97.10478723856588
2018-10-22,97.10478723856588
2018-10-23,97.10478723856588
2018-10-24,97.02992303312978
2018-10-25,97.02312760113205
2018-10-26,97.25773915553553
2018-10-29,96.81657112434722
2018-10-30,96.89659200573657
2018-10-31,96.90080940740651
2018-11-02,96.82727004684787
2018-11-05,96.91159410247407
2018-11-06,96.8584792722305
2018-11-07,97.11977846040242
2018-11-08,97.17998921363228
2018-11-09,96.98219944777605
2018-11-13,96.6145094869316
2018-11-14,96.54147172886246
2018-11-15,96.46543667776099
2018-11-16,97.06950717588427
2018-11-19,96.88874574597452
2018-11-20,96.72279739657603
2018-11-21,96.57754286556309
2018-11-23,96.80280278408564
2018-11-26,96.70769279930657
2018-11-27,96.62611560950141
2018-11-28,96.88667747507213
2018-11-29,96.79117032540174
2018-11-30,97.2702034882431
2018-12-03,96.96230118907347
2018-12-04,96.64662761259288
2018-12-06,97.4284939676153
2018-12-07,97.71071516209982
2018-12-10,97.70752291208906
2018-12-11,97.6239630380148
2018-12-12,97.22567817347085
2018-12-14,97.85880540387723
2018-12-17,97.66586864067865
2018-12-18,98.03622492475453
2018-12-19,97.84535209539067
2018-12-28,98.73459701745591
2019-01-04,98.5485356354877
2019-01-07,98.60487369718352
2019-01-08,98.36421458685855
2019-01-09,98.38580992295711
2019-01-10,98.50092902631444
2019-01-11,98.51196653551347
2019-01-14,98.65546841118582
2019-01-15,98.60699973591488
2019-01-16,98.60699973591488
2019-01-17,98.60699973591488
2019-01-18,98.60699973591488
2019-01-22,98.60699973591488
2019-01-24,98.60699973591488
2019-01-25,98.60699973591488
2019-01-28,98.55306374160945
2019-01-29,98.43879044072304
2019-01-30,98.12594900805668
2019-01-31,98.12594900805668
2019-02-01,98.12594900805668
2019-02-05,98.12594900805668
2019-02-06,98.0709930049696
2019-02-08,98.14077975164213
2019-02-12,98.14077975164213
2019-02-13,98.08585084383242
2019-02-14,97.84470498588324
2019-02-15,98.07673537027588
2019-02-20,97.8547838337247
2019-02-21,97.91092771447198
2019-02-25,97.57744791410728
2019-02-28,97.36322900363383
2019-03-01,97.6144847803384
2019-03-05,97.56111372712766
2019-03-06,97.51964176939298
2019-03-07,97.48595575104143
2019-03-11,97.3444406277219
2019-03-12,97.1750523095269
2019-03-13,97.53152297159103
2019-03-14,97.38544135607741
2019-03-15,97.33147331901496
2019-03-18,97.27815489956788
2019-03-19,97.4183759959893
2019-03-27,97.44983462768793
2019-04-01,97.00090481719857
2019-04-05,97.42858891099007
2019-04-10,97.588607469331
2019-04-12,97.34539367342232
2019-04-17,97.29374619845164
2019-04-24,97.41445416933745
2019-04-25,97.34571267314949
2019-04-26,97.45707436002165
2019-05-03,97.24614413080889
2019-05-06,97.19354088103559
2019-05-07,97.22790272726617
2019-05-08,97.22790272726617
2019-05-09,97.22790272726617
2019-05-10,97.22790272726617
2019-05-13,97.17197428155382
2019-05-14,97.14595346560957
2019-05-15,97.12887855209372
2019-05-16,97.16753619493204
2019-05-17,97.03572212109178
2019-05-20,97.2672794311825
2019-05-21,97.2672794311825
2019-05-22,97.20031969965487
2019-05-23,97.2585857609381
2019-05-24,97.4541823162262
2019-05-27,97.35832928600303
2019-05-28,97.49554490668699
2019-05-29,97.13434773409556
2019-05-30,97.1054029605767
2019-05-31,96.92446903821748
2019-06-03,97.09058373244122
2019-06-04,96.78069981718161
2019-06-05,97.36515071937126
2019-06-06,96.85245555083577
2019-06-07,96.32402159908756
2019-06-10,97.18292177734281
2019-06-11,97.18292177734281
2019-06-12,97.18292177734281
2019-06-13,97.18292177734281
2019-06-14,97.12739347768297
2019-06-17,97.28308118522747
2019-06-18,97.2269673092076
2019-06-19,96.6303992336063
2019-06-20,99.23716766649852
2019-06-21,100.56812150979701
2019-06-24,100.54179217410109
2019-06-25,100.80457900715942
2019-06-26,100.77839286483857
2019-06-27,100.88156280097593
2019-06-28,100.85535691138554
2019-07-01,100.84327930035408
2019-07-02,100.84714421079859
2019-07-03,100.75912353192543
2019-07-04,100.9185208219257
2019-07-05,100.86891612728421
2019-07-08,100.83815080119925
2019-07-09,101.16267402779569
2019-07-10,101.13692117974236
2019-07-11,101.05163344614367
2019-07-12,101.12417227998192
2019-07-15,101.32869716355827
2019-07-16,101.30303909477631
2019-07-17,101.44581247587826
2019-07-18,101.44581247587826
2019-07-19,101.4203872532824
2019-07-22,101.76883849770407
2019-07-23,101.68995946009916
2019-07-24,101.77260019566444
2019-07-25,101.78558712744955
2019-07-26,101.80132664756243
2019-07-29,101.66363304648311
2019-07-30,101.84729658026316
2019-07-31,101.86896783242894
2019-08-01,101.93877218338842
2019-08-02,101.91393761696754
2019-08-05,101.81738908911588
2019-08-06,101.97408921498065
2019-08-07,101.65537363603134
2019-08-08,101.74321143403368
2019-08-09,101.78735062082444
2019-08-12,101.70887954271295
2019-08-13,101.0099650368683
2019-08-14,100.88862256109825
2019-08-15,100.66567872972425
2019-08-16,100.98259080259847
2019-08-19,101.08097313589424
2019-08-20,101.08011078930734
2019-08-21,101.18563050377509
2019-08-22,101.16462152711263
2019-08-23,101.71673197882194
2019-08-26,101.71673197882194
2019-08-27,101.71673197882194
2019-08-28,101.71673197882194
2019-08-29,101.71673197882194
2019-08-30,101.71673197882194
2019-09-02,101.71673197882194
2019-09-03,101.71673197882194
2019-09-04,101.71673197882194
2019-09-05,101.71673197882194
2019-09-06,101.71673197882194
2019-09-09,101.69644986066535
2019-09-10,101.70166055537454
2019-09-11,101.03125720199976
2019-09-12,101.72665330787818
2019-09-13,101.56682392386962
2019-09-16,101.74119482415782
2019-09-17,101.74119482415782
2019-09-18,101.74119482415782
2019-09-19,101.74119482415782
2019-09-20,101.74119482415782
2019-09-23,101.71853374383355
2019-09-24,101.93014495180132
2019-09-25,102.29804228776902
2019-09-26,102.52044555705567
2019-09-27,102.52044555705567
2019-09-30,102.52044555705567
2019-10-01,102.4983636936174
2019-10-02,102.6150319843832
2019-10-03,102.6150319843832
2019-10-04,102.59279616995552
2019-10-07,102.7330365329417
2019-10-08,102.7330365329417
2019-10-09,102.7110616649915
2019-10-10,102.22989483804423
2019-10-11,102.79532320530073
2019-10-15,102.90169481184294
2019-10-16,102.85561840829196
2019-10-17,102.99169984936971
2019-10-18,102.97078216242703
2019-10-21,102.87583025005465
2019-10-22,103.35965664385216
2019-10-23,103.84741285081243
2019-10-24,104.0031122404898
2019-10-25,104.04036484033693
2019-10-28,103.95579646752128
2019-10-29,103.97191889951625
2019-10-30,104.36880062106499
2019-10-31,104.71520475230996
2019-11-01,104.77261547391772
2019-11-04,104.6740749557263
2019-11-05,104.66647123608273
2019-11-06,104.70163483727231
2019-11-07,104.8231482978678
2019-11-08,104.8231482978678
2019-11-11,104.80301999122655
2019-11-12,104.98771032660173
2019-11-13,105.1282220751699
2019-11-14,105.10792286600363
2019-11-15,105.12775196947
2019-11-18,105.13459290296801
2019-11-19,105.13459290296801
2019-11-20,105.11302306227415
2019-11-21,105.1291892695964
2019-11-22,105.10668139180697
2019-11-25,105.16072589309995
2019-11-26,105.14467008722319
2019-11-27,105.24433601085886
2019-11-29,105.2215019212629
2019-12-02,105.4122741843518
2019-12-03,105.38944855853683
2019-12-04,105.44258809200306
2019-12-05,105.46505347437893
2019-12-06,105.46505347437893
2019-12-09,105.44199341900375
2019-12-10,105.46936491944476
2019-12-11,105.40127850784006
2019-12-12,105.44886152023247
2019-12-13,105.44886152023247
2019-12-16,105.42089972575918
2019-12-17,105.47841332215154
2019-12-18,105.45014507237065
2019-12-19,105.45123699485845
2019-12-20,105.45123699485845
2019-12-23,105.45123699485845
2019-12-24,105.42255068820789
2019-12-26,105.48451334624676
2019-12-27,105.30617634658861
2019-12-30,105.30916431561361
2019-12-31,105.28779512116711
2020-01-02,105.27075528360442
2020-01-03,105.37412978284497
2020-01-06,105.2082448133763
2020-01-07,105.2905497753202
2020-01-08,105.32046424823842
2020-01-09,105.23192108180692
2020-01-10,105.41724406126076
2020-01-13,105.38457114470754
2020-01-14,105.41207360273621
2020-01-15,105.47686872247846
2020-01-16,105.5945336002422
2020-01-17,105.5945336002422
2020-01-20,105.55732963428687
2020-01-21,105.83372631426462
2020-01-22,106.00024468810139
2020-01-23,105.91067646084701
2020-01-24,105.9034944031731
2020-01-27,105.78331759509372
2020-01-28,106.01553738308382
2020-01-29,106.14754483370339
2020-01-30,106.25412360338753
2020-01-31,106.18891492142694
2020-02-03,106.28162003707742
2020-02-04,106.26905713550147
2020-02-05,106.26905713550147
2020-02-06,106.20324584001621
2020-02-07,106.12826147107761
2020-02-10,106.02829432721337
2020-02-11,106.06804270537688
2020-02-12,105.88059741661513
2020-02-13,105.74503805340527
2020-02-14,105.74464617855573
2020-02-18,105.39897552209953
2020-02-19,105.18095119979931
2020-02-20,104.83704549152763
2020-02-21,104.81812058871891
2020-02-24,104.9525167806316
2020-02-25,104.74422025929069
2020-02-26,104.7410515726793
2020-02-27,103.83042141771044
2020-02-28,103.75055943832979
2020-03-02,103.06744893635673
2020-03-03,103.19847562864122
2020-03-04,103.578988639799
2020-03-05,101.12092696745538
2020-03-06,100.91284746702965
2020-03-09,99.1045546479792
2020-03-10,100.00473722523748
2020-03-11,99.97679756465767
2020-03-12,100.42930574968756
2020-03-13,100.40212348830984
2020-03-16,100.360886389712
2020-03-17,100.2340280908961
2020-03-18,99.49329947264903
2020-03-19,98.62827111198078
2020-03-20,99.02572682557455
2020-03-23,99.16347736803993
2020-03-24,99.8245032186142
2020-03-25,99.4463450098534
2020-03-26,99.78879690105852
2020-03-27,99.78879690105852
2020-03-30,99.7686499818448
2020-03-31,99.73325353390888
2020-04-01,100.00495200192958
2020-04-02,100.00495200192958
2020-04-03,100.00495200192958
2020-04-06,100.00495200192958
2020-04-07,100.00495200192958
2020-04-08,100.00495200192958
2020-04-09,99.9856085342891
2020-04-10,99.84595420960174
2020-04-13,100.11719345638679
2020-04-14,100.11719345638679
2020-04-15,100.09814252089424
2020-04-16,100.20283703979611
2020-04-17,100.18380464980477
2020-04-20,100.27314042137736
2020-04-21,100.43333003463675
2020-04-22,100.39132378027293
2020-04-23,100.39132378027293
2020-04-24,100.39132378027293
2020-04-27,100.39132378027293
2020-04-28,100.39132378027293
2020-04-29,100.39132378027293
2020-04-30,100.37239273078585
2020-05-01,100.41198052126306
2020-05-04,100.40316948514484
2020-05-05,100.40316948514484
2020-05-06,100.38441059501795
2020-05-07,100.30765900984986
2020-05-08,100.16370472155491
2020-05-11,100.1525670927519
2020-05-12,100.09125284855251
2020-05-13,100.27579000096839
2020-05-14,100.3369154380013
2020-05-15,100.2501816593055
2020-05-18,100.28745743572335
2020-05-19,100.26892435559343
2020-05-20,100.31656756065519
2020-05-21,100.31656756065519
2020-05-22,100.29808882869602
2020-05-25,100.35208863019898
2020-05-26,100.6042496248911
2020-05-27,100.6042496248911
2020-05-28,100.58574791332353
2020-05-29,100.60191985268685
2020-06-01,100.58339804571
2020-06-02,100.70413037020742
2020-06-03,100.68441465317271
2020-06-04,100.5335009733689
2020-06-05,100.65780012665985
2020-06-08,100.63437942558045
2020-06-09,100.46843012527256
2020-06-10,100.46122625505434
2020-06-11,100.99447466159243
2020-06-12,100.9717401960049
2020-06-15,101.05579619906592
2020-06-16,101.02998092121638
2020-06-17,101.13162094941528
2020-06-18,101.10499135911957
2020-06-19,101.35662582993186
2020-06-22,101.35662582993186
2020-06-23,101.32575249060203
2020-06-24,101.50637230755267
2020-06-25,101.50637230755267
2020-06-26,101.47450288912307
2020-06-29,101.6242304595036
2020-06-30,101.59144596949012
2020-07-01,101.61071488259262
2020-07-02,101.5779437388154
2020-07-03,101.36097610910039
2020-07-06,101.5564917159163
2020-07-07,101.521819452928
2020-07-08,101.61525526397337
2020-07-09,101.21863858358324
2020-07-10,101.30633673049869
2020-07-13,101.26651664700145
