,Brazil
sharpe,1.1843045402230534
cagr,0.052781852981306
volatility,0.044258468068790024
sortino,2.036416755215376
calmar,
skew,2.5938606113473974
kurtosis,31.400520313165845
max_drawdown,-0.06823363609716426
win_rate,0.5245158632056036
daily_value_at_risk,-0.0043778891211873495
breakeven,4.735780365721836e-05
