,China
2022-05-19,117.51561511018961
2022-05-20,117.4982225529601
2022-05-23,117.54270344987341
2022-05-24,117.5379856249529
2022-05-25,117.50936089700303
2022-05-26,117.63082473252797
2022-05-27,117.57281545345045
2022-05-30,117.55875826911542
2022-05-31,117.53141624936197
2022-06-01,117.59854915524963
2022-06-02,117.59225616369444
2022-06-06,117.63527117645228
2022-06-07,117.72271014595674
2022-06-08,117.68522857954204
2022-06-09,117.62102134619165
2022-06-10,117.69521597837884
2022-06-13,117.78167800746866
2022-06-14,117.6906720408081
2022-06-15,117.71390471179315
2022-06-16,117.67820844966785
2022-06-17,117.65471596577855
2022-06-20,117.60822443478214
2022-06-21,117.62491316264045
2022-06-22,117.74287068186631
2022-06-23,117.660004157801
2022-06-24,117.6661021414778
2022-06-27,117.4216158712861
2022-06-28,117.64117438602042
2022-06-29,117.54714652646132
2022-06-30,117.79393958904085
2022-07-01,117.84826711060879
2022-07-04,117.8715121821362
2022-07-05,118.10049295545562
2022-07-06,118.3712052592784
2022-07-07,118.1736215655392
2022-07-08,118.30339600722175
2022-07-12,118.39165542390361
2022-07-13,118.3412011493469
2022-07-14,118.32477258476925
2022-07-15,118.41001301071692
2022-07-19,118.3192554807081
2022-07-20,118.32110569562624
2022-07-21,118.2869026476281
2022-07-22,118.40806005729931
2022-07-25,118.26328613010502
2022-07-26,118.20636047145068
2022-07-27,118.19126697464613
2022-07-28,118.31701462677128
2022-07-29,118.21634877074484
2022-08-01,118.3104271745836
2022-08-02,118.27466565240536
2022-08-03,118.26685919882559
2022-08-04,118.27941213529765
2022-08-05,118.17135130241694
2022-08-08,118.27244741361413
2022-08-09,118.46442976213854
2022-08-10,118.26990130931463
2022-08-11,118.24459289711935
2022-08-12,118.68260684561119
2022-08-15,119.35931259931256
2022-08-16,119.71051626737352
2022-08-17,119.33814273181851
2022-08-18,119.51820930205548
2022-08-19,119.12788136129839
2022-08-22,119.34536375157347
2022-08-23,119.06952677932969
2022-08-24,119.10280834235805
2022-08-25,119.38002794987392
2022-08-26,119.0994098405568
2022-08-29,119.22222230110687
2022-08-30,119.11630182525825
2022-08-31,119.14851765685117
2022-09-01,119.08017307751271
2022-09-02,119.16422711538797
2022-09-05,119.03951132383087
2022-09-06,119.06279356024088
2022-09-07,119.13458426989038
2022-09-08,119.07245524793919
2022-09-09,119.23057165950131
2022-09-13,119.08960615721405
2022-09-14,118.93370355787198
2022-09-15,118.91469420364358
2022-09-16,118.72868111527701
2022-09-19,118.9789308762945
2022-09-20,119.14691266145797
2022-09-21,118.89706111548186
2022-09-22,118.67173002787735
2022-09-23,118.56566891789761
2022-09-26,118.6613804618152
2022-09-27,118.59274278437381
2022-09-28,118.3100781660057
2022-09-29,117.94343615942795
2022-09-30,118.3615974060124
2022-10-10,118.61103651036966
2022-10-11,118.77836819185748
2022-10-12,118.60695034189794
2022-10-13,118.84777088940372
2022-10-14,118.74178853621149
2022-10-17,118.5001336376642
2022-10-18,118.57626418568334
2022-10-19,118.4240563766447
2022-10-20,118.55591578759453
2022-10-21,118.42211766490254
2022-10-24,118.55850154629447
2022-10-25,118.3011867373391
2022-10-26,118.55578879133229
2022-10-27,118.6149906859401
2022-10-28,118.57141819459231
2022-10-31,118.5833191130742
2022-11-01,117.65179794816241
2022-11-02,118.51883891257684
2022-11-03,118.73789224190938
2022-11-04,118.76835384500816
2022-11-07,119.2646752007801
2022-11-08,119.58599109490855
2022-11-09,119.42058677256664
2022-11-10,119.60289102062622
2022-11-11,119.36967895245434
2022-11-14,118.44848219369607
2022-11-15,118.56767924266553
2022-11-16,117.86974996708956
2022-11-17,118.33144030793068
2022-11-18,118.43067614679927
2022-11-21,118.53502352820395
2022-11-22,118.38534856169005
2022-11-23,118.52042190068109
2022-11-24,118.85043803408433
2022-11-25,118.48673955627925
2022-11-28,118.36314206072448
2022-11-29,118.09018998363842
2022-11-30,118.30950510931093
2022-12-01,118.2813021159702
2022-12-02,118.38315165877482
2022-12-05,118.21340959139266
2022-12-06,118.08915118621594
2022-12-07,118.11440497466437
2022-12-08,118.17846415773654
2022-12-09,118.02154136921455
2022-12-12,118.03670135525866
2022-12-13,118.127401927961
2022-12-14,118.1925532967308
2022-12-15,118.24271745813833
2022-12-16,118.14022788715282
2022-12-19,118.21986112334879
2022-12-20,118.287471458122
2022-12-21,118.38887247848584
2022-12-22,118.25675294865614
2022-12-23,118.1648343106699
2022-12-26,118.1951337050146
2022-12-27,117.97223817722897
2022-12-28,118.30887738065974
2022-12-29,118.16594844233106
2022-12-30,118.16743434131305
2023-01-03,118.32920955340592
2023-01-04,118.14336672773835
2023-01-05,118.07102876812232
2023-01-06,118.33008369732833
2023-01-09,117.94970147229384
2023-01-10,118.05355282167451
2023-01-11,118.3618693945514
2023-01-12,118.29596729734229
2023-01-13,118.4076992503226
2023-01-16,118.00585259425948
2023-01-17,118.16236860445211
2023-01-18,118.04234452757849
2023-01-19,117.79628511467605
2023-01-20,118.24619341103153
2023-01-30,118.04914290956172
2023-01-31,118.34891218285395
2023-02-01,118.2540399457579
2023-02-02,118.65654459822915
2023-02-03,118.15476265079452
2023-02-06,118.54060780189431
2023-02-07,118.48494297334682
2023-02-08,118.56313250817428
2023-02-09,118.5547144900327
2023-02-10,118.89023350305938
2023-02-13,119.03137178186456
2023-02-14,119.02113519423739
2023-02-15,119.3414349561829
2023-02-16,119.54415018655871
2023-02-17,119.54581420562992
2023-02-20,119.42161436424172
2023-02-21,119.76070205538443
2023-02-22,119.76079837995964
2023-02-23,119.68341134896703
2023-02-24,119.47161663577133
2023-02-27,119.58222933770537
2023-02-28,119.43153559974043
2023-03-01,119.36497403100658
2023-03-02,119.56199900772957
2023-03-03,119.18669744419745
2023-03-06,119.47611329076537
2023-03-07,119.6567751975879
2023-03-08,119.36047897107778
2023-03-09,119.60890571993849
2023-03-10,119.9032421012385
2023-03-14,120.04151214008057
2023-03-15,119.5483102421957
2023-03-22,120.12028642657577
2023-03-23,120.22198151601853
2023-03-27,120.0662301803848
2023-03-28,119.94549431190956
2023-03-29,120.07736255677868
2023-03-30,120.11907420314223
2023-03-31,119.98919712622835
2023-04-03,120.23573642514778
2023-04-04,120.12381072509943
2023-04-07,117.60258948130425
2023-04-11,117.4081629165431
2023-04-12,119.12790822005901
2023-04-13,119.23981771756151
2023-04-14,119.16717178488416
2023-04-17,119.13071254016647
2023-04-18,119.13020716833044
2023-04-19,119.12769175000271
2023-04-20,119.24508406806511
2023-04-21,119.2499729842462
2023-04-24,119.21039135665714
2023-04-25,119.1858266088379
2023-04-26,118.90481096773104
2023-04-27,118.95388126855228
2023-04-28,119.12182478646054
2023-05-04,117.51793189928661
2023-05-05,118.5309831317732
2023-05-08,118.63952121701529
2023-05-09,118.5957163681858
2023-05-10,118.49548811053832
2023-05-11,118.41381773722537
2023-05-12,117.25829623342389
2023-05-15,118.34349799114212
2023-05-16,117.39806563832056
2023-05-17,117.42075999884915
2023-05-18,117.44845035022966
2023-05-19,118.23485146192083
2023-05-22,117.31010655760703
2023-05-23,117.96206452774653
2023-05-24,118.04897133279428
2023-05-25,118.0695462491364
2023-05-29,118.08370242297369
2023-05-30,118.0976060589194
2023-05-31,118.05246854448184
2023-06-01,118.03481974689447
2023-06-02,117.63961957582256
2023-06-06,118.03841560893702
2023-06-07,117.72988428532913
2023-06-08,118.00750794473896
2023-06-09,118.00067534862171
2023-06-12,117.78444066444457
2023-06-13,117.72574586359899
2023-06-14,117.63278741426895
2023-06-15,117.34566408209209
2023-06-16,117.54854485236446
2023-06-19,117.39007498614289
2023-06-20,117.32235332183521
2023-06-21,117.69151793720225
2023-06-26,117.56932512138268
2023-06-27,117.57036351482266
2023-06-28,117.60232861436903
2023-06-29,117.61659314152286
2023-06-30,117.87629435096333
2023-07-03,118.22537553693464
2023-07-04,118.19401997767464
2023-07-05,118.2108956948419
2023-07-06,118.25960054673959
2023-07-07,118.2776031196853
2023-07-10,118.26000213745299
2023-07-11,118.27295083691958
2023-07-12,118.2999981202287
2023-07-13,118.36750458743204
2023-07-14,118.51627816089372
2023-07-17,118.5043087942949
2023-07-18,118.48577821685357
2023-07-19,118.49842521450347
2023-07-20,118.49013866555842
2023-07-21,118.42070208744629
2023-07-24,118.48416452765089
2023-07-25,118.52992152297664
2023-07-26,118.56362135505097
2023-07-27,118.49649724631914
2023-07-28,118.47629800321077
2023-07-31,118.43712952716334
2023-08-01,118.43775180221282
2023-08-02,118.47518060136677
2023-08-03,118.49422950468183
2023-08-04,118.46173139759328
2023-08-07,118.49784948497512
2023-08-08,118.4611268758472
2023-08-09,118.52849102984844
2023-08-10,118.49988172651418
2023-08-11,118.49582704965694
2023-08-14,118.49197055901737
2023-08-15,118.51995078039226
2023-08-16,118.50395103671194
2023-08-17,118.58390658678202
2023-08-18,118.56900444437304
2023-08-21,118.56808223854726
2023-08-22,118.57151963670852
2023-08-23,118.55134675042171
2023-08-24,118.45990369227448
2023-08-25,118.52694419115308
2023-08-28,118.42509140194197
2023-08-29,118.54252515871806
2023-08-30,118.73564882634649
2023-08-31,118.80497004199914
2023-09-01,118.87211665486193
2023-09-04,118.9305693522523
2023-09-05,119.12903214786192
2023-09-06,119.06817178018913
2023-09-07,118.94619242655781
2023-09-08,119.05442545067592
2023-09-11,119.0554593244741
2023-09-12,119.11577799508235
2023-09-13,119.32933794632127
2023-09-14,119.44270335320111
2023-09-15,119.70826798508925
2023-09-18,119.28542662428497
2023-09-19,119.39736533122336
2023-09-20,119.2731982559411
2023-09-21,119.40754884641056
2023-09-22,119.58140964619753
2023-09-25,119.80960238122493
2023-09-26,120.55403640014542
2023-09-27,121.26648667760291
2023-09-28,121.4823767285955
2023-10-09,121.35844403640851
2023-10-10,121.31270249341539
2023-10-11,121.10134408100836
2023-10-12,121.29805526872934
2023-10-13,121.1973862846717
2023-10-16,121.28802599559751
2023-10-17,121.1245061354298
2023-10-18,121.10560492081596
2023-10-19,121.52796122691602
2023-10-20,121.72883249627478
2023-10-23,121.67397096864909
2023-10-24,121.64245435397456
2023-10-25,121.64306079547096
2023-10-26,121.92377227449751
2023-10-27,122.52092304108464
2023-10-30,122.44567424914226
2023-10-31,122.57391907694002
2023-11-01,122.2187107651384
2023-11-02,122.24465858252216
2023-11-03,122.24887522542502
2023-11-06,122.39530632784022
2023-11-07,122.2680402933994
2023-11-08,122.37337000690192
2023-11-09,122.40147577565084
2023-11-10,122.41991358691291
2023-11-13,122.45215285938103
2023-11-14,122.82832547083873
2023-11-15,122.83074596371853
2023-11-16,122.7931276047385
2023-11-17,122.81206139616063
2023-11-20,122.8910673062931
2023-11-21,122.7466840106803
2023-11-22,122.68979930117736
2023-11-23,122.7284646235837
2023-11-24,122.80179447327622
2023-11-27,122.53536705727623
2023-11-28,122.7155039484028
2023-11-29,122.64262402479382
2023-11-30,122.72616680064743
2023-12-01,122.64318119607923
2023-12-04,122.59300773226083
2023-12-05,122.52110647837844
2023-12-06,124.19318460610742
2023-12-07,125.02840458336624
2023-12-08,124.85582065135519
2023-12-11,124.95832688359663
2023-12-12,124.91540786243884
2023-12-13,124.52058251348805
2023-12-14,124.92992121856787
2023-12-15,124.62584978268845
2023-12-18,124.44008489954344
2023-12-19,124.5310625194771
2023-12-20,125.0534511561119
2023-12-21,124.20874719373292
2023-12-22,124.35187690404118
2023-12-25,124.2860563394865
2023-12-26,124.60688309594087
2023-12-27,124.40246059076874
2023-12-28,125.11502449376822
2023-12-29,125.23064048699067
2024-01-02,125.27605414123325
2024-01-03,125.10669226189196
2024-01-04,125.42954500588462
2024-01-05,125.15441147266016
2024-01-08,125.5647714200445
2024-01-09,125.58701229676295
2024-01-10,125.18366165369224
2024-01-11,125.5732295539531
2024-01-12,125.25552503464203
2024-01-15,125.65252008686245
2024-01-16,125.70526819860923
2024-01-17,125.74999009909398
2024-01-18,125.27655330703466
2024-01-19,125.66331104353132
2024-01-22,125.70553975837026
2024-01-23,125.22411562620037
2024-01-24,125.50484103227484
2024-01-25,125.52548137843151
2024-01-26,125.47882038419667
2024-01-29,125.36252839279354
2024-01-30,125.06311607160984
2024-01-31,125.23636988945552
2024-02-01,125.28185225437771
2024-02-02,125.28204360606895
2024-02-05,125.20172370840066
2024-02-06,125.2902161329653
2024-02-07,125.29721864988157
2024-02-08,125.36495241077965
2024-02-09,125.35790339268655
2024-02-13,125.35753226458799
2024-02-14,125.35743300678277
2024-02-15,125.35737475025006
2024-02-16,125.35730912840694
2024-02-19,125.53249408899327
2024-02-20,125.77182589646651
2024-02-21,125.76560202442002
2024-02-22,125.78157097895797
2024-02-23,125.74748768331348
2024-02-26,125.56836471020334
2024-02-27,125.6196751450764
2024-02-28,125.7057356217534
2024-02-29,125.72149991153248
2024-03-01,125.71649172982143
2024-03-04,125.65297623172285
2024-03-05,125.58800933747867
2024-03-06,125.41356848027606
2024-03-07,125.52243831250725
2024-03-08,125.50910668305444
2024-03-11,125.5668540260161
2024-03-12,125.63985810878813
2024-03-13,125.54234851002954
2024-03-14,125.45752570440098
2024-03-15,125.93205557591173
2024-03-18,126.0142649743778
2024-03-19,125.7094731492202
2024-03-20,126.34686793953853
2024-03-21,126.2594479399074
2024-03-22,126.40147606331004
2024-03-25,126.82090941094177
2024-03-26,126.91091996328976
2024-03-27,127.22013761505333
2024-03-28,127.23965809960163
2024-03-29,127.20352993685626
2024-04-01,127.12817576483198
2024-04-02,127.48224178027495
2024-04-03,127.89162010833314
2024-04-08,127.90115237611369
2024-04-09,127.79257065360837
2024-04-10,127.98406591311561
2024-04-11,127.97726420914479
2024-04-12,127.96892888926583
2024-04-15,127.85050216571317
2024-04-16,127.83062255772361
2024-04-17,127.92100612899017
2024-04-18,127.74382888220637
2024-04-19,127.99690627186216
2024-04-22,127.71125485829585
2024-04-23,127.57963327997275
2024-04-24,127.90712997893752
2024-04-25,127.64572957083193
2024-04-26,127.93296562973482
2024-04-29,127.8807368295539
2024-04-30,127.9587360012888
2024-05-06,127.9681784952394
2024-05-07,128.5202930534953
2024-05-08,128.27340758550582
2024-05-09,128.18420559853976
2024-05-10,128.20944675725895
2024-05-13,128.25651075392386
2024-05-14,128.493677014085
2024-05-15,128.41061246654724
2024-05-16,128.46607896769865
2024-05-17,128.44779186740624
2024-05-20,128.60132534681458
2024-05-21,128.63604224843215
2024-05-22,128.76772047192344
2024-05-23,128.74372920782545
2024-05-24,128.70819911720486
2024-05-27,128.72942367699466
2024-05-28,128.7171104663233
2024-05-29,128.67397916107538
2024-05-30,128.6477285462129
2024-05-31,128.99809548463867
2024-06-03,128.52881009196716
2024-06-04,128.35137545282285
2024-06-05,128.16347222090747
2024-06-06,128.44974699022802
2024-06-07,128.3117435650293
2024-06-11,128.10669774726594
2024-06-12,128.19700857194786
2024-06-13,128.22485709593286
2024-06-14,128.25760877859443
2024-06-17,128.22311304191393
2024-06-18,128.071658890442
2024-06-19,128.08985858557716
2024-06-20,127.98413282872336
2024-06-21,127.93091403117384
2024-06-24,127.75975788949556
2024-06-25,127.6628791442537
2024-06-26,127.75774133319725
2024-06-27,127.71146214197711
2024-06-28,127.76181808893847
2024-07-01,128.2916040876874
2024-07-02,127.97527060357936
2024-07-03,127.83853370421308
2024-07-04,128.09104864479173
2024-07-05,127.80781385351037
2024-07-08,128.13091063979033
2024-07-09,128.52585453076338
2024-07-10,128.55333896377573
2024-07-11,128.57949191302453
2024-07-12,128.68679581836582
2024-07-15,128.75098022474268
2024-07-16,128.74649278287103
2024-07-17,128.6761414013499
2024-07-18,128.67782218075905
2024-07-19,128.19846776189988
2024-07-22,128.25409850472101
2024-07-23,128.28608858957355
2024-07-24,128.37906069214654
2024-07-25,128.60667018650014
2024-07-26,127.93137715742746
2024-07-29,127.85699434218701
2024-07-30,127.84054261318354
2024-07-31,127.92700736568108
2024-08-01,128.2504022008049
2024-08-02,128.1858784594392
2024-08-05,128.3984407591809
2024-08-06,127.6793493653644
2024-08-07,128.2191517256206
2024-08-08,127.3971832738171
2024-08-09,127.71811150394556
2024-08-12,127.72881803714023
2024-08-13,127.95319874681925
2024-08-14,127.8662590859859
2024-08-15,127.42892808606436
2024-08-16,127.60104292994903
2024-08-19,127.70559057838611
2024-08-20,128.00228963198262
2024-08-21,127.68017272862132
2024-08-22,127.75080580628848
2024-08-23,127.89067867514945
2024-08-26,128.13990889679053
2024-08-27,127.84056483167849
2024-08-28,128.13538654287555
2024-08-29,127.76561792127168
2024-08-30,127.87458964437275
2024-09-02,127.96855115579643
2024-09-03,128.20352228122275
2024-09-04,128.35755628957205
2024-09-05,128.3557102188234
2024-09-06,128.00545055697398
2024-09-09,128.12451813344586
2024-09-10,127.78103885685914
2024-09-11,127.69488978141175
2024-09-12,127.70949254747008
2024-09-13,128.06826520043722
2024-09-17,128.00536278137804
2024-09-18,128.4950529424378
2024-09-19,127.9102729081957
2024-09-20,127.74488234605926
2024-09-23,127.91873616991627
2024-09-24,128.5391675096365
2024-09-25,128.34642016595689
2024-09-26,129.10638427969369
2024-09-27,128.39484995556546
2024-09-30,128.5860464229204
2024-10-08,128.8313340358074
2024-10-09,129.47877253191703
2024-10-10,129.84890154786945
2024-10-11,129.7213937832117
2024-10-14,130.00711063560829
2024-10-15,130.035903298042
2024-10-16,129.85609528547897
2024-10-17,130.62925858644073
2024-10-18,131.41969213149096
2024-10-21,131.26481924820303
2024-10-22,131.2178731970614
2024-10-23,131.25667191418523
2024-10-24,131.47786234512586
2024-10-25,131.17678347928384
2024-10-28,131.566045280294
2024-10-29,130.9833079616268
2024-10-30,130.97745689451864
2024-10-31,130.9830540441963
2024-11-01,130.96949804100367
2024-11-04,131.00861033082995
2024-11-05,130.9788853942067
2024-11-06,131.08421695232687
2024-11-07,131.10367025999378
2024-11-08,130.96828651063313
2024-11-11,130.64324291437475
2024-11-12,130.51344010257745
2024-11-13,131.1603193210348
2024-11-14,131.70517907059957
2024-11-15,131.20074041282226
2024-11-18,131.16287389208904
2024-11-19,131.72436568989565
2024-11-20,131.49110929359082
2024-11-21,131.5649460684972
2024-11-25,131.695266619495
2024-11-26,131.72797448158713
2024-11-27,131.46077158910958
2024-11-28,131.68477431783487
2024-11-29,131.62464181922888
2024-12-02,131.85273726418347
2024-12-03,131.90191465509207
2024-12-04,132.1332957567468
2024-12-05,132.17528092377154
2024-12-06,132.142361369333
2024-12-09,131.92843704204856
2024-12-10,131.93119486682187
2024-12-11,132.0158162541561
2024-12-12,132.25284245541363
2024-12-13,132.0437132111751
2024-12-16,132.07599455097093
2024-12-17,132.32506913722085
2024-12-18,132.51940286944347
2024-12-19,132.41491634074734
2024-12-20,132.62765385298198
2024-12-23,132.41054816808307
2024-12-24,132.45672847697486
2024-12-25,132.49245152998924
2024-12-26,132.63194479335212
2024-12-27,132.81196814175627
2024-12-30,132.70730637563153
2024-12-31,132.25358855295661
2025-01-02,132.21991569882655
2025-01-03,132.74231189729485
2025-01-06,132.16653353084948
2025-01-07,132.0572638937017
2025-01-08,131.9579201057921
2025-01-09,132.2376996993331
2025-01-10,131.97622940625104
2025-01-13,132.3658961253007
2025-01-14,132.49926450899187
2025-01-15,132.50557581675315
2025-01-16,132.51141948069127
2025-01-17,132.8939482800394
2025-01-20,133.13091528169966
2025-01-21,133.40195617990577
2025-01-22,133.91009159947382
2025-01-23,133.5933120440183
2025-01-24,133.80409043531105
2025-01-27,134.17240203025867
2025-02-05,133.9351999818105
2025-02-06,133.43915274584182
2025-02-07,133.96594778027247
2025-02-10,134.07336206528745
2025-02-11,133.48039954416203
2025-02-12,133.37153773151928
2025-02-13,133.62879516010554
2025-02-14,133.30132049709087
2025-02-17,132.54391833810567
2025-02-18,132.6950099659113
2025-02-19,132.74765934463176
2025-02-20,132.69050612360002
2025-02-21,132.0706264332925
2025-02-24,132.7134048875231
2025-02-25,132.93933320591788
2025-02-26,132.96609296923964
2025-02-27,133.03529651481162
2025-02-28,132.85885549593385
2025-03-03,132.68402707928564
2025-03-04,132.97778534775014
2025-03-05,132.91725512840011
2025-03-06,133.08562573533104
2025-03-07,132.77980736336607
2025-03-10,132.64486971303668
2025-03-11,132.38493887251707
2025-03-12,132.822291615115
2025-03-13,133.0944940142462
2025-03-14,133.1213689344827
2025-03-17,133.20488422878574
2025-03-18,133.00584474224453
2025-03-19,132.94090414317628
2025-03-20,132.89734504958741
2025-03-21,133.18752088152257
2025-03-24,132.7360777729792
2025-03-25,132.76460607712173
2025-03-26,132.1705361234303
2025-03-27,132.72289013942535
2025-03-28,132.875095974125
2025-03-31,133.02410722636773
2025-04-01,132.91726208132073
2025-04-02,132.9882688814409
2025-04-03,133.42338881632355
2025-04-07,132.35186521585442
2025-04-08,133.1688344457707
2025-04-09,133.1043512935214
2025-04-10,132.99001480769567
2025-04-11,132.7292656673032
2025-04-14,133.00104829979412
2025-04-15,133.0976383603683
2025-04-16,132.6549393745766
2025-04-17,132.68763015172914
2025-04-18,132.84860205289638
2025-04-21,132.7338908746994
2025-04-22,132.60068080062192
2025-04-23,132.6313303847866
2025-04-24,132.81242023601507
2025-04-25,132.74264459672867
2025-04-28,132.74078568656824
2025-04-29,132.9500170991972
2025-04-30,132.96584399169754
2025-05-06,132.97471514323155
2025-05-07,132.8266472694195
2025-05-08,132.98946907481962
2025-05-09,133.15177672289025
2025-05-12,133.30715100502195
2025-05-13,133.45012140279405
2025-05-14,133.42436051342992
2025-05-15,133.24640597240784
2025-05-16,133.42299022926554
2025-05-19,133.34826738736373
2025-05-20,133.43515274740435
2025-05-21,133.44500230426323
2025-05-22,133.28878060520643
2025-05-23,133.1754277810096
2025-05-26,133.3505775839054
2025-05-27,133.48688085812242
2025-05-28,133.34281044244872
2025-05-29,133.18844906136465
2025-05-30,133.33807505992453
2025-06-03,133.24245865373598
2025-06-04,133.17102820896815
2025-06-05,132.67948326223498
2025-06-06,133.14124794882977
2025-06-09,133.17348649419378
2025-06-10,133.4065750111934
2025-06-11,133.27365999436563
2025-06-12,133.28229923005142
2025-06-13,133.24421332695292
2025-06-16,133.2529851779923
2025-06-17,133.20019917323003
2025-06-18,133.14104761310122
2025-06-19,133.21202293588564
2025-06-20,133.32878228189392
2025-06-23,133.0774650885099
2025-06-24,132.99909180881778
2025-06-25,133.28637310577113
2025-06-26,133.11934361994898
2025-06-27,133.34813272267093
2025-06-30,133.30431318333305
2025-07-01,133.17585270941876
2025-07-02,133.23501339768015
2025-07-03,133.10269380034606
2025-07-04,133.04181299160453
2025-07-07,133.2982849153438
2025-07-08,133.09536370917687
2025-07-09,133.25702920086232
2025-07-10,133.18772062843402
2025-07-11,132.806231110701
2025-07-14,132.92859971882007
2025-07-15,133.16762272235212
2025-07-16,133.16695381484044
2025-07-17,133.012702308002
2025-07-18,132.46467759455328
2025-07-21,132.3779017507015
2025-07-22,132.13545682866524
2025-07-23,132.42692529370834
2025-07-24,132.1582327340249
2025-07-25,132.21446584591146
2025-07-28,132.49023789963474
2025-07-29,131.50516960257843
2025-07-30,131.90194544734274
2025-07-31,132.45037981994952
2025-08-01,132.4889020421327
2025-08-04,132.28434005279064
2025-08-05,132.6404288216154
2025-08-06,132.36410321900516
2025-08-07,132.13800757171833
2025-08-08,132.14058305522113
2025-08-11,132.72118758236283
2025-08-12,132.47370661259174
2025-08-13,132.33374098413634
2025-08-14,132.6386206790512
2025-08-15,133.04890920357664
2025-08-18,132.9539030380327
2025-08-19,133.04243611270437
2025-08-20,133.17670628724267
2025-08-21,132.92247298274344
2025-08-22,133.19457719509478
2025-08-25,132.83693115748412
2025-08-26,132.97739522817685
2025-08-27,132.8386931082767
2025-08-28,132.595686702022
2025-08-29,132.7222363264014
2025-09-01,132.68850108551058
2025-09-02,132.71594719285187
2025-09-03,132.97897539019272
2025-09-04,133.09526353399175
2025-09-05,132.4785662148476
2025-09-08,132.76762555393236
2025-09-09,132.16606528559512
2025-09-10,132.96512249122375
2025-09-11,133.2127114655937
2025-09-12,133.0009519673207
2025-09-15,133.37787588663838
2025-09-16,133.6274204005426
2025-09-17,133.595504956134
2025-09-18,133.2022757432435
2025-09-19,133.49461072156802
2025-09-22,133.59158129287135
2025-09-23,133.55936948794266
2025-09-24,133.9206179790804
2025-09-25,133.17955786093015
2025-09-26,133.7053629522817
2025-09-29,133.81524393984893
2025-09-30,133.47292416716888
2025-10-09,133.48316269849678
2025-10-10,132.96943669314894
2025-10-13,132.99602442167787
2025-10-14,132.98033767380375
2025-10-15,132.8313885993224
2025-10-16,132.94476741694882
2025-10-17,132.84989530160013
2025-10-20,132.9375930816754
2025-10-21,132.6346645674253
2025-10-22,132.46010430838723
2025-10-23,132.7428348516348
2025-10-24,132.95413518124153
2025-10-27,132.7198546815914
2025-10-28,132.67298509425615
2025-10-29,132.71413951323376
2025-10-30,132.6436941924562
2025-10-31,132.4712017044317
2025-11-03,132.44862376162686
2025-11-04,132.82030449471287
2025-11-05,132.79223375013632
2025-11-06,132.88738457985377
2025-11-07,132.4904667157803
2025-11-10,132.66345240620728
2025-11-11,132.74471305363897
2025-11-12,132.35813573660957
2025-11-13,132.56241240978844
2025-11-14,132.28189761991317
2025-11-17,132.39758440029476
2025-11-18,132.41004695563035
2025-11-19,132.58243788946643
2025-11-20,132.56026288226712
2025-11-21,132.61474420957236
2025-11-24,132.57642088121216
2025-11-25,132.61087906503676
2025-11-26,132.2605774462732
2025-11-27,132.37935623009432
2025-11-28,132.43117756943866
2025-12-01,132.28827767221986
2025-12-02,132.20855409262708
2025-12-03,132.12599536003995
2025-12-04,132.25272258413295
2025-12-05,131.81431851193184
2025-12-08,132.3435782301354
2025-12-09,131.81660800876196
2025-12-10,132.3043568625502
2025-12-11,132.09261199515794
2025-12-12,131.55006293785146
2025-12-15,130.69995749635189
2025-12-16,131.0604838390715
2025-12-17,130.50981190974062
2025-12-18,130.62436145102333
2025-12-19,130.49138958561974
2025-12-22,130.2716365946672
2025-12-23,130.16524891552834
2025-12-24,129.5480841049025
2025-12-25,129.40611761022504
2025-12-26,129.67301477397768
2025-12-29,129.6965801448215
2025-12-30,129.06711238529064
2025-12-31,129.5850769526527
