,Chile
2018-05-10,102.21245415184184
2018-05-11,102.4381251856937
2018-05-14,102.462851496626
2018-05-15,102.31159214516322
2018-05-17,101.75802975810674
2018-05-18,101.48037445522525
2018-05-22,101.51017499629576
2018-05-23,101.4862218298041
2018-05-24,101.41575991601755
2018-05-25,101.23867110890129
2018-05-28,101.29011953032861
2018-05-29,101.09604566173935
2018-05-30,101.13386334762534
2018-06-05,101.42697773522463
2018-06-06,101.49508545418607
2018-06-07,101.12431317044201
2018-06-08,101.34180323691304
2018-06-11,101.23293553862527
2018-06-12,101.51537370775547
2018-06-13,101.34099451665395
2018-06-14,101.5907627622789
2018-06-15,101.5778207038748
2018-06-18,101.48274483753514
2018-06-19,101.3504923004944
2018-06-20,101.37542728493511
2018-06-21,101.41099160018089
2018-06-22,101.16345462496778
2018-06-25,101.18647391945221
2018-06-26,101.50448381525949
2018-06-27,101.50567615231205
2018-06-28,101.37107098760217
2018-06-29,101.40457737507111
2018-07-03,101.49156015877567
2018-07-04,101.35742654052369
2018-07-05,101.48115628247388
2018-07-06,101.54511053200079
2018-07-09,101.31146377003265
2018-07-10,101.54231864028071
2018-07-11,101.57356973998021
2018-07-12,101.26342588731151
2018-07-13,101.51977534304277
2018-07-17,101.44549902129663
2018-07-18,101.33245368833612
2018-07-19,101.23608863283434
2018-07-20,101.25375440639091
2018-07-23,101.09104057294618
2018-07-24,100.98923044600978
2018-07-25,101.22671715613023
2018-07-26,101.03569086570646
2018-07-27,101.04480266810837
2018-07-30,101.01376195628495
2018-07-31,100.90463815943333
2018-08-01,100.9564911880894
2018-08-02,101.09499854115369
2018-08-03,101.25807576251968
2018-08-06,101.23900171562585
2018-08-07,101.26384264871606
2018-08-08,101.14590256099356
2018-08-09,100.95143135076687
2018-08-10,101.16377242016317
2018-08-13,101.14408741030137
2018-08-14,101.00686078036578
2018-08-16,100.79776683904464
2018-08-17,100.55272792497745
2018-08-20,101.13124652488075
2018-08-21,101.29358544760187
2018-08-22,101.33461354486624
2018-08-23,101.29261151976525
2018-08-24,101.59544297090038
2018-08-27,101.55990769975072
2018-08-28,101.73088553176439
2018-08-29,101.59128051366638
2018-08-30,101.89033857060915
2018-08-31,101.89004466372349
2018-09-03,101.82918007871697
2018-09-04,101.93785552991581
2018-09-05,101.28891909361573
2018-09-06,100.94252739468143
2018-09-07,100.99164412087124
2018-09-10,100.92023751065508
2018-09-11,101.25974239411019
2018-09-12,101.0215412150623
2018-09-13,100.67661424246874
2018-09-14,100.53482456166
2018-09-20,100.69854566220444
2018-09-21,100.77702538823637
2018-09-24,100.68867679584255
2018-09-25,100.68293415088934
2018-09-26,100.49359779728255
2018-09-27,100.59221827703475
2018-09-28,100.74622364092522
2018-10-01,100.72123112727598
2018-10-02,100.8188262190943
2018-10-03,100.95381648035246
2018-10-04,100.75395547206779
2018-10-05,100.56260203280189
2018-10-08,100.7799237489432
2018-10-09,100.72026306245017
2018-10-10,100.4282165588962
2018-10-11,100.60796631799154
