,India
2020-04-24,146.42157785038125
2020-04-27,146.70405268954966
2020-04-28,146.16895177803875
2020-04-29,145.59894189844206
2020-04-30,145.1620830230314
2020-05-04,145.17651902004116
2020-05-05,145.80905386218845
2020-05-06,144.86826087373424
2020-05-08,145.01894230288553
2020-05-11,145.1316728642219
2020-05-12,144.95875212659334
2020-05-13,144.89210197754275
2020-05-14,144.50498813035205
2020-05-15,142.60831030507683
2020-05-18,142.70437693525363
2020-05-19,142.8329456302573
2020-05-20,142.60946948223457
2020-05-21,142.85283661790422
2020-05-22,143.44599784485018
2020-05-25,143.41320518390287
2020-05-26,143.36235002044967
2020-05-27,143.43473648042936
2020-05-28,143.43026266143548
2020-05-29,143.45310514333198
2020-06-01,143.4039922755496
2020-06-02,143.60640023292163
2020-06-03,143.37377110484664
2020-06-04,143.08269648141444
2020-06-05,143.30594936276847
2020-06-08,143.42144340259665
2020-06-09,143.42144340259665
2020-06-10,143.3707151031998
2020-06-11,143.54423766727257
2020-06-12,143.25924027110554
2020-06-15,143.56320875840146
2020-06-16,143.56320875840146
2020-06-17,143.51263415246135
2020-06-18,143.45776706659288
2020-06-19,143.48360463507248
2020-06-22,143.49764082002773
2020-06-23,143.5192140243583
2020-06-24,143.60721528564605
2020-06-25,143.60721528564605
2020-06-26,143.60721528564605
2020-06-29,143.60721528564605
2020-06-30,143.60721528564605
2020-07-01,143.60721528564605
2020-07-02,143.60721528564605
2020-07-03,143.54956135940492
2020-07-06,143.2382619104985
2020-07-07,143.3602792826895
2020-07-08,143.40308705645612
2020-07-09,143.51737470773386
2020-07-10,143.63045593492018
2020-07-13,143.65311050450254
2020-07-14,143.87903475783114
2020-07-15,143.87903475783114
2020-07-16,143.87903475783114
2020-07-17,143.87903475783114
2020-07-20,143.82126058560405
2020-07-21,143.74444923541475
2020-07-22,143.80178221013975
2020-07-23,143.8150700927571
2020-07-24,143.87284357630816
2020-07-27,143.60676580348635
2020-07-28,143.83637412687577
2020-07-29,143.88991147138142
2020-07-30,143.88624759998083
2020-07-31,143.63429641082448
2020-08-03,143.63598962032117
2020-08-04,143.73402593172182
2020-08-05,143.81650429255816
2020-08-06,143.4398013088222
2020-08-07,143.42712596679203
2020-08-10,143.57087881914535
2020-08-11,143.4192746482694
2020-08-12,143.3200693598482
2020-08-13,143.35573378075128
2020-08-14,143.7542925110153
2020-08-17,143.727276451396
2020-08-18,143.69959711170006
2020-08-19,143.69652063761416
2020-08-20,143.31527281003244
2020-08-21,143.89843545193318
2020-08-24,143.89843545193318
2020-08-25,143.89843545193318
2020-08-26,143.79744596296058
2020-08-27,143.58206727213457
2020-08-28,144.05292912233034
2020-08-31,144.45348590303948
2020-09-01,144.35320127440846
2020-09-02,144.72186893414292
2020-09-03,144.72186893414292
2020-09-04,144.72186893414292
2020-09-07,144.72186893414292
2020-09-08,144.72186893414292
2020-09-09,144.72186893414292
2020-09-10,144.61123490883202
2020-09-11,145.21422636146315
2020-09-14,145.21422636146315
2020-09-15,145.21422636146315
2020-09-16,145.21422636146315
2020-09-17,145.10277016375915
2020-09-18,145.06289384109968
2020-09-21,144.97762565452675
2020-09-22,145.08046354024154
2020-09-23,144.97790922762462
2020-09-24,145.12192620347273
2020-09-25,145.47655303331734
2020-09-28,144.62820811163377
2020-09-29,144.82167825671831
2020-09-30,144.61448867996853
2020-10-01,144.44853885582478
2020-10-02,144.5552350946457
2020-10-05,144.6509417917535
2020-10-06,144.6154703804924
2020-10-07,144.31711784106375
2020-10-08,143.77590318464812
2020-10-09,143.65286130037225
2020-10-12,143.78809328176686
2020-10-13,143.4592859298639
2020-10-14,143.2835169397709
2020-10-15,143.2594595215147
2020-10-16,143.83095036323482
2020-10-19,144.00075779475998
2020-10-20,144.02419935890583
2020-10-21,143.91563952625822
2020-10-22,143.09441107651105
2020-10-23,143.64765862129101
2020-10-26,143.77342238783686
2020-10-27,143.58731054158415
2020-10-28,143.24540635472906
2020-10-29,143.85744708574012
2020-10-30,143.7562180514777
2020-11-02,143.8714514833699
2020-11-03,143.82278847630386
2020-11-04,143.60470314437637
2020-11-05,143.86173224931494
2020-11-06,143.5678165673867
2020-11-09,143.60782820858333
2020-11-10,143.7493226428911
2020-11-11,143.680455336072
2020-11-12,143.99910625268276
2020-11-13,143.99910625268276
2020-11-16,143.99910625268276
2020-11-17,143.99910625268276
2020-11-18,143.99910625268276
2020-11-19,143.99910625268276
2020-11-20,143.8881023872112
2020-11-23,143.62956494281923
2020-11-24,143.89637309805096
2020-11-25,143.78391005199643
2020-11-26,143.7424358375896
2020-11-27,143.59458392040162
2020-11-30,143.57091408917748
2020-12-01,143.6405077658385
2020-12-02,143.5480352795995
2020-12-03,143.50743449047715
2020-12-04,143.61235859256897
2020-12-07,143.648035832869
2020-12-08,143.64022718392908
2020-12-09,143.431018270134
2020-12-10,143.6179427419267
2020-12-11,143.57927969466613
2020-12-14,143.5210779726448
2020-12-15,143.55701460623095
2020-12-16,143.34581162997014
2020-12-17,143.4687571739305
2020-12-18,143.4687571739305
2020-12-21,143.3298282298416
2020-12-22,143.3824065770256
2020-12-23,143.2463997839448
2020-12-24,143.73745280602807
2020-12-25,143.7369723279448
2020-12-28,143.57108826973914
2020-12-29,143.1881945876696
2020-12-30,144.0820627566658
2020-12-31,144.49352865179222
2021-01-01,144.49352865179222
2021-01-04,144.49352865179222
2021-01-05,144.37447132958482
2021-01-06,144.2968443343786
2021-01-07,144.14332758192876
2021-01-08,143.9992086322824
2021-01-11,144.3706487178142
2021-01-12,143.5306955861436
2021-01-13,142.33390400535382
2021-01-14,142.122766264639
2021-01-15,142.33306691653885
2021-01-18,142.41758323566808
2021-01-19,142.39141198457776
2021-01-20,141.79557055940373
2021-01-21,140.61866961761035
2021-01-22,140.79759095391796
2021-01-25,140.77690226627132
2021-01-26,141.25972114025188
2021-01-27,141.22077405321915
2021-01-28,141.39933839917566
2021-01-29,141.70965076504268
2021-02-01,141.70965076504268
2021-02-02,141.6152792769567
2021-02-03,142.18820759406015
2021-02-04,142.17650617472947
2021-02-05,140.6710002231395
2021-02-08,140.18993430989835
2021-02-09,141.0825035217051
2021-02-10,140.39206370222814
2021-02-11,140.6248592899164
2021-02-12,140.59444470699682
2021-02-15,140.0514806641995
2021-02-16,140.35994875468947
2021-02-17,139.90301947978568
2021-02-18,140.3425711311447
2021-02-19,140.3425711311447
2021-02-22,140.3425711311447
2021-02-23,140.3425711311447
2021-02-24,140.3425711311447
2021-02-25,140.275516125354
2021-02-26,139.84281454824992
2021-03-01,139.6974165899126
2021-03-02,139.5667094930911
2021-03-03,139.75585275056457
2021-03-04,139.6063426185328
2021-03-05,139.88348948532604
2021-03-08,139.8187863671664
2021-03-09,139.75465515278555
2021-03-10,139.96998364582333
2021-03-11,139.67899824384244
2021-03-12,140.07518055119513
2021-03-15,140.07518055119513
2021-03-16,140.07518055119513
2021-03-17,140.07518055119513
2021-03-18,140.07518055119513
2021-03-19,140.07518055119513
2021-03-22,140.07518055119513
2021-03-23,140.07518055119513
2021-03-24,140.07518055119513
2021-03-25,140.07518055119513
2021-03-26,140.0112536194847
2021-03-29,139.9956643466688
2021-03-30,140.21606730108448
2021-03-31,140.38693596483367
2021-04-01,140.37087098589146
2021-04-02,140.33428902148424
2021-04-05,140.41497085303703
2021-04-06,140.41497085303703
2021-04-07,140.41497085303703
2021-04-08,140.34879058655451
2021-04-09,140.44217692129862
2021-04-12,139.41852564216816
2021-04-13,140.62916652124332
2021-04-14,140.6291046823369
2021-04-15,140.5447909008118
2021-04-16,140.53786050896238
2021-04-19,140.53973195836056
2021-04-20,140.18966034048142
2021-04-21,140.32392748017938
2021-04-22,140.41726026188525
2021-04-23,140.3574782355673
2021-04-26,140.42547846798374
2021-04-27,140.42547846798374
2021-04-28,140.42547846798374
2021-04-29,140.42547846798374
2021-04-30,140.42547846798374
2021-05-03,140.3621989204813
2021-05-04,140.5723714508398
2021-05-05,140.5723714508398
2021-05-06,140.505714788659
2021-05-07,140.2785437121571
2021-05-10,140.3750594892271
2021-05-11,140.3649410669839
2021-05-12,140.48821964922308
2021-05-13,140.46327525058186
2021-05-14,140.627786571567
2021-05-17,140.79757853863688
2021-05-18,140.87665161934063
2021-05-19,140.82605093073556
2021-05-20,140.75004192175723
2021-05-21,140.46540978296284
2021-05-24,140.66488745130297
2021-05-25,140.54575430555772
2021-05-27,140.38694047326993
2021-05-28,140.33497965696387
2021-05-31,140.38061077129666
2021-06-01,140.45110666491078
2021-06-02,139.8940545092504
2021-06-03,139.52980361858
2021-06-04,139.9326654496501
2021-06-07,139.7317192239582
2021-06-08,139.5366316174283
2021-06-09,139.63917527402992
2021-06-10,139.61425503772483
2021-06-11,139.6880791310247
2021-06-14,139.70340245779616
2021-06-15,139.75784625297945
2021-06-16,139.94932586598077
2021-06-17,139.87068620608815
2021-06-18,140.2060394341673
2021-06-21,140.26190796047655
2021-06-22,140.25992554951753
2021-06-23,140.1989881362337
2021-06-24,140.12344922972278
2021-06-25,140.31836763597647
2021-06-28,139.86295195929264
2021-06-29,140.14800888617006
2021-06-30,139.25679919798503
2021-07-01,139.20126050382245
2021-07-02,139.59510303109818
2021-07-05,139.6722472353381
2021-07-06,139.6905234448101
2021-07-07,139.66317094527247
2021-07-08,139.38296653391177
2021-07-09,139.17822210383704
2021-07-12,139.4199004185837
2021-07-13,139.19650586273582
2021-07-14,139.46933539846864
2021-07-15,139.46933539846864
2021-07-16,139.3685799276853
2021-07-19,139.39162051165107
2021-07-20,139.3592652638067
2021-07-22,139.3592652638067
2021-07-23,139.25436719267742
2021-07-26,139.5206059158648
2021-07-27,139.70598731881773
2021-07-28,139.70598731881773
2021-07-29,139.70598731881773
2021-07-30,139.59869200736205
2021-08-02,139.55399509742122
2021-08-03,139.61690819206842
2021-08-04,139.50687681885069
2021-08-05,139.67973316062313
2021-08-06,139.76661972006013
2021-08-09,139.8356276292657
2021-08-10,139.47625411534102
2021-08-11,139.289556822796
2021-08-12,139.49826286220303
2021-08-13,139.443273640523
2021-08-16,139.4428039164594
2021-08-17,139.51263722338655
2021-08-18,139.34074415964648
2021-08-19,139.41992658035213
2021-08-20,139.53915846889024
2021-08-23,139.53915846889024
2021-08-24,139.53915846889024
2021-08-25,139.42253130147827
2021-08-26,139.17241183636335
2021-08-27,139.39984225440327
2021-08-30,139.3912407048452
2021-08-31,139.49604504991336
2021-09-01,139.4884032509044
2021-09-02,139.1235138767823
2021-09-03,138.54897142645362
2021-09-06,138.9917455851854
2021-09-07,138.58869213022032
2021-09-08,138.9020627224682
2021-09-09,138.94290318487904
2021-09-10,138.9900472830313
2021-09-13,139.03350735815084
2021-09-14,138.08959313154037
2021-09-15,138.54714242100735
2021-09-16,138.51313339686902
2021-09-17,138.77905685595874
2021-09-20,138.94264907746705
2021-09-21,138.7675057884211
2021-09-22,138.8245310440348
2021-09-23,138.8245310440348
2021-09-24,138.8245310440348
2021-09-27,138.8245310440348
2021-09-28,138.8245310440348
2021-09-29,138.8245310440348
2021-09-30,138.68797870796982
2021-10-01,139.46614025583634
2021-10-04,139.68629988348368
2021-10-05,139.346646764632
2021-10-06,138.7864839429249
2021-10-07,138.76872601888468
2021-10-08,137.82429361506067
2021-10-11,137.4906000409461
2021-10-12,137.61676574431291
2021-10-13,137.98278833689668
2021-10-14,138.14812183160765
2021-10-15,137.9975343077053
2021-10-18,137.25284560312713
2021-10-19,136.81930774081928
2021-10-20,137.572201161613
2021-10-21,138.1449591320801
2021-10-22,137.97099549143098
2021-10-25,138.00622483555688
2021-10-26,138.23484344516575
2021-10-27,137.88913867308915
2021-10-28,138.3105587764663
2021-10-29,138.15598896123686
2021-11-01,137.46235700652068
2021-11-02,137.25079364987903
2021-11-03,137.92217384813645
2021-11-08,137.82143613440968
2021-11-09,137.6577664732044
2021-11-10,138.16907334603897
2021-11-11,136.48717793125974
2021-11-12,137.24155771407274
2021-11-15,136.87737811551642
2021-11-16,136.6439785494195
2021-11-17,136.36602227280454
2021-11-18,136.6800492689406
2021-11-19,136.77939283474646
2021-11-22,136.87893497101072
2021-11-23,136.80354145655787
2021-11-24,136.80354145655787
2021-11-25,136.80354145655787
2021-11-26,136.72803959649823
2021-11-29,136.94809974086047
2021-11-30,137.24734219640993
2021-12-01,136.7861163070429
2021-12-02,136.67447298122843
2021-12-03,136.95476491777856
2021-12-06,136.62594805667894
2021-12-07,136.49068074053113
2021-12-08,136.70032054772574
2021-12-09,136.7358661558101
2021-12-10,136.82589987922393
2021-12-13,136.9026641755298
2021-12-14,136.67338997951097
2021-12-15,136.82026061404767
2021-12-16,136.72098900389628
2021-12-17,136.73374571211681
2021-12-20,136.38536809206232
2021-12-21,135.93745561364386
2021-12-22,136.24427945280698
2021-12-23,136.19400889136378
2021-12-24,136.1437708281636
2021-12-27,136.24104712501997
2021-12-28,136.2166739265152
2021-12-29,136.37930648208413
2021-12-30,136.50742383681538
2021-12-31,136.43088140044202
2022-01-03,136.716625769312
2022-01-04,136.64112569571753
2022-01-05,136.1374870115528
2022-01-06,136.30313174923128
2022-01-07,135.8213831599161
2022-01-10,136.25933757561904
2022-01-11,136.2032500380356
2022-01-12,136.48286628134284
2022-01-13,136.07075600257082
2022-01-14,135.91021071802743
2022-01-17,135.45580523574483
2022-01-18,135.77388797502556
2022-01-19,135.44091306734487
2022-01-20,135.13732310675525
2022-01-21,134.78040867341954
2022-01-24,135.0326210313025
2022-01-25,135.00791483437814
2022-01-26,134.77592453676127
2022-01-27,134.89837903093118
2022-01-28,134.84769634632815
2022-01-31,135.12079251803243
2022-02-01,135.12079251803243
2022-02-02,135.12079251803243
2022-02-03,135.12079251803243
2022-02-04,135.12079251803243
2022-02-07,135.04572186536535
2022-02-08,134.59764735598358
2022-02-09,134.62466830065443
2022-02-10,135.701476198165
2022-02-11,135.62514076233862
2022-02-14,135.95123894961202
2022-02-15,135.44869707346598
2022-02-16,135.43323504398725
2022-02-17,135.1244864213728
2022-02-18,135.3291643786821
2022-02-21,134.7415538869987
2022-02-22,134.80061988160082
2022-02-23,134.87136560610082
2022-02-24,134.8407026597725
2022-02-25,135.13073275575542
2022-02-28,135.1561221991028
2022-03-02,135.36532065170798
2022-03-03,135.36532065170798
2022-03-04,135.36532065170798
2022-03-07,135.36532065170798
2022-03-08,135.36532065170798
2022-03-09,135.36532065170798
2022-03-10,135.36532065170798
2022-03-11,135.28746078005562
2022-03-14,135.4704825740871
2022-03-15,135.8076869069489
2022-03-16,135.8076869069489
2022-03-17,135.8076869069489
2022-03-18,135.8076869069489
2022-03-21,135.8076869069489
2022-03-22,135.8076869069489
2022-03-23,135.72884785032093
2022-03-24,136.12343915642498
2022-03-25,136.0304358591299
2022-03-28,135.9773287573996
2022-03-29,135.86839045400976
2022-03-30,135.90252020946784
2022-03-31,135.90503319219272
2022-04-04,136.25552330548115
2022-04-05,136.25552330548115
2022-04-06,136.1821842816199
2022-04-07,136.14822327104915
2022-04-08,134.23330959384313
2022-04-11,135.36013171643214
2022-04-12,135.70318191751514
2022-04-13,134.50160042662506
2022-04-18,134.83171980991543
2022-04-19,134.84837032298321
2022-04-20,134.50496282828288
2022-04-21,134.762022307681
2022-04-22,134.3360331801388
2022-04-25,134.72581522616872
2022-04-26,134.5903119671781
2022-04-27,134.57806841952336
2022-04-28,134.22944368130706
2022-04-29,134.68291508546798
2022-05-03,134.4138852285431
2022-05-04,128.4500437781386
2022-05-05,130.54976218875015
2022-05-06,130.4846947985892
2022-05-09,130.53185800116697
2022-05-10,130.5287486992684
2022-05-11,130.54590539538634
2022-05-12,130.54590539538634
2022-05-13,130.54590539538634
2022-05-17,130.54590539538634
2022-05-18,130.54590539538634
2022-05-19,130.54590539538634
2022-05-20,130.54590539538634
2022-05-23,130.54590539538634
2022-05-24,130.54590539538634
2022-05-25,130.54590539538634
2022-05-26,130.54590539538634
2022-05-27,130.54590539538634
2022-05-30,130.54590539538634
2022-05-31,130.54590539538634
2022-06-01,130.54590539538634
2022-06-02,130.54590539538634
2022-06-03,130.5307691667936
2022-06-06,130.55261347972444
2022-06-07,130.55261347972444
2022-06-08,130.55261347972444
2022-06-09,130.55261347972444
2022-06-10,130.55261347972444
2022-06-13,130.5375014383267
2022-06-14,130.57160880348252
2022-06-15,130.61537442050025
2022-06-16,130.3418122118409
2022-06-17,130.39715067322297
2022-06-20,130.32220613309335
2022-06-21,130.53222534891228
2022-06-22,130.48751455279915
2022-06-23,130.59073817369108
2022-06-24,130.59073817369108
2022-06-27,130.59073817369108
2022-06-28,130.59073817369108
2022-06-29,130.59073817369108
2022-06-30,130.59073817369108
2022-07-01,130.59073817369108
2022-07-04,130.59073817369108
2022-07-05,130.59073817369108
2022-07-06,130.59073817369108
2022-07-07,130.59073817369108
2022-07-08,130.59073817369108
2022-07-11,130.59073817369108
2022-07-12,130.59073817369108
2022-07-13,130.59073817369108
2022-07-14,130.57553495680705
2022-07-15,130.6975714225853
2022-07-18,130.85312984455527
2022-07-19,130.83786985957641
2022-07-20,130.84624147874126
2022-07-21,130.9497323345235
2022-07-22,130.9497323345235
2022-07-25,130.9497323345235
2022-07-26,130.9344672594037
2022-07-27,130.97142044734537
2022-07-28,131.00285440130443
2022-07-29,131.00487889083988
2022-08-01,131.02699880782473
2022-08-02,131.09696437014108
2022-08-03,131.09696437014108
2022-08-04,131.043709090345
2022-08-05,131.04729057092513
2022-08-08,131.28015288580906
2022-08-10,131.28015288580906
2022-08-11,131.28015288580906
2022-08-12,131.28015288580906
2022-08-16,131.28015288580906
2022-08-17,131.28015288580906
2022-08-18,131.22564466972392
2022-08-19,131.7978690809661
2022-08-22,132.3309077718329
2022-08-23,132.30289473902457
2022-08-24,132.27338979748092
2022-08-25,131.9319055491005
2022-08-26,131.8883127904793
2022-08-29,131.8024671004195
2022-08-30,132.22077313062172
2022-09-01,132.22077313062172
2022-09-02,132.22077313062172
2022-09-05,132.22077313062172
2022-09-06,132.22077313062172
2022-09-07,132.22077313062172
2022-09-08,132.22077313062172
2022-09-09,132.22077313062172
2022-09-12,132.22077313062172
2022-09-13,132.22077313062172
2022-09-14,132.16523579753695
2022-09-15,132.50496505868955
2022-09-16,132.44629447855198
2022-09-19,132.19892061471546
2022-09-20,132.30584460201422
2022-09-21,132.54612709523522
2022-09-22,132.1291222219766
2022-09-23,131.8421795829555
2022-09-26,132.09172442561191
2022-09-27,132.43929024438873
2022-09-28,132.38139065975076
2022-09-29,132.6049859257836
2022-09-30,132.72336570467712
2022-10-03,132.5917005299134
2022-10-04,132.53784731609076
2022-10-06,132.53243914221974
2022-10-07,132.7826220263531
2022-10-10,132.8461520169885
2022-10-11,132.7882064815275
2022-10-12,132.70286278811022
2022-10-13,132.3900846338026
2022-10-14,132.65265444154417
2022-10-17,132.20297923833527
2022-10-18,132.47567971979134
2022-10-19,132.3989410263244
2022-10-20,132.92178915990814
2022-10-21,132.92178915990814
2022-10-25,132.85813327466184
2022-10-27,133.67973810645142
2022-10-28,132.8118697703943
2022-10-31,132.81980761968714
2022-11-01,133.01318940524416
2022-11-02,132.76166417469
2022-11-03,133.11390588104405
2022-11-04,133.05520144125924
2022-11-07,132.89170465813464
2022-11-08,133.23592122586345
2022-11-09,133.23592122586345
2022-11-10,133.1779231653656
2022-11-11,133.50371148391613
2022-11-14,133.49126970885328
2022-11-15,133.5107843144139
2022-11-16,133.56617745398123
2022-11-17,133.50800494826603
2022-11-18,132.8818962684442
2022-11-21,133.17995702806923
2022-11-22,133.2196783659032
2022-11-23,132.9524606048241
2022-11-24,132.73913036303463
2022-11-25,132.62087353136351
2022-11-28,132.86456271751675
2022-11-29,132.6450316863767
2022-11-30,132.65894981081016
2022-12-01,132.80184969765148
2022-12-02,132.8178672195424
2022-12-05,132.82387719532642
2022-12-06,132.86955588165605
2022-12-07,132.51676171194
2022-12-08,132.53448057137163
2022-12-09,132.37320668929544
2022-12-12,132.63658394801067
2022-12-13,132.63658394801067
2022-12-14,132.63658394801067
2022-12-15,132.63658394801067
2022-12-16,132.5752042286553
2022-12-19,132.37346795929196
2022-12-20,132.27873340740905
2022-12-21,132.54527077175106
2022-12-22,132.65329068274343
2022-12-23,132.65329068274343
2022-12-26,132.65329068274343
2022-12-27,132.65329068274343
2022-12-28,132.65329068274343
2022-12-29,132.65329068274343
2022-12-30,132.65329068274343
2023-01-03,132.65329068274343
2023-01-04,132.65329068274343
2023-01-05,132.65329068274343
2023-01-06,132.58362100512736
2023-01-09,132.58986977722185
2023-01-10,132.69449820822032
2023-01-11,132.4522410343105
2023-01-12,132.74918404635366
2023-01-13,132.74918404635366
2023-01-16,132.6775742471281
2023-01-17,132.34592373386405
2023-01-18,132.5010004660313
2023-01-19,132.5836287903082
2023-01-20,132.49156627138927
2023-01-23,132.46184110399744
2023-01-24,132.4597669089718
2023-01-25,132.5112833581093
2023-01-26,132.5001165640926
2023-01-27,131.64647538406652
2023-01-30,131.82936833371554
2023-01-31,131.95807722586588
2023-02-01,132.1942949185383
2023-02-02,132.1942949185383
2023-02-03,132.09995799220874
2023-02-06,132.1212204658715
2023-02-07,132.14881123305526
2023-02-08,132.99874462158004
2023-02-09,133.2963654039117
2023-02-10,132.85564174830432
2023-02-13,132.83431560320648
2023-02-14,132.41684515405046
2023-02-15,132.7396913956043
2023-02-16,133.01275853484717
2023-02-17,132.9135405171176
2023-02-20,133.29317745178614
2023-02-21,133.28042773756587
2023-02-22,133.31699151931895
2023-02-23,133.31699151931895
2023-02-24,133.217406145371
2023-02-27,133.77145271155808
2023-02-28,133.77145271155808
2023-03-01,133.77145271155808
2023-03-02,133.77145271155808
2023-03-03,133.67705448846573
2023-03-06,133.45445586593465
2023-03-07,133.45248834403387
2023-03-08,133.9868849641229
2023-03-09,133.9868849641229
2023-03-10,133.89192286204374
2023-03-13,133.43417472552974
2023-03-14,133.3857255945356
2023-03-15,133.09733035453897
2023-03-16,133.46275459713073
2023-03-17,133.6865785629871
2023-03-20,133.2991672640992
2023-03-21,133.5612059456515
2023-03-22,133.56076200609422
2023-03-23,133.58014014095298
2023-03-24,133.51983254224447
2023-03-27,133.51983254224447
2023-03-28,133.42710775030403
2023-03-29,133.5441700547408
2023-03-31,133.3776656834145
2023-04-03,133.09213523312442
2023-04-05,133.51900289845756
2023-04-06,133.6717892275989
2023-04-07,133.6717892275989
2023-04-10,133.5838170025417
2023-04-11,133.79540311194665
2023-04-12,133.42284245548294
2023-04-13,133.9022845977623
2023-04-14,133.61609046665734
2023-04-17,133.60231618448552
2023-04-18,133.90502782565926
2023-04-19,133.71837782477013
2023-04-20,134.01288269470953
2023-04-21,133.92722750863095
2023-04-24,133.87383152596607
2023-04-25,133.2995256935234
2023-04-26,133.42467013610386
2023-04-27,133.35883720937
2023-04-28,133.2803401686756
2023-05-02,133.38380559476872
2023-05-03,133.4749242617618
2023-05-04,133.2231683605967
2023-05-05,133.2229719993298
2023-05-08,133.26628535916842
2023-05-09,133.44631340762572
2023-05-10,133.44631340762572
2023-05-11,133.44631340762572
2023-05-12,133.44631340762572
2023-05-15,133.44631340762572
2023-05-16,133.44631340762572
2023-05-17,133.44631340762572
2023-05-18,133.44631340762572
2023-05-19,133.44631340762572
2023-05-22,133.34791162803052
2023-05-23,133.70363786398556
2023-05-24,133.60935389865546
2023-05-25,133.6500480434268
2023-05-26,134.0364278665929
2023-05-29,133.7225270508857
2023-05-30,133.86426772575862
2023-05-31,133.78635462099277
2023-06-01,133.96677092516643
2023-06-02,134.21715575060495
2023-06-05,134.21715575060495
2023-06-06,134.11655004868803
2023-06-07,134.02855492265678
2023-06-08,133.88541925475167
2023-06-09,134.1206943934264
2023-06-12,134.1206943934264
2023-06-13,134.1206943934264
2023-06-14,134.1206943934264
2023-06-15,134.1206943934264
2023-06-16,134.01537167660288
2023-06-19,134.26122615601213
2023-06-20,134.158783692529
2023-06-21,134.34220906895794
2023-06-22,134.2889046781811
2023-06-23,134.3539711595859
2023-06-26,134.27768510606785
2023-06-27,134.054274653517
2023-06-28,134.02153667378406
2023-06-29,134.03495814436135
2023-06-30,134.4218700183612
2023-07-03,133.81776716993616
2023-07-04,134.26385208265953
2023-07-05,133.70042506156489
2023-07-06,133.6392269582473
2023-07-07,133.6376113104887
2023-07-10,133.52451219669425
2023-07-11,133.6816634814781
2023-07-12,133.76344090481095
2023-07-13,133.68787790388672
2023-07-14,133.79600030568895
2023-07-17,133.79600030568895
2023-07-18,133.68116262473367
2023-07-19,133.52985597574641
2023-07-20,133.6814153129057
2023-07-21,133.6548961513627
2023-07-24,133.41782153485647
2023-07-25,133.68125252773433
2023-07-26,133.61705104295135
2023-07-27,133.4919923121006
2023-07-28,133.66142555277779
2023-07-31,133.1080181527495
2023-08-01,132.95719955448973
2023-08-02,132.97408904065608
2023-08-03,133.9493017103635
2023-08-04,134.2247494069599
2023-08-07,134.2247494069599
2023-08-08,134.2247494069599
2023-08-09,134.2247494069599
2023-08-10,134.1131788031194
2023-08-11,134.76423149932947
2023-08-14,134.07660353708155
2023-08-15,134.2540234770648
2023-08-16,134.14878831908166
2023-08-17,134.74324086152535
2023-08-18,134.75464125053662
2023-08-21,134.14568716980276
2023-08-22,135.05413101213603
2023-08-23,135.05413101213603
2023-08-24,135.05413101213603
2023-08-25,135.05413101213603
2023-08-28,135.05413101213603
2023-08-29,135.05413101213603
2023-08-30,135.05413101213603
2023-08-31,134.95309323229583
2023-09-01,134.91980943612586
2023-09-04,135.1236279772961
2023-09-05,135.02849970606002
2023-09-06,134.86073951072615
2023-09-07,134.80328688919238
2023-09-08,134.96977153937954
2023-09-11,134.6705048155259
2023-09-12,134.25723319859128
2023-09-13,134.49526505870466
2023-09-14,134.48839616123428
2023-09-15,134.6655595565116
2023-09-18,134.20583162248062
2023-09-19,134.47430822436817
2023-09-20,134.43295954608632
2023-09-21,134.5526941848655
2023-09-22,134.55854730288314
2023-09-25,134.52988379010873
2023-09-26,134.472285674823
2023-09-27,134.52386297205098
2023-09-28,134.52386297205098
2023-09-29,134.52386297205098
2023-10-03,134.52386297205098
2023-10-04,134.42483102513245
2023-10-05,134.5902708618872
2023-10-06,135.03240436986871
2023-10-09,134.65164839195708
2023-10-10,134.88770294669007
2023-10-11,134.94317214984684
2023-10-12,134.84701786605427
2023-10-13,135.01996789173603
2023-10-16,135.01996789173603
2023-10-17,135.01996789173603
2023-10-18,135.01996789173603
2023-10-19,134.92460361254234
2023-10-20,134.87637690445723
2023-10-23,135.09740154861248
2023-10-24,135.09740154861248
2023-10-25,135.00254734029076
2023-10-26,135.21778244328257
2023-10-27,135.21778244328257
2023-10-30,135.122495410569
2023-10-31,135.12497054103065
2023-11-01,135.13995418806184
2023-11-02,135.10284822022365
2023-11-03,135.21920670950422
2023-11-06,135.28204772110715
2023-11-07,135.51227836267444
2023-11-08,135.32518942511197
2023-11-09,135.22176046042125
2023-11-10,135.57041772103895
2023-11-13,135.57041772103895
2023-11-14,135.57041772103895
2023-11-15,135.57041772103895
2023-11-16,135.57041772103895
2023-11-17,135.57041772103895
2023-11-20,135.43976594644798
2023-11-21,135.49645292242914
2023-11-22,135.60450234403922
2023-11-23,135.73190592987606
2023-11-24,135.73190592987606
2023-11-28,135.6026206223375
2023-11-29,135.69856487707665
2023-11-30,135.7042165773838
2023-12-01,135.6555169939927
2023-12-04,135.6555169939927
2023-12-05,135.50547975786148
2023-12-06,135.4978548269752
2023-12-07,135.4978548269752
2023-12-08,135.4978548269752
2023-12-11,135.4978548269752
2023-12-12,135.34005928136676
2023-12-13,135.27737167262765
2023-12-14,135.4584087400433
2023-12-15,134.79818598979995
2023-12-18,134.7987888748093
2023-12-19,134.91909337439196
2023-12-20,134.56466091809023
2023-12-21,135.15277869511863
2023-12-22,134.9915577732437
2023-12-26,134.92094556193862
2023-12-27,135.1512012024106
