,EU
sharpe,1.273045022790609
cagr,0.043965046189955004
volatility,0.034261356515289776
sortino,1.9663172419988815
calmar,
skew,0.03631770103087629
kurtosis,8.930800947395259
max_drawdown,-0.06834686872042861
win_rate,0.4521575984990619
daily_value_at_risk,-0.00337694569982015
breakeven,9.478985196413035e-06
