,India
sharpe,0.9104697201270432
cagr,0.031783762925694514
volatility,0.035045340006255775
sortino,1.2811195920225622
calmar,
skew,-3.095433326548141
kurtosis,74.98289431391827
max_drawdown,-0.12765456974649303
win_rate,0.48363431151241537
daily_value_at_risk,-0.0035046413784306594
breakeven,1.920103966230616e-05
