Factor,Region,Beta,|Beta|,T-Stat,P-Value,R-Squared,Bucket,Multiplier,Direction
DXY,Chile,-0.011727686688170572,0.011727686688170572,-2.036887300437117,0.04166133705483352,0.0040207604445919864,High,2.0,-1.0
