Country,RMSE,MAE,MAPE_pct,sMAPE_pct,MAAPE,R2,Correlation,Baseline_RMSE,Baseline_MAE,Baseline_MAPE_pct,Baseline_sMAPE_pct,Baseline_MAAPE,Baseline_R2,RMSE_improvement_pct,MAE_improvement_pct,N_test,N_features
US,1.5738622704857645,0.7166063943756281,5259499.229814508,18.06334941302093,0.15272921547693474,0.9882614172745997,0.9941146071926988,7.911813198800382,3.757270243570125,74840413.13293141,48.344539431787645,0.4008117597725225,0.7033568898178627,80.10743895312899,80.92747266178237,615,29
Mexico,2.4858993867444132,1.4475340720591898,81052624912.7126,33.80015457050564,0.2759681051813192,0.9265315600427074,0.9625757619191252,3.6596826736032826,2.448110364258842,89614334020.31456,50.79034400911596,0.3967266805258514,0.8407715808182923,32.07336240721591,40.87137192863336,326,8
Chile,1.1792181779423245,0.8706585898570128,8688886.21972147,30.038450623376644,0.2495541184470521,0.9958891715621109,0.9979531867661602,4.9128162136075115,3.091977274691515,19051987.005997084,69.77695384451233,0.47004910062669925,0.9286486726179755,75.99710376553213,71.84136516838151,34,11
Brazil,1.0660146376436634,0.6571862899709818,11704422.68904133,34.70120543466841,0.27523090069933537,0.9914492957034663,0.9957165118511986,5.073275411080029,3.0330049876504996,50484025.63779083,82.27266207776337,0.5929026422575043,0.8063344247215267,78.9876450366663,78.33217246107903,548,20
EU,1.343892354870845,0.8083799269133031,4134073.608221141,45.63703272457092,0.33747637969401373,0.9833853317833988,0.9916639670434584,3.5243509074185693,1.9354696073955604,8753101.509296698,66.97084474319934,0.48519466024110397,0.8857329560013711,61.868372640135696,58.23339597664419,957,17
India,1.9120840076500307,1.10249081680137,15519237.869861778,18.406551651602214,0.1520075395431255,0.9937287306832941,0.9968799280690751,10.00194613644961,6.546863258610697,233904330.85703003,64.91477652986954,0.46111479017532675,0.828402665969331,80.88288037583091,83.1600146016288,556,76
China,2.0899972742376276,1.1870709784902143,26590095.14485755,29.88621530424816,0.237490307361393,0.9789522095353643,0.9895038085914176,6.45933255970204,4.187396834566322,83783183.29891497,67.24782613489614,0.5039537579548357,0.7989563493183216,67.64375800564082,71.65133792213997,523,64
