Tenor,spread_3m_10y,spread_9m_1y,spread_9m_18m,spread_9m_2y,fly_1m_3m_6m,fly_1y_18m_2y,fly_18m_2y_3y,fly_2y_3y_5y,fly_5y_7y_10y,fly_10y_12y_15y,fly_12y_15y_20y
2024-02-05,-207.5,-31.49999999999995,-66.5,-96.0,-41.00000000000001,5.500000000000149,13.49999999999998,15.25000000000016,6.249999999999822,-0.5000000000000782,-6.500000000000128
2024-02-06,-212.7499999999999,-31.99999999999994,-67.49999999999999,-99.50000000000001,-41.00000000000001,3.500000000000014,16.99999999999999,13.4999999999998,9.750000000000014,-0.5499999999999616,-3.900000000000148
2024-02-07,-211.75,-31.74999999999999,-66.30000000000003,-98.00000000000004,-39.49999999999996,2.84999999999993,16.95000000000011,14.25000000000001,8.999999999999986,-1.449999999999996,-3.099999999999881
2024-02-08,-202.5,-31.50000000000004,-63.70000000000005,-93.50000000000006,-33.59999999999985,2.399999999999913,13.79999999999999,16.30000000000003,8.29999999999984,-1.750000000000007,-1.999999999999957
2024-02-09,-199.25,-29.0,-57.80000000000003,-85.50000000000004,-34.99999999999996,1.099999999999923,12.70000000000007,15.24999999999999,9.249999999999936,-0.5000000000000782,-4.499999999999815
2024-02-12,-197.0000000000001,-27.50000000000004,-55.50000000000006,-83.0,-34.99999999999996,0.5000000000000782,13.4999999999998,15.7,5.19999999999996,-1.500000000000057,-4.750000000000121
2024-02-13,-185.4999999999999,-26.50000000000006,-52.25,-77.50000000000003,-32.09999999999997,0.4999999999999005,13.25000000000003,13.49999999999998,5.000000000000071,-0.9999999999999787,-2.000000000000135
2024-02-14,-187.25,-25.10000000000003,-50.60000000000002,-76.10000000000001,-28.49999999999984,0.0,14.49999999999996,12.9999999999999,5.499999999999972,-4.000000000000092,0.9999999999999787
2024-02-15,-186.0,-25.0,-50.49999999999999,-75.0,-33.39999999999996,0.9999999999999787,16.99999999999999,10.50000000000004,3.999999999999915,-1.500000000000057,-5.499999999999972
2024-02-16,-176.25,-22.49999999999996,-45.2,-66.5,-33.00000000000001,1.400000000000112,13.29999999999991,12.5,3.749999999999964,1.77635683940025e-13,-1.250000000000107
2024-02-19,-175.5,-22.6,-45.39999999999998,-69.09999999999998,-32.00000000000003,-0.9000000000000341,15.7,15.50000000000011,6.00000000000005,-0.2000000000000668,-4.600000000000115
2024-02-20,-171.75,-20.50000000000001,-38.99999999999997,-60.25,-34.99999999999996,-2.750000000000163,13.49999999999998,12.5,3.249999999999886,-0.5000000000000782,-1.500000000000057
2024-02-21,-169.0,-21.0,-38.25000000000003,-58.5,-33.00000000000018,-2.999999999999936,13.74999999999993,8.750000000000036,1.249999999999929,-0.2000000000000668,-2.099999999999902
2024-02-22,-162.0,-20.89999999999996,-37.89999999999996,-57.39999999999998,-25.0,-2.500000000000036,16.49999999999991,4.750000000000121,3.250000000000064,-1.249999999999929,-0.9999999999999787
2024-02-23,-159.0000000000001,-21.0,-39.99999999999994,-58.74999999999994,-18.50000000000005,0.2499999999999503,14.25000000000001,7.750000000000057,4.499999999999993,-0.2000000000000668,-1.600000000000001
2024-02-26,-155.75,-20.15000000000002,-38.64999999999998,-55.40000000000003,-20.50000000000001,1.750000000000007,9.750000000000192,10.99999999999994,6.000000000000227,-4.000000000000092,-0.9999999999999787
2024-02-27,-152.4999999999999,-18.50000000000005,-37.25000000000005,-56.50000000000004,-15.00000000000004,-0.5000000000000782,12.75000000000013,10.24999999999991,5.750000000000099,-0.999999999999801,-0.9999999999999787
2024-02-28,-144.5,-16.74999999999995,-34.74999999999993,-52.25,-4.499999999999993,0.4999999999999005,10.00000000000014,10.74999999999999,4.750000000000121,-1.000000000000156,-1.500000000000057
2024-02-29,-142.01,-18.1,-33.59999999999994,-51.10000000000001,-0.9999999999999787,-2.000000000000135,10.50000000000022,9.499999999999886,4.490000000000016,0.4900000000001015,-4.499999999999993
2024-03-01,-144.0,-17.19999999999997,-34.69999999999995,-52.69999999999992,-5.500000000000149,-0.4999999999999005,11.24999999999989,11.5000000000002,3.499999999999837,0.0,-6.49999999999995
2024-03-04,-142.5,-17.19999999999997,-34.70000000000005,-53.95000000000003,-12.9999999999999,-1.750000000000007,15.00000000000004,7.749999999999879,4.000000000000092,-1.77635683940025e-13,-11.50000000000002
2024-03-05,-149.2500000000001,-17.99999999999997,-34.49999999999997,-56.50000000000004,-10.90000000000018,-5.499999999999972,17.50000000000007,7.000000000000028,5.500000000000149,-0.5000000000000782,-2.500000000000036
2024-03-06,-157.5,-19.00000000000004,-37.5,-59.50000000000006,-8.000000000000007,-3.500000000000192,14.50000000000014,9.749999999999837,3.250000000000064,-1.500000000000057,-3.499999999999837
2024-03-07,-158.0,-19.50000000000003,-41.24999999999996,-64.25,-7.399999999999984,-1.250000000000107,13.15000000000008,11.14999999999995,2.399999999999913,-0.3000000000000114,-1.29999999999999
2024-03-08,-157.5,-16.5,-39.70000000000002,-65.00000000000003,-9.09999999999993,-2.10000000000008,12.5,12.90000000000013,2.800000000000047,-0.4999999999999005,-2.250000000000085
2024-03-11,-151.75,-16.00000000000001,-35.99999999999994,-62.00000000000001,-6.750000000000078,-6.000000000000227,12.75000000000013,11.99999999999992,5.499999999999972,-0.700000000000145,-2.59999999999998
2024-03-12,-148.5,-14.99999999999995,-32.50000000000001,-57.50000000000001,-11.99999999999992,-7.499999999999929,12.0000000000001,10.25000000000009,5.250000000000021,3.000000000000114,-3.500000000000014
2024-03-13,-145.2500000000001,-16.5,-33.25000000000004,-57.00000000000003,-10.25000000000009,-6.999999999999851,11.50000000000002,10.99999999999994,5.499999999999972,1.799999999999891,-3.399999999999892
2024-03-14,-138.1,-18.59999999999999,-35.00000000000006,-55.79999999999998,-15.19999999999992,-4.399999999999871,9.899999999999842,9.09999999999993,7.599999999999874,1.000000000000156,-1.700000000000124
2024-03-15,-135.01,-18.50000000000005,-35.50000000000004,-54.40000000000005,-16.50000000000009,-1.900000000000013,9.29000000000002,6.620000000000026,7.989999999999853,1.49000000000008,-1.010000000000133
2024-03-18,-134.5,-16.60000000000004,-34.60000000000001,-56.11000000000006,-17.3,-3.509999999999991,13.02000000000003,5.489999999999817,8.500000000000085,0.4999999999999005,-1.199999999999868
2024-03-19,-130.0,-13.50000000000007,-32.00000000000003,-53.00000000000003,-14.99999999999986,-2.500000000000036,12.97999999999995,5.340000000000167,7.30000000000004,0.7499999999998508,-2.499999999999858
2024-03-20,-126.5,-12.99999999999999,-29.0,-50.0,-12.9999999999999,-5.000000000000071,11.99999999999992,6.00000000000005,6.49999999999995,0.3000000000000114,-0.4000000000001336
2024-03-21,-120.8,-11.39999999999999,-25.19999999999998,-45.39999999999998,-14.49999999999996,-6.400000000000006,12.40000000000006,6.550000000000011,6.350000000000122,-0.2000000000000668,-1.29999999999999
2024-03-22,-119.0,-10.70000000000002,-24.45000000000004,-44.20000000000002,-13.20000000000014,-5.999999999999872,11.25000000000007,8.000000000000007,7.499999999999929,-0.4999999999999005,-0.5000000000000782
2024-03-25,-117.5,-11.50000000000002,-22.70000000000003,-42.49999999999999,-10.9,-8.60000000000003,11.29999999999995,6.200000000000117,6.700000000000017,-1.999999999999957,1.500000000000057
2024-03-26,-111.25,-11.55000000000008,-23.00000000000004,-43.40000000000002,-5.749999999999922,-8.950000000000102,12.29999999999993,5.499999999999972,6.949999999999967,0.05000000000006111,-1.900000000000013
2024-03-27,-105.0,-10.50000000000004,-23.24999999999999,-44.50000000000003,-7.500000000000107,-8.500000000000085,13.25000000000003,5.500000000000149,5.500000000000149,-1.100000000000101,0.2000000000000668
2024-03-28,-104.5,-10.59999999999999,-22.10000000000001,-44.59999999999997,-10.74999999999999,-10.99999999999994,13.99999999999988,5.499999999999972,7.499999999999929,-1.500000000000057,0.9899999999998244
2024-03-29,-104.5,-10.74999999999999,-22.25000000000001,-44.85000000000001,-10.74999999999999,-11.09999999999989,14.19999999999995,5.399999999999849,7.499999999999929,-1.500000000000057,0.9899999999998244
2024-04-01,-105.5000000000001,-10.00000000000005,-23.74999999999998,-45.06000000000006,-12.5,-7.560000000000144,12.8700000000002,3.939999999999877,5.499999999999972,-1.499999999999879,0.9999999999999787
2024-04-02,-104.5,-8.899999999999952,-21.89999999999994,-43.93999999999991,-10.49999999999986,-9.039999999999893,12.57999999999981,4.460000000000086,4.499999999999993,-1.400000000000112,0.4999999999999005
2024-04-03,-109.25,-11.40000000000008,-23.20000000000002,-45.92,-14.00000000000023,-10.91999999999995,14.73999999999993,2.979999999999983,4.000000000000092,-1.29999999999999,1.399999999999935
2024-04-04,-104.7000000000001,-12.99999999999999,-26.19999999999996,-49.50000000000001,-12.90000000000013,-10.10000000000009,16.54999999999998,6.749999999999901,4.249999999999865,-2.500000000000036,1.999999999999957
2024-04-05,-103.0,-11.65000000000003,-27.55000000000001,-50.25000000000004,-13.25000000000003,-6.800000000000139,15.50000000000011,5.500000000000149,2.099999999999902,-0.09999999999994458,0.6000000000000227
2024-04-08,-96.99999999999997,-9.199999999999964,-27.44999999999997,-50.69999999999997,-5.499999999999972,-4.999999999999893,15.24999999999999,6.750000000000078,5.749999999999922,2.700000000000102,-2.199999999999847
2024-04-09,-95.5,-9.999999999999964,-29.49999999999999,-53.99999999999991,-0.5000000000000782,-4.999999999999893,13.74999999999993,11.00000000000012,3.04000000000002,2.500000000000036,-0.9999999999999787
2024-04-10,-91.5,-11.49999999999993,-26.74999999999992,-51.49999999999997,-6.00000000000005,-9.500000000000064,16.24999999999996,7.750000000000057,3.270000000000017,1.300000000000168,1.199999999999868
2024-04-11,-84.75000000000001,-10.25,-26.00000000000007,-49.50000000000001,2.500000000000036,-7.749999999999879,13.49999999999998,7.700000000000173,3.449999999999953,1.750000000000007,0.9999999999999787
2024-04-12,-88.99999999999997,-9.000000000000075,-23.75000000000007,-48.00000000000004,6.49999999999995,-9.500000000000064,13.24999999999985,8.000000000000185,5.000000000000071,2.500000000000213,0.9999999999999787
2024-04-15,-82.00000000000003,-7.200000000000006,-19.79999999999995,-43.59999999999999,9.699999999999775,-11.20000000000001,14.00000000000006,6.099999999999994,3.200000000000003,1.499999999999879,-0.5000000000000782
2024-04-16,-70.24999999999997,-5.000000000000071,-16.75000000000004,-38.25000000000003,8.999999999999986,-9.750000000000014,9.499999999999886,7.000000000000028,0.7500000000000284,3.749999999999964,-3.000000000000114
2024-04-17,-75.99999999999997,-5.250000000000021,-14.75,-43.02999999999999,11.99999999999992,-18.77999999999993,16.55999999999995,3.720000000000034,-0.2499999999999503,2.250000000000085,-0.7500000000000284
2024-04-18,-78.00000000000003,-4.999999999999982,-15.00000000000004,-42.49999999999999,17.99999999999997,-17.49999999999989,14.49999999999996,2.999999999999936,1.499999999999879,3.999999999999915,-0.4999999999999005
2024-04-19,-82.00000000000003,-4.599999999999937,-16.59999999999995,-43.09999999999992,21.39999999999986,-14.49999999999996,11.49999999999984,3.000000000000114,1.000000000000156,4.999999999999893,0.0
2024-04-22,-85.70000000000002,-4.649999999999999,-14.14999999999997,-41.99999999999999,19.69999999999992,-18.35000000000004,12.25000000000005,3.399999999999892,1.800000000000068,3.200000000000003,3.749999999999964
2024-04-23,-83.5,-5.099999999999927,-11.49999999999993,-39.99999999999994,12.0000000000001,-22.10000000000001,14.1,6.299999999999883,3.999999999999915,4.500000000000171,3.500000000000014
2024-04-24,-76.75,-3.500000000000014,-11.7,-35.25,9.499999999999886,-15.34999999999993,11.05,5.550000000000033,3.550000000000075,3.500000000000014,5.000000000000071
2024-04-25,-69.80000000000004,-7.30000000000004,-13.10000000000002,-35.30000000000007,8.750000000000036,-16.40000000000015,12.20000000000017,4.000000000000092,3.700000000000081,2.500000000000036,6.600000000000072
2024-04-26,-70.79999999999993,-8.000000000000007,-11.74999999999997,-36.00000000000003,10.4000000000001,-20.50000000000001,14.25000000000018,5.000000000000071,3.299999999999947,2.600000000000158,6.00000000000005
2024-04-29,-72.49999999999997,-6.99999999999994,-15.49999999999994,-37.00000000000001,9.500000000000064,-13.00000000000008,13.50000000000016,3.499999999999837,3.999999999999915,4.499999999999993,5.499999999999972
2024-04-30,-70.24999999999997,-6.49999999999995,-17.49999999999998,-39.75,11.50000000000002,-11.25000000000007,15.50000000000011,4.499999999999993,4.649999999999999,4.499999999999993,5.499999999999972
2024-05-01,-70.24999999999997,-6.49999999999995,-16.5,-39.90000000000001,11.50000000000002,-13.40000000000003,16.39999999999997,5.150000000000077,4.649999999999999,4.900000000000126,5.500000000000149
2024-05-02,-73.90999999999997,-9.09999999999993,-21.49999999999999,-43.49999999999996,5.450000000000088,-9.599999999999831,13.49999999999998,7.500000000000107,3.789999999999871,5.690000000000062,6.899999999999906
2024-05-03,-75.99999999999997,-8.550000000000058,-21.55000000000005,-43.80000000000006,9.999999999999964,-9.249999999999936,13.25000000000003,7.000000000000028,2.400000000000091,6.000000000000227,4.999999999999893
2024-05-06,-82.00000000000003,-9.999999999999964,-24.74999999999996,-48.99999999999993,7.000000000000028,-9.500000000000064,15.24999999999981,8.500000000000085,3.999999999999915,3.000000000000114,5.999999999999872
2024-05-07,-89.00000000000006,-12.00000000000001,-28.2,-51.99999999999996,5.499999999999972,-7.599999999999874,14.29999999999989,8.000000000000007,3.999999999999915,4.999999999999893,5.499999999999972
2024-05-08,-88.80000000000008,-10.79999999999997,-25.49999999999999,-51.25000000000001,6.400000000000006,-11.05,13.50000000000016,7.749999999999879,2.219999999999978,4.649999999999999,5.749999999999922
2024-05-09,-83.00999999999999,-9.999999999999964,-24.00000000000002,-50.0,8.000000000000007,-11.99999999999992,12.0000000000001,9.989999999999988,3.479999999999883,6.389999999999851,4.70000000000006
2024-05-10,-72.24999999999993,-6.749999999999989,-18.44999999999999,-43.75,6.00000000000005,-13.6000000000001,14.55000000000002,7.249999999999979,5.750000000000099,8.249999999999957,3.250000000000064
2024-05-13,-65.50000000000003,-6.500000000000039,-16.75000000000004,-37.5,5.750000000000099,-10.50000000000004,9.999999999999787,8.300000000000018,5.299999999999905,3.399999999999892,5.300000000000082
2024-05-14,-61.74999999999997,-8.999999999999986,-18.00000000000006,-39.00000000000006,8.999999999999986,-11.99999999999992,14.50000000000014,4.999999999999893,7.000000000000028,4.000000000000092,5.000000000000071
2024-05-15,-66.80000000000001,-13.19999999999997,-21.49999999999999,-42.49999999999999,10.70000000000011,-12.70000000000007,15.7,4.849999999999888,6.350000000000122,3.599999999999959,6.400000000000006
2024-05-16,-61.09999999999998,-9.999999999999964,-17.99999999999997,-35.99999999999994,8.800000000000097,-9.999999999999964,11.79999999999986,3.89999999999997,5.000000000000071,1.999999999999957,6.00000000000005
2024-05-17,-61.50000000000002,-9.999999999999964,-17.49999999999998,-37.5,4.999999999999893,-12.5,15.00000000000004,4.250000000000043,4.550000000000054,3.999999999999915,3.250000000000064
2024-05-20,-56.25,-6.00000000000005,-16.80000000000001,-34.50000000000006,7.499999999999929,-6.900000000000084,11.70000000000009,5.19999999999996,7.199999999999918,3.799999999999848,4.850000000000065
2024-05-22,-50.99999999999998,-5.50000000000006,-15.50000000000002,-35.00000000000006,7.750000000000057,-9.500000000000064,13.6000000000001,5.300000000000082,5.499999999999972,3.999999999999915,4.000000000000092
2024-05-23,-45.24999999999997,-5.250000000000021,-12.5,-32.00000000000003,7.249999999999979,-12.25000000000005,14.1,5.799999999999983,6.00000000000005,2.800000000000047,4.099999999999859
2024-05-24,-46.99999999999997,-4.999999999999982,-11.74999999999997,-32.49999999999993,3.749999999999964,-13.99999999999988,16.24999999999996,4.750000000000121,4.749999999999943,2.499999999999858,5.000000000000071
2024-05-27,-44.49999999999994,-4.600000000000026,-11.54999999999999,-32.39999999999998,3.749999999999964,-13.90000000000011,16.45000000000003,5.799999999999983,7.399999999999984,2.700000000000102,4.599999999999937
2024-05-28,-42.49999999999999,-5.999999999999961,-12.69999999999998,-32.39999999999998,1.200000000000045,-13.00000000000008,15.39999999999999,5.200000000000138,6.799999999999962,2.899999999999991,4.199999999999982
2024-05-29,-37.00000000000001,-4.999999999999982,-12.5,-31.49999999999995,-3.000000000000114,-11.49999999999984,15.49999999999994,6.00000000000005,7.000000000000028,0.9999999999999787,6.49999999999995
2024-05-30,-32.24999999999998,-6.25,-11.75000000000006,-28.75000000000005,-2.500000000000036,-11.49999999999984,13.74999999999993,5.799999999999983,5.499999999999972,1.499999999999879,5.899999999999928
2024-05-31,-33.99999999999999,-5.499999999999972,-12.5,-29.75000000000003,-3.999999999999915,-10.25000000000009,16.00000000000001,1.249999999999929,5.999999999999872,1.999999999999957,2.999999999999936
2024-06-03,-41.5,-5.499999999999972,-11.49999999999993,-31.49999999999995,-6.00000000000005,-14.00000000000006,16.50000000000009,6.49999999999995,3.500000000000192,1.999999999999957,0.5000000000000782
2024-06-04,-52.59999999999998,-7.800000000000029,-14.05000000000003,-35.30000000000007,-10.99999999999994,-15.00000000000004,16.24999999999996,8.200000000000074,4.900000000000126,0.6000000000000227,1.699999999999946
2024-06-05,-50.49999999999999,-7.000000000000028,-16.25000000000005,-33.02000000000005,-9.749999999999837,-7.519999999999882,12.29000000000013,6.979999999999897,5.999999999999872,0.5499999999999616,-0.3999999999999559
2024-06-06,-50.49999999999999,-7.749999999999968,-17.45000000000001,-35.25,-8.499999999999908,-8.099999999999952,12.80000000000001,7.489999999999952,6.489999999999974,-0.5000000000000782,-0.4999999999999005
2024-06-07,-43.00000000000006,-9.500000000000064,-16.5,-35.50000000000004,-6.500000000000128,-12.0000000000001,15.50000000000011,7.250000000000156,4.250000000000043,0.999999999999801,-1.499999999999879
2024-06-10,-38.79999999999999,-7.250000000000068,-14.25000000000001,-33.25000000000004,-3.999999999999915,-12.0000000000001,16.00000000000001,6.00000000000005,3.89999999999997,1.200000000000045,-3.500000000000014
2024-06-11,-41.5,-8.499999999999996,-18.00000000000006,-36.54000000000002,-5.000000000000071,-9.039999999999893,15.57999999999993,6.460000000000043,3.999999999999915,1.600000000000001,-4.199999999999982
2024-06-12,-38.50000000000007,-7.500000000000018,-19.50000000000003,-36.01999999999998,-8.800000000000097,-4.519999999999946,14.54000000000004,7.230000000000025,3.26999999999984,2.499999999999858,-5.000000000000071
2024-06-13,-37.99999999999999,-8.999999999999986,-19.99999999999993,-37.00000000000001,-5.999999999999872,-6.000000000000227,16.50000000000009,3.249999999999886,4.749999999999943,0.0,-3.999999999999915
2024-06-14,-44.00000000000004,-9.500000000000064,-22.25000000000001,-40.00000000000004,-10.75000000000017,-5.000000000000071,15.75000000000006,2.499999999999858,7.500000000000107,-0.4999999999999005,-4.500000000000171
2024-06-17,-38.19999999999997,-7.250000000000068,-17.25000000000003,-34.75000000000001,-3.749999999999964,-7.500000000000107,14.19999999999995,3.850000000000087,7.150000000000034,0.4999999999999005,-4.900000000000126
2024-06-18,-37.5,-6.500000000000039,-12.99999999999999,-32.50000000000001,-1.499999999999879,-13.00000000000008,15.00000000000004,3.999999999999915,6.00000000000005,1.500000000000057,-7.000000000000028
2024-06-19,-42.74999999999993,-4.249999999999954,-14.24999999999992,-36.64999999999993,-3.100000000000058,-12.40000000000006,17.7999999999999,1.099999999999923,8.999999999999986,-1.499999999999879,-2.500000000000036
2024-06-20,-42.31000000000007,-4.249999999999954,-14.75,-36.74999999999997,-2.10000000000008,-11.50000000000002,17.50000000000007,0.0,7.989999999999853,-0.5100000000000549,-4.499999999999993
2024-06-21,-37.51000000000006,-4.499999999999993,-12.5,-31.99999999999994,-2.500000000000213,-11.50000000000002,16.00000000000001,-1.500000000000057,7.99000000000003,2.479999999999905,-4.48000000000004
2024-06-24,-31.74999999999999,-2.500000000000036,-8.999999999999986,-28.75000000000005,-0.7500000000000284,-13.25000000000021,16.46000000000001,0.6299999999999528,4.800000000000004,0.6000000000000227,-4.049999999999976
2024-06-25,-29.49999999999999,-3.499999999999925,-8.000000000000007,-27.99999999999994,2.249999999999908,-15.49999999999994,14.99999999999986,5.250000000000021,5.250000000000021,1.000000000000156,-6.49999999999995
2024-06-26,-23.74999999999998,-3.249999999999975,-6.949999999999967,-26.49999999999997,2.749999999999986,-15.85000000000001,15.79999999999995,4.450000000000109,5.950000000000166,1.749999999999829,-6.49999999999995
2024-06-27,-29.10000000000004,-4.749999999999943,-7.999999999999918,-29.24999999999995,3.049999999999997,-18.00000000000015,18.75,2.750000000000163,5.250000000000021,1.099999999999923,-5.300000000000082
2024-06-28,-30.74999999999992,-3.500000000000014,-9.299999999999997,-30.6,3.749999999999964,-15.50000000000011,21.89999999999994,-2.399999999999913,3.950000000000031,1.750000000000007,-5.000000000000071
2024-07-01,-28.15000000000003,-3.749999999999964,-9.499999999999975,-28.24999999999998,2.449999999999974,-13.00000000000008,19.25000000000008,-2.500000000000036,6.25,0.2500000000001279,-5.000000000000071
2024-07-02,-24.75000000000005,-1.499999999999968,-9.299999999999997,-27.02,2.899999999999991,-9.919999999999973,17.71999999999991,-0.1799999999999358,5.819999999999936,1.499999999999879,-4.999999999999893
2024-07-03,-24.69999999999999,-1.700000000000035,-8.400000000000052,-25.90000000000003,4.499999999999993,-10.79999999999988,15.80000000000013,4.100000000000037,6.199999999999939,1.900000000000013,-5.499999999999972
2024-07-04,-24.74999999999996,-2.000000000000046,-8.000000000000007,-24.50000000000001,4.750000000000121,-10.50000000000004,15.00000000000004,3.500000000000192,4.550000000000054,1.249999999999929,-5.399999999999849
2024-07-05,-23.99999999999993,-3.500000000000014,-8.749999999999947,-22.99999999999995,-0.7499999999998508,-9.000000000000163,12.5,4.999999999999893,3.250000000000064,1.200000000000045,-5.349999999999966
2024-07-08,-24.50000000000001,-2.999999999999936,-8.699999999999974,-23.49999999999994,0.0,-9.09999999999993,12.80000000000001,3.500000000000192,4.499999999999993,1.499999999999879,-4.499999999999815
2024-07-09,-26.90000000000001,-2.000000000000046,-7.500000000000018,-25.0,0.1999999999998892,-12.0000000000001,15.99999999999984,0.5000000000000782,4.999999999999893,2.000000000000135,-4.999999999999893
2024-07-10,-30.99999999999996,-2.999999999999936,-7.749999999999968,-27.49999999999995,3.249999999999886,-14.99999999999986,17.24999999999994,1.500000000000057,4.999999999999893,1.750000000000185,-4.749999999999943
2024-07-11,-36.7,-4.499999999999993,-11.50000000000002,-32.00000000000003,1.750000000000007,-13.49999999999998,17.99999999999997,1.500000000000057,5.499999999999972,4.000000000000092,-6.500000000000128
2024-07-12,-35.74999999999999,-3.500000000000014,-11.20000000000001,-31.50000000000004,1.749999999999829,-12.59999999999994,16.8000000000001,2.499999999999858,6.00000000000005,3.000000000000114,-6.500000000000128
2024-07-15,-37.99999999999999,-6.00000000000005,-13.50000000000007,-33.99999999999999,-1.600000000000001,-12.9999999999999,16.49999999999991,3.499999999999837,6.500000000000128,5.000000000000071,-8.500000000000085
2024-07-16,-37.99999999999999,-6.00000000000005,-13.50000000000007,-33.99999999999999,-2.59999999999998,-12.9999999999999,16.49999999999991,3.499999999999837,6.500000000000128,5.000000000000071,-8.500000000000085
2024-07-17,-45.74999999999996,-5.750000000000011,-14.50000000000005,-35.50000000000004,-7.499999999999929,-12.25000000000005,17.24999999999994,2.749999999999986,6.750000000000078,3.299999999999947,-6.899999999999906
2024-07-18,-38.99999999999997,-6.49999999999995,-16.99999999999999,-37.99999999999999,-5.999999999999872,-10.50000000000004,17.49999999999989,4.499999999999993,6.49999999999995,5.499999999999972,-7.499999999999929
2024-07-19,-37.5,-7.500000000000018,-16.75000000000004,-37.00000000000001,-4.900000000000126,-10.99999999999994,16.00000000000001,4.500000000000171,4.000000000000092,5.499999999999972,-7.200000000000095
2024-07-22,-36.00000000000003,-7.000000000000028,-16.75000000000004,-37.00000000000001,-3.200000000000003,-10.50000000000004,16.22000000000003,4.860000000000042,5.299999999999905,4.499999999999993,-7.499999999999929
2024-07-23,-37.00000000000001,-7.399999999999984,-16.89999999999996,-38.90000000000002,-2.999999999999936,-12.50000000000018,16.99999999999999,8.000000000000007,6.500000000000128,5.000000000000071,-7.499999999999929
2024-07-24,-37.00000000000001,-6.99999999999994,-16.99999999999999,-38.01999999999994,-3.749999999999964,-11.0199999999999,16.03999999999992,6.280000000000108,5.299999999999905,5.000000000000071,-7.499999999999929
2024-07-25,-36.51,-8.000000000000007,-18.49999999999996,-39.99999999999994,-3.250000000000064,-10.99999999999994,16.49999999999991,6.200000000000117,4.190000000000005,4.990000000000094,-7.500000000000107
2024-07-26,-36.00000000000003,-6.00000000000005,-14.75,-36.00000000000003,-2.999999999999936,-12.50000000000018,14.74999999999991,7.100000000000151,4.399999999999871,4.999999999999893,-7.399999999999984
2024-07-29,-29.0,-5.750000000000011,-18.25000000000001,-35.25,0.999999999999801,-4.499999999999993,11.50000000000002,2.299999999999969,1.800000000000068,5.399999999999849,-7.699999999999818
2024-07-30,-30.50000000000006,-6.500000000000039,-18.75,-38.03999999999998,1.399999999999935,-7.039999999999935,13.82999999999992,7.460000000000022,6.099999999999994,5.400000000000027,-7.700000000000173
2024-07-31,-37.60000000000004,-6.00000000000005,-18.50000000000005,-41.00000000000001,-0.9500000000000952,-9.999999999999964,16.00000000000001,8.000000000000007,6.49999999999995,5.000000000000071,-7.500000000000107
2024-08-01,-48.00000000000004,-8.000000000000007,-22.75,-46.99999999999997,3.999999999999915,-9.500000000000064,16.74999999999986,6.00000000000005,2.999999999999936,5.499999999999972,-8.500000000000085
2024-08-02,-60.99999999999994,-10.74999999999999,-27.25,-49.74999999999996,1.500000000000057,-5.999999999999872,13.49999999999998,7.000000000000028,4.000000000000092,6.290000000000084,-9.879999999999889
2024-08-05,-67.99999999999997,-11.00000000000003,-29.0,-54.0,-1.099999999999923,-7.000000000000028,16.50000000000009,8.500000000000085,4.499999999999993,8.499999999999908,-9.500000000000064
2024-08-06,-61.00000000000003,-10.50000000000004,-25.49999999999999,-46.53999999999998,-1.100000000000101,-6.040000000000134,11.58000000000001,8.960000000000079,4.000000000000092,5.799999999999983,-8.399999999999963
2024-08-07,-57.2,-10.35000000000004,-24.00000000000002,-45.95000000000002,1.799999999999891,-8.300000000000018,12.25000000000005,8.200000000000074,3.800000000000026,5.19999999999996,-9.40000000000012
2024-08-08,-58.99999999999999,-9.499999999999975,-23.79999999999995,-46.0,1.999999999999957,-7.900000000000063,13.19999999999997,8.249999999999957,3.249999999999886,5.499999999999972,-9.999999999999964
2024-08-09,-57.59999999999997,-12.99999999999999,-28.74999999999996,-49.00000000000002,1.29999999999999,-4.499999999999993,13.75000000000011,6.249999999999822,5.749999999999922,3.500000000000192,-7.500000000000107
2024-08-12,-62.5,-13.50000000000007,-28.25000000000006,-49.50000000000001,-4.749999999999943,-6.49999999999995,13.74999999999993,8.750000000000036,6.25,6.300000000000061,-10.4000000000001
2024-08-13,-67.75000000000003,-11.99999999999992,-29.49999999999999,-51.01999999999993,-7.000000000000028,-4.019999999999868,14.03999999999979,7.479999999999976,6.49999999999995,4.499999999999815,-9.999999999999964
2024-08-14,-71.0,-12.75000000000004,-31.05000000000002,-53.75000000000006,-4.999999999999893,-4.400000000000048,14.20000000000012,8.000000000000007,6.49999999999995,4.499999999999993,-11.49999999999984
2024-08-15,-71.0,-12.99999999999999,-31.29999999999997,-54.0,-4.899999999999949,-4.400000000000048,14.20000000000012,8.000000000000007,6.49999999999995,4.499999999999993,-11.49999999999984
2024-08-16,-67.99999999999997,-12.5,-30.20000000000005,-53.00000000000003,-3.999999999999915,-5.099999999999838,14.30000000000007,8.000000000000007,7.500000000000107,4.990000000000094,-11.97999999999997
2024-08-19,-69.50000000000003,-12.39999999999997,-30.40000000000003,-52.40000000000001,-4.349999999999987,-3.999999999999915,13.49999999999998,8.000000000000007,7.499999999999929,6.49999999999995,-11.50000000000002
2024-08-20,-65.89999999999998,-12.99999999999999,-27.50000000000004,-48.60000000000007,-5.799999999999805,-6.599999999999895,10.70000000000011,9.899999999999842,7.699999999999996,6.299999999999883,-12.89999999999978
