,0
2017-02-27,99.99484628225245
2017-02-28,99.9841610578832
2017-03-01,99.95998606747014
2017-03-02,99.98716910836708
2017-03-03,99.91354577284469
2017-03-06,99.92456421334322
2017-03-07,99.92563310879666
2017-03-08,99.94105204657106
2017-03-09,99.95257573896585
2017-03-10,99.94782703850221
2017-03-13,99.93526045999795
2017-03-14,99.93019628157411
2017-03-15,99.95446258529176
2017-03-16,99.95511918434154
2017-03-17,99.9630905895633
2017-03-21,99.96225420189674
2017-03-22,99.9599762444714
2017-03-23,99.95595479333431
2017-03-24,99.94689912219053
2017-03-27,99.95967776422019
2017-03-28,99.96229824483936
2017-03-29,99.96656565545464
2017-03-30,99.98105310141838
2017-03-31,99.95886942964066
2017-04-03,99.96586098823919
2017-04-04,99.99511975250091
2017-04-05,99.9460732457726
2017-04-06,99.96680339008353
2017-04-07,99.96254651519587
2017-04-10,99.98250437710062
2017-04-11,99.99049460705979
2017-04-12,100.02583514394303
2017-04-17,99.9266285083832
2017-04-18,99.93077354525856
2017-04-19,99.9545902534249
2017-04-20,99.97227290699023
2017-04-21,99.98648842766991
2017-04-24,99.97384592922603
2017-04-25,99.98334897141291
2017-04-26,99.95060378919159
2017-04-27,99.8990386174546
2017-04-28,99.94541462473423
2017-05-02,99.94592937957954
2017-05-03,99.93018924586103
2017-05-04,99.93149086970136
2017-05-05,99.93146791070583
2017-05-08,99.93760438944656
2017-05-09,99.94451870804795
2017-05-10,99.93339793841581
2017-05-11,99.9236221033331
2017-05-12,99.91215707798007
2017-05-15,99.87069893330455
2017-05-16,99.84908660257166
2017-05-17,99.83880565313426
2017-05-18,99.98128812098514
2017-05-19,100.00855899453822
2017-05-22,99.96466391837386
2017-05-23,99.96286741180688
2017-05-24,99.95568110351398
2017-05-25,99.97184413002273
2017-05-26,100.102860307665
2017-05-30,100.1115301446833
2017-05-31,100.11822295986319
2017-06-01,100.1229077746733
2017-06-02,100.12202603480154
2017-06-05,100.08857446974973
2017-06-06,100.07198115640674
2017-06-07,100.04587828037566
2017-06-08,100.0589272037347
2017-06-09,100.10384790844444
2017-06-12,100.09738141636461
2017-06-13,100.09195288715524
2017-06-14,100.0878266083892
2017-06-15,100.08433841781226
2017-06-16,100.0792722905163
2017-06-19,100.0859894074347
2017-06-20,100.07888800354652
2017-06-21,100.06310264741268
2017-06-22,100.13486174613442
2017-06-23,100.06353908852014
2017-06-26,100.08944973148466
2017-06-27,100.08969704533803
2017-06-28,100.09229446636607
2017-06-29,100.09144927305186
2017-06-30,100.07018812062614
2017-07-03,100.0595828825409
2017-07-04,100.0881735686433
2017-07-05,100.05919423011778
2017-07-06,99.98294982369109
2017-07-07,99.97659524239644
2017-07-10,99.99820080137889
2017-07-11,99.96425972075596
2017-07-12,99.95990236728292
2017-07-13,99.94041144076695
2017-07-14,99.94248214094756
2017-07-17,99.9361273522105
2017-07-18,99.93395985929865
2017-07-19,99.95108548094113
2017-07-20,99.95833665677564
2017-07-21,99.97758824952615
2017-07-24,99.99051067019758
2017-07-25,99.98160760126792
2017-07-26,100.0304655547057
2017-07-27,100.03601710706893
2017-07-28,100.0283857947526
2017-07-31,100.05649783207033
2017-08-01,100.04001554748687
2017-08-02,100.03601899934881
2017-08-03,100.02921723779595
2017-08-04,100.02244660734661
2017-08-07,100.00600711570947
2017-08-08,100.01478089853437
2017-08-09,100.06338776060191
2017-08-10,99.98606517730289
2017-08-11,100.00143278732317
2017-08-14,100.01003461145588
2017-08-15,99.97924306956463
2017-08-16,100.00689001118135
2017-08-17,99.96212642913478
2017-08-18,99.95916709107082
2017-08-21,99.96241959355525
2017-08-22,99.96815713832737
2017-08-23,99.94889127779014
2017-08-24,99.98165326611311
2017-08-25,99.96056249996452
2017-08-28,99.96910782976673
2017-08-29,99.9411586163912
2017-08-30,99.93250648023711
2017-08-31,99.92898415327998
2017-09-01,99.93086878351532
2017-09-05,99.92848620205442
2017-09-06,99.93060004700537
2017-09-07,99.9267913950121
2017-09-08,99.9340973663401
2017-09-11,99.9257869628754
2017-09-12,99.93012116889234
2017-09-13,99.9165875982181
2017-09-14,99.93507727181235
2017-09-15,99.91752167933734
2017-09-18,99.92887760438495
2017-09-19,99.92219376866754
2017-09-20,99.85632615072177
2017-09-21,99.79587620651502
2017-09-22,99.79482065136405
2017-09-25,99.79475985037385
2017-09-26,99.7879479156016
2017-09-27,99.76485327528796
2017-09-28,99.72367613213244
2017-09-29,99.71720677885992
2017-10-02,99.7005840719583
2017-10-03,99.71385578178473
2017-10-04,99.6980484623267
2017-10-05,99.72304623013815
2017-10-06,99.65444960046868
2017-10-09,99.62768548165101
2017-10-10,99.6407963546565
2017-10-11,99.61734795497826
2017-10-12,99.81086103809348
2017-10-13,100.07669220557808
2017-10-16,100.24213997849371
2017-10-17,100.18618679482283
2017-10-18,100.1370951627959
2017-10-19,100.16829719839784
2017-10-20,100.1967569370392
2017-10-23,100.19625294111381
2017-10-24,100.25593515709485
2017-10-25,100.25272601342341
2017-10-26,100.25614185116456
2017-10-27,100.25016376431863
2017-10-30,100.22288594729962
2017-10-31,100.2354788172596
2017-11-01,100.25040291362394
2017-11-02,100.26149372292679
2017-11-03,100.24395841757179
2017-11-06,100.1760589357104
2017-11-07,100.22644199358473
2017-11-08,100.27215621384073
2017-11-09,100.21151431155641
2017-11-10,100.27256611127018
2017-11-13,100.26805244055936
2017-11-14,100.30182840717936
2017-11-15,100.35695260518824
2017-11-16,100.2553979834415
2017-11-17,100.37351550028946
2017-11-21,100.35122170198075
2017-11-22,100.3024367596832
2017-11-23,100.41793965585302
2017-11-24,100.59957360477341
2017-11-27,100.60164401843213
2017-11-28,100.56318615985616
2017-11-29,100.5283990072193
2017-11-30,100.51138503526309
2017-12-01,100.52405769474748
2017-12-04,100.52245871432359
2017-12-05,100.46021196740587
2017-12-06,100.46871345672147
2017-12-07,100.47330936989324
2017-12-08,100.4831819773686
2017-12-11,100.4108220240919
2017-12-12,100.40038912570095
2017-12-13,100.39789592132351
2017-12-14,100.33924253767294
2017-12-15,100.21559690330105
2017-12-18,100.21965224210645
2017-12-19,100.2677488240683
2017-12-20,100.27374301265294
2017-12-21,100.33851041096791
2017-12-22,100.33412576645769
