,EU
sharpe,1.1329053277994456
cagr,0.006696703887620892
volatility,0.005906856504297067
sortino,1.635331106645259
calmar,
skew,-0.5146041731362334
kurtosis,9.457299223071201
max_drawdown,-0.026163841557754197
win_rate,0.5393890675241158
daily_value_at_risk,-0.0005854898789451866
breackeven,1.2011554482796011e-05
