,sharpe,cagr,volatility,sortino,calmar,skew,kurtosis,max_drawdown,win_rate,daily_value_at_risk,breakeven
0.0,2.156163811126953,0.01878948018092097,0.008651111382497889,3.6272625711507733,,0.7532817989981987,14.899898949817217,-0.012823331433416851,0.5601545253863135,-0.000822373207162896,9.281352165023461e-05
0.025,2.0991378422504567,0.01827755390458674,0.008646658109242762,3.5192190924176545,,0.7443025367797703,14.909586242974619,-0.012997587397615806,0.557883131201764,-0.0008239065625117551,9.281352165023461e-05
0.05,2.042019590819866,0.017765882577204017,0.008642346666306231,3.41173947675162,,0.7353084404502245,14.918965553978808,-0.013171812861598964,0.5523704520396913,-0.000825454613756452,9.281352165023461e-05
0.07500000000000001,1.9848116833358203,0.017254466072932573,0.008638177266057234,3.304823554906643,,0.7262995881613328,14.92803108321393,-0.013346007830661755,0.5512679162072768,-0.0008270173829018016,9.281352165023461e-05
0.1,1.927516767403531,0.016743304265981918,0.00863415011427146,3.198472459892198,,0.7172760585934601,14.936777119751063,-0.013520172310097944,0.5490628445424476,-0.0008285948912694755,9.281352165023461e-05
0.125,1.8701375111621927,0.01623239703062951,0.008630265410081703,3.092686667482411,,0.70823793101465,14.945198045230455,-0.013694306305195636,0.5468577728776185,-0.0008301871594928168,9.281352165023461e-05
0.15000000000000002,1.8126766027010301,0.015721744241212532,0.00862652334592927,2.9874633551932392,,0.6991852853405753,14.953288337693763,-0.013868409821242822,0.5452039691289967,-0.0008317942075118398,9.281352165023461e-05
0.17500000000000002,1.755136749466209,0.015211345772131235,0.008622924107517456,2.882802502894918,,0.6901182021958642,14.96104257537818,-0.014042482863537487,0.541896361631753,-0.0008334160545683762,9.281352165023461e-05
0.2,1.6975206776552791,0.014701201497843819,0.008619467873765801,2.778705136944104,,0.6810367629759858,14.968455440457237,-0.014216525437363292,0.538037486218302,-0.0008350527192013675,9.281352165023461e-05
0.225,1.6398311316029932,0.014191311292874653,0.008616154816766407,2.6751719252709294,,0.671941049910382,14.975521722732005,-0.014390537548009896,0.5352811466372657,-0.0008367042192423078,9.281352165023461e-05
0.25,1.5820708731552402,0.013681675031804286,0.008612985101741893,2.572204463559819,,0.6628311461272455,14.982236323263546,-0.014564519200766513,0.5319735391400221,-0.0008383705718109169,9.281352165023461e-05
0.275,1.5242426810350849,0.013172292589279877,0.00860995888700394,2.4698042401411944,,0.653707135717129,14.988594257941003,-0.014738470400912917,0.5308710033076075,-0.0008400517933108152,9.281352165023461e-05
0.30000000000000004,1.4663493501970417,0.012663163840004987,0.008607076323915214,2.36797288841135,,0.6445691037991733,14.994590660989402,-0.014912391153738436,0.5286659316427784,-0.000841747899425618,9.281352165023461e-05
0.325,1.408393691175282,0.01215428865874979,0.008604337556851185,2.266710568455826,,0.6354171365874259,15.00022078840848,-0.015086281464530837,0.5264608599779493,-0.000843458905114924,9.281352165023461e-05
0.35000000000000003,1.3503785294195774,0.011645666920337971,0.008601742723164156,2.166017868587078,,0.6262513214569176,15.00548002133096,-0.015260141338568012,0.5231532524807057,-0.00084518482461065,9.281352165023461e-05
0.375,1.2923067046261711,0.011137298499663828,0.008599291953149884,2.0658959783025894,,0.6170717470115501,15.010363869313984,-0.0154339707811334,0.5209481808158766,-0.0008469256714135125,9.281352165023461e-05
0.4,1.2341810700578413,0.010629183271677833,0.008596985370014373,1.966344494424886,,0.6078785031509477,15.014867973539886,-0.015607769797509885,0.5181918412348401,-0.0008486814582896313,9.281352165023461e-05
0.42500000000000004,1.1760044918576364,0.010121321111389747,0.008594823089843488,1.8673636025451064,,0.5986716811392916,15.018988109947621,-0.01578153839298091,0.5165380374862183,-0.0008504521972673703,9.281352165023461e-05
0.45,1.1177798483555508,0.009613711893874832,0.008592805221573671,1.7689546899736845,,0.5894513736723725,15.022720192257012,-0.015955276572822252,0.5148842337375965,-0.0008522378996342893,9.281352165023461e-05
0.47500000000000003,1.0595100293673037,0.009106355494266971,0.008590931866964954,1.67111938760519,,0.5802176749467193,15.026060274915885,-0.0161289843423138,0.5137816979051819,-0.0008540385759343624,9.281352165023461e-05
0.5,1.0011979354873968,0.008599251787760887,0.008589203120574998,1.5738593903809603,,0.5709706807274162,15.029004555950213,-0.01630266170673622,0.5126791620727673,-0.0008558542359652775,9.281352165023461e-05
