,Brazil
sharpe,2.020099159613954
cagr,0.02554475459651373
volatility,0.012525890214874068
sortino,3.4395635531216353
calmar,
skew,1.6549810519144752
kurtosis,25.250934690070384
max_drawdown,-0.017270090573967
win_rate,0.5515855292541313
daily_value_at_risk,-0.0011974722554230174
breackeven,0.00011794343565261136
