,US,EU,Mexico,Chile,Brazil,India,China
2018-03-01,100.169599616281,102.40805899804066,100.24637034183348,100.0,103.22604639759648,102.17980999588798,102.44468868677144
2018-03-02,100.14690468290006,102.4020170563586,100.25505821765692,100.0,103.28439929689092,102.17980999588798,102.43677187951296
2018-03-05,100.19782805963548,102.4052289145008,100.24697807433247,100.0,103.46307753163342,102.20107690781836,102.43677187951296
2018-03-06,100.18408396071624,102.41652991741302,100.26336699408634,100.0,103.4941440593457,102.189846335313,102.44811412480412
2018-03-07,100.19115776294782,102.43224932899513,100.281172752603,100.0,103.46907586578403,102.2428950139766,102.43679502178776
2018-03-08,100.26161356802449,102.43753335052502,100.30381397875452,100.0,103.43801123404997,102.2336814467421,102.43679502178776
2018-03-09,100.26718905935736,102.42452469425614,100.26796846409928,100.0,103.4706430393332,102.18874817856714,102.41706399928783
2018-03-12,100.305598714326,102.4142636517232,100.26051177548648,100.0,103.49614486975436,102.21620495220118,102.41706399928783
2018-03-13,100.36208859721609,102.40671870253745,100.23920006398008,100.0,103.47986155564524,102.21602212901234,102.4363564317466
2018-03-14,100.44185112919033,102.39294446947189,100.24764224046773,100.0,103.50192029810184,102.21470740086298,102.42561343586854
2018-03-15,100.47850058702748,102.39430029398687,100.24113300427824,100.0,103.4651143074836,102.25165145758469,102.4299935869842
2018-03-16,100.5709053434886,102.38283518702956,100.23205000103724,100.0,103.4439015518655,102.28353562046838,102.42078660355286
2018-03-19,100.59145064376028,102.4014463069739,100.23205000103724,100.0,103.53461897232935,102.2331479364222,102.42078660355286
2018-03-20,100.6021589200042,102.39854648144716,100.2096138161584,100.0,103.5257522082129,102.22727859321124,102.41441172362332
2018-03-22,100.62875558953162,102.36851198626576,100.2620520197993,100.0,104.25650919325058,102.16699823797262,102.40738417415449
2018-03-23,100.61153921398484,102.37346303051004,100.20745293046076,100.0,104.28476543959955,102.17812686666024,102.44054055416332
2018-03-26,100.67906418743866,102.36824381064716,100.24452664758124,100.0,104.3313249299391,102.18475456114994,102.44054055416332
2018-03-27,100.63609043521436,102.3457426370224,100.25996427008654,100.0,104.3212616546008,102.21303375337884,102.44054055416332
2018-03-28,100.66327449597136,102.33522294586491,100.27154758942562,100.0,104.37550264040378,102.02224030186164,102.44054055416332
2018-03-29,100.72302507640808,102.3359237429845,100.27154758942562,100.0,104.4426542015471,102.02224030186164,102.44571437758324
2018-04-02,100.7338312854798,102.3359237429845,100.23145924809404,100.0,104.62939299470936,102.02224030186164,102.44571437758324
2018-04-03,100.73293578470668,102.35022258500943,100.27453512272416,100.0,104.48648976400258,102.00408698233174,102.44571437758324
2018-04-04,100.73822675959,102.3412150329854,100.30308384661969,100.0,104.41883112081854,102.01329141924631,102.42021171951082
